ID_REF,200987_x_at,201219_at,201386_s_at,201866_s_at,201898_s_at,202066_at,202300_at,202479_s_at,202489_s_at,202688_at,203168_at,203676_at,203851_at,203874_s_at,204047_s_at,204151_x_at,204391_x_at,204493_at,204557_s_at,204633_s_at,204806_x_at,204846_at,204863_s_at,204880_at,205404_at,205726_at,205984_at,206174_s_at,206925_at,206989_s_at,207266_x_at,207757_at,207899_at,208245_at,208601_s_at,208882_s_at,208944_at,209015_s_at,209156_s_at,209493_at,209523_at,209699_x_at,209735_at,209788_s_at,209959_at,210210_at,210506_at,210639_s_at,211582_x_at,211653_x_at,211794_at,211799_x_at,211904_x_at,212094_at,212238_at,212294_at,213680_at,213694_at,213900_at,214244_s_at,214283_at,214379_at,214565_s_at,215219_at,215663_at,215814_at,216373_at,216457_s_at,216652_s_at,217166_at,217380_s_at,217536_x_at,217757_at,217855_x_at,217863_at,217961_at,218075_at,218259_at,218357_s_at,218411_s_at,218454_at,219324_at,219530_at,219595_at,219699_at,219731_at,219869_s_at,220418_at,220433_at,220622_at,220641_at,220691_at,221011_s_at,221715_at,221780_s_at,221966_at,221967_at,222217_s_at,222273_at,52741_at,Group
GSM317409,2.9357543,1.1201117,7.480447,2.0614526,2.7960894,3.5558662,12.231844,1.5391061,0.57262576,0.5837989,1.6759777,0.6675978,1.4581007,3.1620111,0.2905028,4.2625704,1.9832404,0.9636872,1.3966482,4.6508384,4.1005588,0.91340786,1.0363128,1.3491621,1.4189944,2.1731846,1.1005588,4.6536317,0.083798885,2.8212292,2.3296092,0.6061453,0.09776537,0.18156426,0.05027933,2.8715086,1.8519555,0.6815643,0.37150842,6.6620116,2.6648047,2.6508381,3.2681565,1.2318436,0.8324022,1.2178771,0.03631285,0.74860334,0.053072628,1.3463688,0.17318437,1.6452515,0.39106148,6.1340785,1.8184358,2.2318437,0.8072626,3.703911,2.405028,0.23463687,0.53351957,0.3072626,0.12569833,0.033519555,0.41899443,0.055865925,0.005586593,1.4385476,0.9608939,0.4469274,0.301676,0.56983244,10.078213,5.977654,1.7374303,2.3128493,1.6089386,16.469275,9.617318,0.75418997,0.5111732,1.0167599,1.5474862,2.5810058,0.18156426,1.2234638,0.5055866,0.32960895,0.37709498,0.05027933,0.49441347,1.5223465,1.7625699,0.12569833,1.1033521,0.5363129,0.7988827,1.1675978,2.5586593,1.2569833,schizophrenia
GSM317414,3.47541,1.6775957,4.956284,1.5519127,2.1229508,3.428962,12.374317,1.3087432,0.18579237,0.9180328,1.0819672,0.31147543,1.6775957,3.1065574,0.42076504,2.4153008,2.5601094,0.9234973,2.2677598,6.620219,3.2732244,0.63387984,1.1830602,1.2841531,2.363388,3.1721313,0.63114756,4.2896175,0.065573774,2.5382516,2.554645,0.8415301,0.046448093,0.101092905,0.035519127,5.3251367,2.1612022,0.7814208,0.43169403,14.374317,3.65847,1.7868854,2.9344265,1.0300547,0.98360664,1.1229508,0.024590164,0.9617487,0.15846996,2.2322404,0.07923498,1.5983608,0.027322406,10.480875,1.3633881,3.2704918,0.521858,4.166667,2.6065576,0.41530058,0.19945356,0.34699455,0.04371585,0.010928962,0.010928962,0.010928962,0.23224045,3.1120222,0.58196723,0.36065575,0.39890712,0.27322406,17.139345,4.4098363,3.9207652,3.0491805,0.74590164,24.939892,12.710383,1.680328,0.61202186,1.6256832,1.7103826,2.6174865,0.77595633,0.9945356,1.0136613,0.024590164,0.32513663,0.019125683,1.6502733,0.874317,1.8333334,0.092896186,1.1502732,1.6612023,0.5874317,1.1721313,3.169399,0.9180328,schizophrenia
GSM317420,3.7533937,1.1493213,8.006787,1.6877828,2.4932127,3.7669685,13.66742,2.6900454,0.35746607,0.40497738,1.3031675,0.59049773,1.780543,3.2330315,0.6085973,4.662896,2.2285068,1.2850679,1.9592761,5.5316744,2.5972853,0.42081448,0.77375567,0.9298642,1.1764706,2.459276,1.7533937,4.484163,0.056561086,2.1085973,2.5701358,0.7081448,0.03846154,0.10859729,0.036199097,4.361991,1.8665159,0.35746607,0.260181,10.7171955,3.2375567,2.8981903,1.7714933,0.39819005,1.1176472,1.2171946,0.020361992,1.341629,0.11312217,2.045249,0.15158372,0.58371043,0.06787331,7.4615383,1.9162896,2.3868778,0.35520363,4.20362,2.1402714,0.17420815,0.8552036,0.42986426,0.056561086,0.018099548,0.3484163,0.011312217,0.024886878,1.9004525,1.1470588,0.24886878,0.37556562,0.2963801,9.705883,5.4615383,3.0633483,2.7285068,0.42307696,22.355204,11.61086,0.7692308,0.64705884,1.6085973,1.5950227,2.5723982,0.699095,1.1357466,0.9162896,0.04751131,0.3529412,0.15837105,0.16515838,0.47963804,2.3076923,0.3122172,1.5226245,0.3280543,0.5972851,1.2692307,1.9389141,0.7556562,schizophrenia
GSM317422,4.85755,1.0370371,9,2.6980057,3.0313392,2.4957266,11.900286,2.5213675,0.2991453,0.8860399,1.2336183,0.960114,1.846154,3.042735,0.74358976,6.4871798,1.9601141,1.014245,1.8148149,7.019943,3.2450144,0.12535614,1.0968661,1.1111112,2.4529915,2.2250712,1.4586896,4.17094,0.025641026,2.3874645,2.4273505,0.49002853,0.04558405,0.12250713,0.06267807,3.643875,1.7863249,0.3903134,0.8860399,7.045584,2.6039886,3.735043,3.1396012,1.2991453,0.85470086,0.98005706,0.06552707,1.792023,0.054131053,3.1880343,0.042735044,1.3504274,0.03988604,6.350427,1.6153847,2.3219373,0.41310543,3.860399,2.0883193,0.051282052,0.55270654,0.25925928,0.022792025,0.011396012,0.025641026,0.037037037,0.022792025,1.7407408,0.951567,0.5099715,0.4615385,0.1823362,13.549858,6.2079773,2.891738,2.7378917,0.64387465,18.985756,12.185185,1.1851852,0.3133903,1.0085471,1.6809118,2.4444447,0.16239317,1.1025641,1.3675214,0.011396012,0.47008547,0.11111112,0.10541311,0.41025642,2.3333335,0.44159546,0.8689459,0.17094018,0.68091166,1.019943,1.6581197,0.9287749,schizophrenia
GSM317423,4.1836734,1.2789116,6.704082,2.2278912,2.4115648,3.0204084,10.836736,2.261905,0.098639466,1.2244898,1.3537415,0.19387755,2.5680273,2.3231294,0.30952382,5.1530614,1.4115647,1.4319727,1.829932,4.6972795,3.0850341,0.27551022,1.0918367,1.122449,1.5680273,3.1054423,1.0068028,3.8163266,0.05102041,1.7142859,2.6394558,0.6938776,0.08163266,0.16666667,0.057823133,3.1190476,1.9557824,0.57823133,0.8061225,9.469388,3.1360545,3.8741498,3.5408163,0.1122449,1.3367348,1.0408164,0.034013607,1.2721089,0.4591837,3.0204084,0.09183674,0.48299322,0.24149661,6.5442176,1.8537415,2.5884354,0.70408165,3.6768708,2.4013605,0.04081633,0.20068029,0.4727891,0.06462585,0.020408165,0.3877551,0.07142857,0.013605443,2.612245,0.7721089,0.28231293,0.27891156,0.3537415,14.993197,6.241497,2.0816329,2.2006803,1.5408163,19.29592,11.8707485,0.81292516,0.49659866,1.1904762,1.2551022,3.22449,0.207483,0.94217694,0.7755102,0.08163266,0.5850341,0.034013607,1.112245,0.4931973,2.5238094,0.48299322,1.4319727,0.4931973,0.8605442,1.1326531,1.9217688,1.0476191,schizophrenia
GSM317424,4.0602736,0.63835615,5.3232875,2.079452,2.3205478,3.8356164,12.112329,1.9397261,0.101369865,1.210959,1.7863013,0.14520548,1.7205479,2.980822,0.43013698,5.4301367,1.9315069,1.3178082,1.5616438,6.5150685,4.0986304,0.6356165,0.9561644,1.079452,1,1.5369862,0.8328767,2.827397,0.01369863,2.1616437,1.5945206,0.46849316,0.101369865,0.043835618,0.07945206,3.1643836,2.7424657,0.69315064,0.9616438,6.9890413,2.9068491,3.3452053,2.3123288,0.10958904,0.34794518,0.7780822,0.049315065,1.1452055,0.13150686,2.4438355,0.05479452,1.9917808,0.24931508,6.452055,1.6356164,3.3945205,0.7205479,2.528767,3.2547946,0.37260276,0.6082192,0.28493148,0.13150686,0.024657533,0.021917809,0.09589041,0.008219179,2.0630138,0.539726,0.24657534,0.539726,0.30958906,14.052055,6.5643835,2.2684932,1.5178082,1.090411,14.912329,10.29589,0.9808219,0.4219178,1.230137,1.4082192,3.1068494,0.11232876,1.2657534,0.6356165,0.043835618,0.13972603,0.36712328,0.1780822,1.1808219,1.6876712,0.55342466,0.8383562,0.6821918,0.6109589,1.3178082,1.6054794,0.6739726,schizophrenia
GSM317427,4.3210163,1.5681294,7.422633,3.2263281,2.9676676,3.0508087,11.413396,3,0.1039261,1.1778291,1.1016167,0.5935335,1.9491918,3.5034642,0.59815246,4.678984,1.7043881,1.8706698,1.8498846,4.431871,2.3325636,0.6466513,0.8706698,1.2124712,1.4711317,2.4503465,1.8591225,4.579677,0.09468822,2.556582,2.787529,0.67667437,0.06466513,0.09237876,0.15011548,4.030023,2.166282,0.6443418,0.57736725,9.212472,2.3163974,3.2332566,3.9815242,0.5450347,0.92147815,1.2771363,0.030023096,2.0230947,0.12702079,2.909931,0.090069294,0.45958433,0.24018477,6.249423,2.1847575,1.5381063,0.6859123,3.4711318,2.2286375,0.15242495,0.2817552,0.42956123,0.09468822,0.02078522,0.036951505,0.3117783,0.011547345,2.7551966,0.9607391,0.32101616,0.2309469,0.24249424,14.025405,5.861432,2.5196307,2.5242496,0.5011548,19.383373,13.127022,1.2794459,0.6004619,1.1362587,1.1616628,3.4133952,0.26097,1.364896,1.0877599,0.039260972,0.1709007,0.1039261,0.17321017,0.6905312,3.8429563,0.1039261,0.77598155,0.51732105,1.004619,0.97921485,1.4665128,1.0069284,schizophrenia
GSM317428,4.5229006,1.2538167,6.032443,1.7652671,3.2442749,2.683206,14.85687,1.7270992,0.6946565,0.28816795,1.019084,0.70610684,2.110687,3.7290075,0.73282444,6.5553436,2.5610685,1.3053435,2.3683205,6.431298,2.9866412,1.4694656,1.0572519,1.1068702,0.5896946,1.8187023,0.6087786,4.5400763,0.15076336,1.648855,2.139313,0.8301527,0.08778626,0.19656488,0.1793893,3.6564887,1.5,0.6240458,0.6087786,9.961832,2.0973282,4.35687,1.2557253,0.7614504,0.16793893,1.0801526,0.047709923,1.6660305,0.22328244,4.221374,0.16603053,0.769084,0.026717557,8.23855,2.0229008,2.4541986,0.4980916,3.788168,4.4942746,0.28435114,0.7958015,0.27290076,0.091603056,0.017175572,0.03816794,0.22137405,0.030534351,2.1183207,0.8454198,0.055343512,0.3053435,0.28053436,7.9465647,4.832061,3.4580152,2.5305345,1.3053435,19.862597,12.790076,0.86259544,0.7251908,1.0858779,1.2328244,2.7385497,0.35687023,1.0458015,0.81870234,0.04389313,0.11832061,0.27862597,0.21183206,0.5744275,1.9770992,0.08396947,1.1774809,1.4770993,0.97709924,1.0133587,2.591603,1.1125954,schizophrenia
GSM317430,3.4193547,0.95698917,5.9327955,1.8575268,2.5510752,2.75,11.564516,1.5672042,0.10483871,0.4677419,1.6317204,0.06451613,1.846774,2.317204,0.20430106,2.6935482,1.6989247,1.4193548,2.4301074,5.983871,3.2419353,0.42741933,1.0510752,1.2661289,1.3010752,2.8494623,0.83870965,3.755376,0.24999999,1.5940859,1.8575268,0.81182796,0.0672043,0.12365591,0.059139784,3.8629029,1.5376344,1.1290323,0.6989247,11.8682785,2.973118,1.8091397,2.8091397,0.6935483,1.4892473,2.5887096,0.06451613,1.3817204,0.14784946,1.8010752,0.09677418,1.0725806,0.07526881,6.9489245,1.4623655,2.7123654,0.5268817,4.064516,2.9354837,0.3548387,0.7768817,0.13978493,0.10215053,0.021505376,0.037634406,0.01344086,0.01344086,1.8118279,0.5618279,0.17473118,0.3548387,0.34677416,8.862903,5.44086,2.0483868,2.5403225,1.0645161,16.327957,13.048387,1.0806451,0.4301075,1.6532257,1.155914,3.4919353,0.47580644,1.048387,1.0107526,0.06451613,0.6182795,0.24193548,0.33602148,1.1048386,2.69086,0.09946236,0.87903225,2.174731,0.59677416,1.0564516,1.9596773,1.422043,schizophrenia
GSM317437,2.0848897,1.4091681,7.3565364,1.5993208,2.9439728,9.056027,9.166384,1.0186757,0.06960951,0.77249575,0.69439733,0.05942275,1.8421053,3.222411,0.26994905,4.129032,2.4516127,0.9694397,1.7334465,7.162988,3.9949067,1.229202,0.9932088,0.80475384,0.73344654,2.3225806,0.39898133,3.9864178,0.06451613,2.4448218,3.3837013,1.0916809,0.052631576,0.07640068,0.16298813,4.3378606,1.9847199,0.6095077,0.5331069,9.575552,3.9134126,2.728353,0.66213924,0.6519525,0.49915108,1.5908319,0.02886248,0.8556876,1.0458404,3.113752,0.17147708,1.6315789,0.24617997,12.200339,2.4957554,3.0628183,0.3599321,3.9949067,3.9626484,0.21731749,0.7792869,0.34125638,0.08658744,0.015280135,0.22920203,0.23429541,0.020373516,1.9049236,0.44312394,0.2393888,0.237691,0.20203735,9,4.726655,3.312394,3.4634974,1.6774194,20.040747,10.212224,0.99830216,0.5874363,1.556876,1.6943973,3.2071307,0.13242784,1.0220714,0.43293718,0.027164686,0.27164686,0.21222411,0.21901527,1.0509338,1.8336163,0.08998302,2.0509338,1.7062818,0.58404076,1.5925298,4.2003393,0.93887943,schizophrenia
GSM317448,4.2664833,1.304945,7.9560437,2.4093404,2.546703,3.4752746,11.810439,2.4230766,0.079670325,1.0357143,1.304945,0.11813187,2.4835165,2.8681316,0.2307692,7.2280216,2.0494504,1.1236264,1.576923,4.483516,2.5961537,0.68131864,0.8461538,1.1428571,1.381868,2.6153843,1.4285713,5.1181316,0.2664835,2.3406591,2.2170327,1.0467032,0.10714285,0.25274724,0.06593406,3.3928568,1.9670328,0.6263736,0.7307692,9.192307,1.8928571,3.9313185,3.3434062,0.68131864,0.36263734,1.6785713,0.030219778,1.7994504,0.11813187,3.826923,0.15934065,0.49725273,0.038461536,7.5164833,1.653846,2.8489008,0.48901093,2.5274725,2.1263735,0.07142857,0.36263734,0.4285714,0.1565934,0.019230768,0.0576923,0.25274724,0.101648346,2.8131866,1.0604395,0.22802196,0.45329666,0.14560439,11.1620865,5.607143,2.304945,2.6620877,0.5054945,17.26923,14.296703,1.3928571,0.3763736,1.1043955,1.4010988,2.3461537,0.35714284,1.1181319,0.9560439,0.07692307,0.13461538,0.13736263,0.18131867,0.91208786,2.7280219,0.45604393,1.4697801,0.59340656,0.5384615,1.1016482,1.5412086,0.70879114,schizophrenia
GSM317450,4.765281,1.0684596,8.6577015,2.4303179,2.806846,2.6894865,13.523227,2.572127,0.08557457,1.4400978,1.2249389,0.04400978,2.0929096,2.6992664,0.4816626,8.190709,2.2542787,1.6650366,1.6063569,5.2958436,3.3814182,0.2176039,0.71149147,1.2860636,1.7163813,3.0880196,1.9046454,4.875305,0.19804402,1.96088,2.8288507,0.55256724,0.10024449,0.31295845,0.080684595,3.2933984,1.6797065,0.6259169,0.2836186,7.745721,2.9242053,5.6797066,3.1246943,0.35207823,1.3349633,1.2738385,0.019559903,2.1344743,0.24205378,5.94621,0.16381417,0.9657702,0.2591687,11.0489,2.1882641,2.0611248,0.68215156,3.1369193,1.5427872,0.20782396,0.3178484,0.19315404,0.06601467,0.012224939,0.056234717,0.034229826,0.007334963,2.6063569,1.0880195,0.23716381,0.36674815,0.25183374,12.061124,5.3300734,2.374083,2.1198044,1.4229829,15.86797,12.699267,1.2982885,0.75061125,1.396088,1.2420537,3.1540341,0.24694377,1.2469437,0.804401,0.058679707,0.3007335,0.112469435,1.2469437,0.8117359,3.7652812,0.3789731,1.2689487,0.8484108,0.7555012,1.0293398,2.1051345,1.0195599,schizophrenia
GSM317455,2.8900635,1.4587739,6.0147996,1.577167,2.1818182,2.780127,9.118394,1.8985202,0.95137423,0.28752646,1.2325581,0.33403808,1.5581396,3.3805497,0.640592,4.145878,2.6194506,1.0570825,2.2071884,5.894292,3.4778016,0.11205075,0.7970402,1.2917548,0.871036,2.727273,1.1057082,3.7949262,0.07610994,1.8118393,3.3403807,0.8731501,0.06342495,0.09725159,0.061310787,4.1479917,1.6469346,0.84989434,0.42706135,11.471458,3.1057084,2.906977,1.7188163,0.78224105,1.5877379,1.1649048,0.025369981,1.2304441,0.11627907,2.7441862,0.12262157,0.64482033,0.38689217,9.53277,1.4228331,3.1670194,0.5327696,4.145878,2.17759,0.25158563,0.8012686,0.11627907,0.09725159,0.010570825,0.35306558,0.3509514,0.048625793,2.4143765,0.845666,0.21353067,0.39534888,0.31501058,9.509514,5.8541226,2.8245246,3.2579284,1.6152221,20.794926,13.881607,1.1585624,0.71458775,1.8583511,1.139535,2.8350954,0.14164905,0.9492601,0.35940805,0.32980976,0.03382664,0.061310787,0.48837212,0.8308668,2.3530657,0.45877382,1.382664,2.729387,0.9682876,1.1860466,2.7843552,0.9238901,schizophrenia
GSM317457,4.363889,1.5694444,6.4722223,2,2.5194445,3.113889,13.991667,1.3527778,0.08055556,1.8083333,0.92222226,0.4027778,2.2361112,4.1694446,0.55,9.455556,1.9527779,1.325,2.7305558,7.8166666,3.4333334,0.82500005,0.9277778,1.4555556,1.7222222,2.7055557,0.9472222,3.3777778,0.06111111,2.325,2.7805555,0.8833333,0.03611111,0.06944445,0.044444446,3.7944446,2.2444446,1.0611111,0.21111111,8.191667,3.8277779,5.4722223,4.802778,0.70277774,0.22222222,1.625,0.025,1.4888889,0.15277778,6.616667,0.11388889,1.2361112,0.019444445,15.347222,1.8000001,3.538889,0.6,3.8444443,2.6777778,0.2388889,0.7388889,0.28888887,0.15833333,0.022222223,0.28611112,0.31666666,0.005555556,3.1361113,0.9166667,0.41944447,0.4,0.18888889,18.858334,4.6194444,4.1916666,2.6111112,0.81388885,23.227777,12.294445,1.138889,0.47222224,1.1861111,2.375,2.9972222,0.3,1.1861111,0.95000005,0.07777778,0.11944445,0.2,0.20277779,0.6611111,1.9722222,0.1388889,1.6333333,0.39166668,0.89444447,1.2138889,2.2583334,0.68888885,schizophrenia
GSM317460,5.1715817,0.95174265,8.340483,2.6997318,3.75067,2.0107238,16.951742,2.3431635,0.12600535,0.7587131,1.300268,0.8659517,1.6541555,2.8284183,0.5067024,5.8069706,1.61126,1.6246648,1.7640752,5.573726,4,1.3726542,0.53887403,1.0777481,2.0643432,2.455764,1.0402144,4.6675606,0.06970509,2.0563002,3.6273458,0.9490617,0.053619303,0.3163539,0.04825737,3.300268,1.9597855,0.39410186,0.6300268,10.24933,1.9731903,3.6085792,3.1126006,0.7426274,0.2680965,0.96514744,0.06702413,1.7292225,0.15281501,3.3753352,0.14209116,1.4209116,0.018766755,6.761394,1.8873996,2.2815013,0.58176947,3.7238605,2.3967829,0.24664879,0.7104558,0.37533513,0.11260053,0.042895444,0.04557641,0.034852546,0.024128685,1.3994638,1.1930295,0.28150135,0.38605896,0.23056301,12.504022,5.1045575,1.9758712,2.2412868,1.233244,16.64343,11.367292,0.72922254,0.9436998,1.5174263,1.1742628,2.2868633,0.18230563,1.4772117,0.86863273,0.056300264,0.6809651,0.053619303,1.1447722,0.33243966,2.5201073,0.86058974,1.5147454,0.6193029,0.53351206,1.0107238,1.5254692,0.6756032,schizophrenia
GSM317463,2.2938597,1.5307019,3.6973686,0.75,2.0921054,3.7938597,10.921053,0.97807014,0.12280702,0.7631579,0.92543864,0.3377193,1.872807,2.0394738,0.04385965,4.7807016,2.5263157,1.004386,1.6754386,7.017544,2.381579,0.50438595,0.6929825,1.4692982,0.82017547,1.6666666,0.89912283,3.263158,0.5964913,1.6666666,2.25,0.79385966,0.06140351,0.13596492,0.07456141,5.381579,1.7982457,1.0263158,0.95614034,10.513158,2.885965,2.0438595,3.3289475,0.6885965,2.377193,1.5833333,0.039473683,0.96929824,0.33333334,1.8947369,0.20614034,1.1096491,0.07017544,10.105263,1.9342104,3.2017543,0.6973684,2.4342105,2.4780703,0.039473683,0.25438598,0.50438595,0.078947365,0.01754386,0.27192983,0.057017542,0.030701755,2.2894738,0.82456136,0.20614034,0.7017544,0.28070176,10.359649,6.4517546,2.5964913,2.6973684,1.2938596,16.789473,11.855263,0.754386,0.7763158,1.4649124,1.385965,2.4868422,0.10087719,1.1929826,1.122807,0.105263166,0.55701756,0.039473683,0.44298247,0.53070176,1.7236842,0.118421055,0.7894737,1.3377193,0.85087717,1.7192982,1.9912281,1.0394738,schizophrenia
GSM317464,5.6896553,0.93390805,7.632184,2.4425287,2.7672415,1.862069,11.359195,2.3994253,0.06896552,1.4597701,1.3735632,0.94827586,2.5804598,2.5,0.6034483,6.25,2.1925287,0.88793105,1.4022988,4.586207,2.9367814,0.5603448,0.61206895,1.3678161,2.224138,2.2270114,1.1781609,4.422414,0.08908046,1.4051725,3.1666665,0.5804598,0.04597701,0.17528735,0.09195402,3.0689657,1.9454021,0.48563218,0.7126437,7.5201154,2.2327585,3.6867816,2.913793,0.52586204,1.7068965,1.4281609,0.048850577,1.5718391,0.20689654,2.8563218,0.13793103,0.7586207,0.31896552,6.7471266,1.8017242,1.4885057,0.59195405,2.5890803,1.2758621,0.33333334,1.2528735,0.22988506,0.06896552,0.020114942,0.04597701,0.15804598,0.048850577,1.8390805,0.6293103,0.21551724,0.07183908,0.28448275,14.252873,4.9281607,2.0201151,2.3563218,1.1005747,17.715517,11.20977,0.95689654,0.73275864,1.5057472,1.0172415,2.637931,0.14367816,0.95977014,1.0977012,0.03448276,0.6149425,0.025862068,0.7385058,0.51724136,2.928161,0.79885054,0.72126436,0.4770115,0.9281609,1.4913794,1.387931,1.1321839,schizophrenia
GSM317467,4.6114984,0.81533104,8.998258,2.2891986,2.6602788,2.3397214,12.736934,1.6968641,0.46167248,1.2247387,1.1428572,0.728223,2.28223,3.3344948,0.43379793,7.3501744,1.4651568,1.2700349,1.8728223,6.2439027,4.466899,1.0034844,0.78048784,1.3658537,1.433798,3.0958188,1.271777,5.212544,0.2909408,2.2125435,3.6114984,0.5592334,0.071428575,0.20383276,0.040069688,4.045296,1.9094077,0.78048784,0.66376305,7.4616723,2.2560976,4.334495,2.4703834,0.31358886,0.17247386,1.2108014,0.040069688,1.5627178,0.13763067,3.074913,0.08885018,1.1027875,0.20034844,8.724739,1.8519164,2.7473867,0.5313589,3.423345,4.0034842,0.108013935,1.1062717,0.39198607,0.2804878,0.013937282,0.071428575,0.031358887,0.087108016,2.3432057,1.0243902,0.2996516,0.3205575,0.1585366,13.726481,5.2874565,3.1393728,2.8292682,1.0853659,19.029617,12.270035,0.7735192,0.47735193,1.2073171,1.1933799,2.611498,0.5209059,0.9773519,1.0627178,0.022648083,0.20905924,0.04181185,0.36585367,0.6167248,2.432056,0.2543554,1.087108,1.7526133,0.85888505,1.2630663,2.6567945,0.72648084,schizophrenia
GSM317469,3.3386774,1.3887776,6.322645,2.1963928,2.1242485,4.0881763,10.897796,1.2805611,0.38677353,1.5110221,1.1482966,0.5450902,2.0701404,3.719439,0.49699396,5.1162324,2.0220442,1.5450901,2.9819639,10.098196,3.2164328,0.2785571,0.76352704,1.0661323,0.6132265,2.224449,0.7875751,4.3787575,0.042084165,2.9699397,2.482966,1.0200402,0.03807615,0.09418837,0.042084165,3.9298599,1.7695391,1.1683366,0.6132265,8.867735,4.3607216,3.8537076,3.1763527,0.5150301,0.98998,1.4509019,0.018036071,1.3286574,0.250501,2.5991983,0.21643287,1.1282564,0.3026052,8.705411,1.3126253,3.777555,0.2985972,4.312625,2.6533065,0.13827655,0.71142286,0.35270542,0.036072142,0.014028056,0.18436873,0.024048097,0.26853707,2.5671344,1.1082164,0.34068137,0.39478958,0.33266532,13.146293,3.7795591,4.346693,2.8436873,1.1482966,22.537073,9.170341,0.99198395,0.8076152,1.5531062,1.6452905,2.258517,0.12825651,0.83767533,0.73547095,0.024048097,0.5290581,0.046092182,0.10621243,0.89178354,1.7494991,0.33466935,1.3567133,1.9338677,0.7715431,1.2284569,2.6533065,1.0961924,schizophrenia
GSM317470,4.808696,0.90724635,8.17971,2.4985507,2.0463767,3.368116,9.489855,2.0637681,0.20289856,1.0463768,1.452174,0.47246376,1.6376812,3,0.6173913,6.9391303,1.4202899,1.7304349,1.1884059,4.9768114,3.9101448,0.10144928,0.6753623,1.4173914,2.1855073,1.947826,1.9333333,4.7594204,0.07536232,2.5478263,2.7391305,0.53333336,0.46086955,0.17681159,0.089855075,3.0492754,1.8666668,0.87826085,0.36811593,7.434783,1.5333334,4.794203,3.5594203,0.57391304,0.6724638,1.4666667,0.028985508,1.3478261,0.21159421,3.1217391,0.19130436,1.2144928,0.14202899,5.652174,2.0057971,1.5913044,0.8028986,3.1797101,2.1797101,0.17391305,0.28985506,0.42028987,0.1884058,0.020289855,0.023188407,0.060869563,0.060869563,1.947826,0.91884065,0.34492752,0.3362319,0.4405797,11.397102,5.657971,1.4956522,2.2086957,0.81159425,16.394203,13.371015,1.0463768,0.60289854,1.1797101,0.90434784,2.2115943,0.13333334,1.4666667,0.9942029,0.08695652,0.22608696,0.07536232,0.6,0.657971,3.7536232,0.11884058,0.9913044,1.0521739,1,1.2521739,1.9913043,1.1072464,schizophrenia
GSM317473,5.0294695,1.3575639,8.430256,2.345776,3.4282908,4.1159134,16.420431,2.5442042,0.30058938,1.210216,1.2200392,0.7229862,1.891945,3.2495086,0.42239684,4.9705305,1.9724951,1.2200392,2.237721,6.3261294,2.752456,0.3104126,0.83497053,1.0039293,1.4361492,1.8487229,1.1257367,5.7544203,0.13948919,1.935167,2.361493,0.6561886,0.041257367,0.106090374,0.17288801,4.2082515,1.5186641,1.5638506,0.388998,8.550098,4.129666,2.8722985,3.6188605,0.58939093,0.87033397,0.7229862,0.015717093,1.5795678,0.91159135,2.459725,0.09430256,1.5520629,0.03929273,8.510806,2.005894,3.5540273,0.41650295,4.166994,2.3163066,0.102161095,0.7485265,0.2848723,0.033398822,0.013752456,0.029469548,0.035363458,0.17288801,2.8546169,0.9548133,0.3968566,0.35756385,0.15324165,14.760314,4.4282904,2.8565814,2.5245578,1.0589391,20.29666,9.058939,1.0294696,0.28290766,1.4184675,1.5599214,2.5029469,0.41257367,1.1178782,0.77013755,0.01178782,0.21414538,0.09823182,0.4518664,0.8958742,1.5324165,0.106090374,1.7406679,0.7249509,0.37131628,1.1335952,2.021611,1.3143419,schizophrenia
GSM317474,2.890971,1.1652471,8.103918,2.4173763,2.4599657,2.6746166,13.2998295,2.1192505,0.26235092,0.5349233,0.85689944,0.4020443,2.0783646,2.4974446,0.72231686,6.3986373,1.3543441,1.4531517,2.0902896,7.0153317,3.4293015,1.3662691,0.66950595,1.4531517,2.3049405,1.8228279,1.0596253,4.1141396,0.04940375,1.971039,4.826235,0.59625214,0.039182283,0.015332197,0.056218058,2.6286201,2.0221465,0.69335604,0.8858603,9.749574,2.398637,4.126065,2.1311755,0.5383305,0.71550256,0.8415673,0.028960818,1.2010221,0.13287905,2.9284496,0.09028961,2.1788757,0.06473594,5.589438,1.7546848,3.318569,0.6201022,3.197615,2.2316866,0.02725724,0.7086882,0.29812607,0.069846675,0.015332197,0.14650767,0.09369676,0.005110733,2.9693356,1.1175468,0.28279388,0.4770017,0.21635434,9.488927,4.4599657,1.6609881,2.741056,0.88415676,16.834753,12.437819,0.67461663,0.62350935,1.7751276,1.4957411,2.2129471,0.7955707,1.1294719,0.48040888,0.028960818,0.24361159,0.03236797,0.13969335,0.737649,2.0340714,0.94548553,0.923339,1.5059625,1.1056218,1.374787,1.6149915,1.0817717,schizophrenia
