ID_REF,200987_x_at,201219_at,201386_s_at,201866_s_at,201898_s_at,202066_at,202300_at,202479_s_at,202489_s_at,202688_at,203168_at,203676_at,203851_at,203874_s_at,204047_s_at,204151_x_at,204391_x_at,204493_at,204557_s_at,204633_s_at,204806_x_at,204846_at,204863_s_at,204880_at,205404_at,205726_at,205984_at,206174_s_at,206925_at,206989_s_at,207266_x_at,207757_at,207899_at,208245_at,208601_s_at,208882_s_at,208944_at,209015_s_at,209156_s_at,209493_at,209523_at,209699_x_at,209735_at,209788_s_at,209959_at,210210_at,210506_at,210639_s_at,211582_x_at,211653_x_at,211794_at,211799_x_at,211904_x_at,212094_at,212238_at,212294_at,213680_at,213694_at,213900_at,214244_s_at,214283_at,214379_at,214565_s_at,215219_at,215663_at,215814_at,216373_at,216457_s_at,216652_s_at,217166_at,217380_s_at,217536_x_at,217757_at,217855_x_at,217863_at,217961_at,218075_at,218259_at,218357_s_at,218411_s_at,218454_at,219324_at,219530_at,219595_at,219699_at,219731_at,219869_s_at,220418_at,220433_at,220622_at,220641_at,220691_at,221011_s_at,221715_at,221780_s_at,221966_at,221967_at,222217_s_at,222273_at,52741_at,Group
GSM317459,3.4547944,1.0356164,10.786302,2.5589042,2.8136985,3.6328769,13.079452,2.3123288,0.049315065,0.96986306,1.1835617,1.1726027,1.830137,2.2109587,0.8383562,7.9753428,1.1150686,1.9287672,1.2794521,4.00274,6.120548,1.3369863,1.690411,1.4712329,3.7315068,1.3753425,0.43013698,4.4575343,0.37534246,3.0739725,5.49863,0.31780824,0.073972605,0.25753424,0.30958906,3.380822,5.0328765,3.7506847,1.6876712,3.630137,2.6,5.550685,3.7342467,1.060274,2.2219179,1.969863,0.043835618,1.7479452,0.13424657,5.657534,0.101369865,1.6273973,0.16712329,5.5424657,2.5589042,5.4136987,0.7315069,2.2575343,2.9835618,0.27123287,1.3232876,0.5287671,0.0849315,0.076712325,0.06849315,0.39452052,0.07123287,2.6027398,1.3342466,0.3068493,0.6109589,0.36438358,14.641096,3.7945206,1.090411,1.6794521,1.2328767,8.210959,11.556164,0.7863014,0.91780823,1.6958904,1.2383562,2.2520547,0.83013695,1.0465753,1.5452055,0.12054795,0.33150685,0.02739726,0.8219178,0.7150685,1.5452055,0.36438358,1.7479452,0.4109589,0.5890411,0.29041097,1.1972603,1.5178082,control
GSM317461,5.7368417,1.0022882,8.636155,2.8169334,3.1990845,1.7162471,15.544621,2.7345536,0.086956516,1.501144,1.2494278,0.9496567,2.0389016,2.9679632,0.7391304,7.521739,1.361556,2.6659038,1.9199084,4.6315784,3.9473681,0.07322654,0.8260869,1.5789473,2.1693363,2.340961,1.4187642,5.1441646,0.15789473,1.7070937,3.0274599,0.38215104,0.11441647,0.009153318,0.057208236,2.0228832,1.743707,1.0137299,0.5652174,9.812356,2.1967962,3.6224256,3.5263157,0.43935928,1.0526315,0.7002288,0.04576659,1.6544622,0.1716247,4.9702516,0.0778032,1.6979403,0.08009153,6.1281457,2.0686498,1.9839815,0.48283753,3.1167047,1.8100685,0.03432494,1.7185353,0.201373,0.06864988,0.011441647,0.0389016,0.041189928,0.03661327,2.6064072,0.5743707,0.26086953,0.052631576,0.194508,11.4141865,4.4759727,2.340961,2.5812356,0.9748283,14.411899,13.794049,0.7528604,0.51716244,1.4874141,1.5652174,1.98627,0.48741415,1.1693363,1.0778031,0.36155605,0.13272311,0.26773453,0.36842105,0.3340961,2.5743706,0.68192214,1.3867276,1.4141876,1.1029748,1.1762013,2.347826,0.8512586,control
GSM317462,5.112033,1.1348547,8.1742735,2.7468877,3.226141,2.1970954,14.535269,1.8983401,0.056016594,0.9419087,0.75311196,0.64730287,2.3941908,2.244813,0.5311203,6.4211617,1.8506222,1.9564315,1.6307052,4.7800827,3.112033,0.23029046,0.5456431,1.2406638,2.0207467,1.8319502,1.3630704,5.5082984,0.2365145,1.9585061,3.1037345,0.3838174,0.1078838,0.10580912,0.30290455,2.83195,2.4294603,0.8049792,0.6867219,8.425311,2.9688797,3.4813278,4.9149375,0.1825726,1.6286306,1.1265559,0.04356846,1.6141078,0.36099583,3.7800827,0.31535268,1.3609958,0.022821575,6.377593,1.8941908,2.1784232,0.88796675,3.3381739,1.0456431,0.06639004,0.5248962,0.44605806,0.29668048,0.07676348,0.4087137,0.2551867,0.14315352,2.5290456,0.946058,0.19917013,0.051867217,0.014522821,14.473027,5.170124,1.9232364,2.2489626,0.7033195,16.09751,13.350621,0.66182566,0.22821575,1.4917012,1.5726141,2.4087136,1.0746887,1.1887966,1.2448132,0.03319502,0.14315352,0.099585064,0.67634845,0.52282155,3.1244812,0.16182572,1.5497924,1.2759335,0.66597503,0.93153524,1.5912862,1.3278008,control
GSM317465,4.47093,1.1182171,8.934109,2.2170544,3.261628,2.3875968,15.027132,1.874031,0.10852713,0.37790698,0.75581396,0.5736434,1.864341,2.6957366,0.6317829,6.45155,1.8003876,1.2015504,1.7480619,7.0213175,3.9127905,1.1724806,0.8992248,1.2131783,1.3062016,2.0697675,1.5620154,5.162791,0.12403101,2.0174417,3.0329456,0.7131783,0.08139534,0.013565891,0.05232558,3.850775,1.7810078,0.7616279,0.53100777,10.645349,2.389535,4.978682,2.102713,0.32364342,0.7151163,0.9709302,0.04069767,1.5736433,0.29069766,4.7751937,0.37015504,0.89728683,0.27131784,9.124031,1.7596899,2.899225,0.49224806,3.9980621,2.4418604,0.12015504,1.5387597,0.5271318,0.26550388,0.019379845,0.09108527,0.31589144,0.1744186,2.9612403,1.2945737,0.2112403,0.34108528,0.17829457,10.166666,4.5174417,2.625969,1.8837209,1.507752,18.374031,14.637597,0.65891474,0.5251938,1.618217,1.242248,2.1918604,0.3527132,1.2926356,0.625969,0.116279066,0.2383721,0.031007752,0.8352713,0.8352713,1.6492248,0.7054264,1.0174419,1.5813953,1.0310078,0.9011628,2.4554262,1.1337209,control
GSM317466,4.92804,1.0248139,7.369727,2.0372207,2.8734493,2.0744417,13.315136,1.6426798,0.079404466,2.223325,1.0148884,0.6674938,2.573201,2.7146404,0.67493796,8.851117,1.471464,1.593052,1.5086849,3.6253104,3.630273,0.121588096,0.6327543,0.97270477,1.8833747,2.027295,1.4044665,4.83871,0.044665013,1.8684864,4.2555833,0.3870968,0.079404466,0.079404466,0.3126551,3.4937966,2.516129,0.8263027,1.3275435,7.697271,1.7717122,5.645161,3.0942929,0.7444169,0.9454094,0.8039703,0.074441686,1.9851117,0.7890819,5.4764266,0.32754344,2.126551,0.30521092,7.573201,1.8858562,2.004963,0.33995038,3.0173697,1.9379653,0.05707196,0.83870965,0.5235732,0.13895781,0.019851116,0.14888337,0.12655087,0.21091811,2.1364765,1.1315136,0.13151366,0.34987596,0.20099257,14.320099,5.307692,1.8163772,1.8436725,1.7171215,16.73201,15.699752,0.4764268,1.0148884,1.6997519,1.223325,2.4168735,0.6253102,1.3176179,0.9751861,0.042183623,0.46650124,0.05955335,0.7468983,0.34987596,3.0744417,0.91067,1.4615386,1.9379653,1.1811414,1,1.8957816,1.0272954,control
GSM317468,4.2350335,0.95343685,8.419069,2.4988914,2.9866962,2.4456766,11.931264,2.1773837,0.055432376,2.2017741,0.8780488,0.51219517,2.2217295,2.4390244,0.64966744,5.3104215,1.1441242,1.6075389,1.3104213,6.5720625,3.583149,0.34811532,0.8980045,1.3658537,1.9844791,1.7450111,1.8381376,4.2483373,0.055432376,1.7317073,3.390244,0.42572066,0.06430156,0.09977828,0.32150778,3.0997784,2.9290469,0.9933482,0.34589803,7.9135256,2.7184036,3.7760534,4.758315,0.49445677,1.8625278,1.1906874,0.028824834,1.547672,0.5764967,3.5654104,0.1396896,1.6230599,0.2660754,9.4102,1.9866964,1.4900222,0.25720623,2.7472286,1.6097561,0.13747229,1.044346,0.368071,0.05764967,0.015521065,0.028824834,0.23059867,0.082039915,2.6186254,0.86031044,0.29268295,0.46563196,0.19512196,18.02661,3.818182,1.3547672,2.0975611,2.0709536,14.84479,11.372507,0.46563196,0.54545456,2.2527716,1.2017739,2.0399115,0.4079823,1.3614192,1.1308205,0.015521065,0.4013304,0.09534369,0.3192905,0.28381377,2.4523282,0.5166297,1.4966742,2.1019957,1.044346,0.89578724,1.2638582,1.1175168,control
GSM317471,5.220379,1.0260663,8.805687,2.4526064,3.819905,3.161137,14.06635,2.7251184,0.18483412,1.2559241,1.2535545,0.8909952,2.1303318,2.156398,0.39099523,7.7677717,1.6658767,1.3104265,1.5023696,4.720379,3.1658769,0.13981043,0.3554502,1.6090047,1.9170616,2.4028435,2.0734596,4.872038,0.19905211,2.0521326,3.298578,0.5094786,0.056872036,0.06398104,0.24170615,3.8104265,2.0236967,1.2156397,0.6611374,10.229857,1.985782,3.741706,4.6161137,0.21800947,1.8151658,0.6445497,0.03554502,2.0758293,0.26303318,5.7582936,0.1563981,1.4478672,0.07109004,8.049763,1.9075829,1.6540284,0.18720378,3.5379145,1.6729857,0.18246444,0.66587675,0.4905213,0.033175353,0.03791469,0.20616113,0.20616113,0.11374407,2.5592415,1.4265403,0.25592417,0.20616113,0.40521327,14.587677,4.350711,2.4952607,2.2180092,1.2819904,17.246445,15.151659,0.94549763,0.33649287,1.6090047,1.2345971,2.4739337,0.6113744,1.1800947,1.0734596,0.023696681,0.13507108,0.014218009,0.3862559,0.7559241,2.670616,0.116113745,1.5853081,1.663507,0.74170613,0.91469187,1.8933649,1.5758293,control
GSM317472,8.177686,0.8719008,10.458677,2.6157024,2.5578513,1.4338843,16.88843,2.677686,0.1735537,1.2438016,1.3305786,0.62809914,2.6033058,2.0950413,0.59090906,10.7190075,1.177686,2.0991735,0.77685946,6.3305783,4.338843,0.057851236,0.11570247,1.7644628,2.7024794,2.4421487,2.3264463,4.9917355,0.22727272,0.80165285,3.7355373,0.60743797,0.049586777,0.14049587,0.024793388,1.8719008,2.1404958,1.0454545,0.76033056,5.590909,1.8884298,5.338843,4.268595,0.3305785,1.4132231,1.2024794,0.03719008,1.698347,0.98347104,4.0123963,0.15702479,1.5619835,0.2768595,2.446281,2.0826447,2.053719,0.057851236,2.3140495,1.9338843,0.03305785,0.98760325,0.55785125,0.07438016,0.016528925,0.03719008,0.06198347,0.028925618,4.049587,1.4710743,0.09504132,0.016528925,0.29338843,13.987603,5.380165,1.177686,2.268595,1.838843,10.057851,20.322313,0.5165289,0.38429752,1.5867769,1.2396694,2.4710743,0.30578512,1.7892561,0.6859504,0.041322313,0.028925618,0.024793388,0.80991733,0.3016529,2.8842976,0.4628099,1.1528925,3.2479339,0.6694215,1.0454545,0.9421487,1.2314049,control
GSM317476,2.7090907,1.3090909,6.843636,1.4690909,2.461818,3.3163633,13.352727,1.1454545,0.17454545,5.690909,0.9090909,0.84,2.1636362,2.421818,0.45454544,6.4181814,2.1490908,1.1199999,1.5236363,5.410909,6.4218183,0.3090909,0.05818182,1.9636363,4.2181816,2.0836363,0.85090905,3.661818,0.38181818,2.0945454,3.1527271,0.3490909,0.0690909,0.014545455,0.5854545,4.923636,7.945454,1.92,0.79272723,7.1418176,2.821818,3.9709089,8.752727,0.11636364,0.17818181,0.71636367,0.05818182,0.8727273,0.20363635,3.5309088,0.19272727,2.6545453,0.38545454,3.5454545,1.8036362,4.723636,0.21818182,2.5163634,3.050909,0.03272727,1.36,0.48,0.3272727,0.021818181,0.021818181,0.05818182,0.38181818,3.5927272,1.2145455,0.05818182,0.43272725,0.21818182,31.101816,5.832727,1.7345455,2.0690908,1.4399999,9.465454,21.207272,0.91999996,0.09454545,1.9745454,1.3018181,2.0690908,0.13090909,1.4727272,1.9272727,0.087272726,0.15272726,0.10545455,0.76363635,0.4981818,1.8836362,0.17454545,1.2654545,2.1636362,1.0727272,1.4145454,2.3999999,1.5854545,control
GSM317477,3.3085108,1.0558511,6.369681,1.9920213,2.6356382,2.662234,14.648936,2.4468086,0.082446806,1.0638298,0.5771277,0.71010643,1.9547873,3.2127662,0.6728723,6.507979,1.4521277,1.125,1.2021277,5.720745,3.7952127,0.18617022,0.9547873,1.4388298,2.069149,1.9069148,1.7978723,4.390958,0.13031915,2.2154257,2.1968086,0.64893615,0.1356383,0.14361703,0.058510642,2.8882978,2.343085,1.0664893,0.8111702,6.9095745,2.0744681,3.867021,3.0851064,0.3643617,1.7154256,0.78723407,0.061170213,1.5079788,1.0292554,2.5851064,0.2712766,1.675532,0.3138298,6.5,1.787234,2.343085,0.4920213,2.444149,2.4787233,0.05319149,0.57978725,0.122340426,0.077127665,0.05585106,0.13297872,0.16489361,0.32978722,2.6462767,1.0372341,0.22606383,0.5,0.09574468,16.648937,5.651596,2.2606382,2.4547873,1.9893619,16.707447,12.452128,0.50265956,0.84042555,1.4494681,1.2260638,2.4148939,0.46542555,1.2180852,0.5771277,0.082446806,0.21808511,0.21010639,0.3324468,0.122340426,1.9042553,0.13031915,1.4627659,2.0292554,0.981383,1.1861702,2.0292554,0.8643617,control
GSM317480,5.2976193,0.8857143,7.0833335,2.3214285,2.4476192,2.352381,13.809525,1.9023811,0.083333336,2.6785715,1.1761905,0.77142864,3.2666667,2.904762,0.7642857,6.7690473,1.4404762,1.4380953,1.502381,4.209524,3.7142859,0.41190475,0.7595238,1.4238095,2.1904762,2.2619047,1.9595239,4.6309524,0.104761906,1.3690476,3.4309525,0.3,0.1904762,0.17857143,0.6452381,2.9404762,2.8809524,0.5857143,0.45238096,6.792857,2.4904761,4.845238,4.354762,0.56904763,0.53571427,1.4404762,0.07619048,1.8928572,0.3119048,4.3809524,0.20238096,1.395238,0.2904762,8.223809,2.2214286,1.302381,0.3357143,2.8833334,1.1190476,0.15476191,0.9404762,0.6357143,0.0952381,0.014285715,0.37142858,0.06904762,0.13571428,2.0690477,0.9880953,0.092857145,0.3404762,0.19761905,17.757143,3.997619,2.3690476,1.9452381,1.757143,17.054762,14.185715,0.7357143,0.33095238,1.4666667,1.1880953,2.0547621,0.7857143,1.2380953,0.7619048,0.05714286,0.34285715,0.061904762,0.8214286,0.48333332,2.6690476,1.0380952,1.55,1.4928572,0.8333334,0.7595238,2.0928571,1.2690476,control
GSM317484,4.385135,0.83108103,8.054053,2.52027,2.1824322,1.8445945,14.75,2.8175676,0.18243243,1.027027,0.5202702,1.081081,3.5337837,1.7297297,0.9864865,10.959458,1.3243243,1.3783783,0.44594592,3.3716216,4.4729724,0.28378376,0.09459459,2.5540538,2.2229729,1.5337838,1.195946,4.29054,0.5405405,1.2094594,4.466216,0.09459459,0.45270267,0.02027027,0.5135135,2.1824322,1.4527026,1.0337838,1.2905405,3.4391892,1.2094594,5.7567563,5.027027,0.24324323,0.6283784,0.87837833,0.027027026,1.7229729,0.36486486,2.8378377,0.3716216,2.2364862,0.47297296,3.0405405,2.3175673,1.3378377,0.121621616,1.608108,1.4391891,0.033783782,1.1418918,0.5608108,0.13513513,0.18918918,0.49324325,0.13513513,0.33783782,3.0067565,1.3648648,0.64189184,0.24324323,0.16216215,14.371621,5.8581076,0.93918914,2.6756754,1.1148648,11.567567,17.91216,0.24324323,0.121621616,1.5135134,1.554054,1.7905405,1.1689188,1.1756756,1.1283784,0.10135135,0.074324325,0.04054054,2.4256756,0.33108106,2.8378377,1.1756756,1.5472972,2.2567568,1.1891892,0.99999994,0.9189189,1.4054053,control
GSM317486,3.3217592,1.2013888,7.5740743,1.6759259,2.5555556,4.3032403,9.569444,2.3634257,0.7199074,3.0324073,0.57638884,0.85648143,2.4953704,2.5648148,0.4537037,5.0393515,1.8541666,1.2337962,1.1388888,7.3101845,5.710648,0.2708333,1.0717592,1.824074,2.9675925,1.486111,0.5,4.0254626,0.13888888,1.4907408,2.3564816,0.6481481,0.03472222,0.013888889,0.5810185,3.2708333,3.3055556,1.4768518,1.4930555,6.944444,3.1203704,4.053241,11.958332,0.7222222,1.2824074,1.361111,0.032407407,0.95138884,0.1273148,3.7268517,0.14583333,3.6203701,0.6782407,3.601852,2.085648,2.335648,0.7615741,2.2569444,4.4560184,0.1412037,0.49768516,0.51620364,0.05787037,0.018518519,0.21527778,0.3726852,0.12268519,2.6550925,0.724537,0.5393518,0.4212963,0.8055555,29.115742,5.201389,1.2453703,1.8958333,1.761574,10.608796,13.479166,0.6203703,0.08333333,1.4953703,1.800926,4.162037,0.1736111,1.5416666,1.7199074,0.08333333,0.15277778,0.04861111,0.5509259,0.8726852,2.872685,1.0462962,1.5208333,2.4027777,0.6504629,0.56249994,2.101852,1.7685184,control
GSM317387,3.152,1.5386667,9.525334,1.5013334,2.8266668,2.2133334,13.797335,2.7706668,0.82933336,0.7866667,0.44,0.25333333,2.104,2.5226667,0.34666666,6.9573336,1.4773334,1.32,3.144,6.696,3.6480002,0.3866667,0.75200003,1.5120001,0.26933336,3.9786668,0.66400003,4.232,0.29333335,1.2720001,2.2906668,0.40800002,0.055999998,0.208,0.034666665,3.2826667,0.9653334,0.49066666,0.7546667,12.802667,3.0106668,3.376,1.4986668,0.784,1.2373334,0.83466667,0.018666666,1.9066668,0.111999996,2.9733334,0.79733336,0.8640001,0.25066665,13.538668,1.904,4.4266667,0.4826667,2.872,2.832,0.23733333,0.464,0.39733332,0.15466668,0.034666665,0.061333332,0.050666668,0.30666667,2.5733335,0.67733335,0.2,0.5466667,0.09866667,6.714667,4.357333,3.104,2.512,0.25866666,20.714666,17.373333,1.2080001,0.6186667,1.5786667,1.5653334,2.3600001,0.120000005,1.2346667,0.7626667,0.026666667,0.192,0.034666665,0.08533334,0.6293334,2.904,0.122666664,1.3466667,0.30933335,0.8986667,1.2773334,1.5306667,1.2133334,schizophrenia
GSM317390,2.586626,1.443769,6.960486,1.7325227,2.4589665,3.1580546,7.990881,1.911854,0.93920964,0.44376898,1.2948327,0.5410334,1.9604862,3.3890576,0.27355623,5.550152,2.617021,0.8297872,1.8753799,6.708206,3.4376898,1.0334346,0.8449847,1.5258359,1.2340424,3.006079,0.5866261,3.528875,0.115501516,2.100304,3.386018,0.3130699,0.04255319,0.012158054,0.17325227,4.3829784,2.012158,0.793313,0.73860174,10.218844,2.9817626,4.2340426,1.6048632,0.8784194,0.6291793,1.1550151,0.05471124,1.1337385,0.082066864,3.3677812,0.18844983,2.1641335,0.06382978,6.4468083,1.8966565,3.805471,0.57750756,4.1975684,5.2887535,0.3525836,0.71124613,0.38601822,0.13677812,0.018237082,0.012158054,0.045592703,0.015197568,2.3039513,0.93920964,0.3161094,0.38905773,0.16413373,9.197568,4.680851,2.4012158,2.9574468,1.012158,18.975683,10.671732,1.0030395,0.21580546,1.3191489,1.367781,2.8693008,0.449848,1.1033434,1.0425531,0.04255319,0.21276595,0.045592703,0.32522795,1.224924,1.7659574,0.775076,1.4316108,1.8297871,0.8297872,1.8723403,1.7082067,1.5075986,schizophrenia
GSM317392,3.8157897,1.3864266,9.973684,2.9168978,3.2797785,3.1385043,8.606648,3.023546,0.06094183,1.398892,1.1038781,0.6218837,1.7271469,3.4058173,0.62049866,4.621884,1.4653741,1.6606649,1.7770084,6.5083103,2.095568,0.367036,1.2299169,1.1523546,1.9681442,1.9252079,1.5263158,5.5927978,0.11634349,2.2686982,1.831025,0.54847646,0.029085873,0.088642664,0.01800554,2.7063713,2.296399,1.095568,0.50415516,7.4459834,2.296399,3.0124655,3.4182827,0.35180056,0.7631579,1.1454294,0.037396125,1.5844877,0.28670362,3.7036011,0.12465374,1.2243768,0.2534626,6.556787,2.0872576,2.8573408,0.5180056,3.6897507,2.2908587,0.02631579,0.20775624,0.35457066,0.06786704,0.020775624,0.07479225,0.009695292,0.02493075,2.626039,1.0083103,0.17867036,0.40443215,0.32963988,13.026317,4.163435,2.7174516,2.094183,1.1163435,14.504155,9.781164,1.0429363,0.61357343,1.4722992,0.92243767,2.198061,0.4459834,1.034626,0.95429367,0.033241,0.49030474,0.16481994,0.24099724,0.9764543,2.1329641,0.090027705,1.0443214,1.6108035,0.85734075,0.6842106,1.9515235,0.7216067,schizophrenia
GSM317393,3.9268818,1.5204301,6.5204306,1.5741935,2.3311827,3.316129,11.339785,1.6494623,0.53548384,1.1677419,1.5892473,0.74623656,1.5655915,3.5612905,0.39784947,4.2666664,2.292473,1.2903225,2.8387096,6.556989,3.692473,0.9247312,1.6236559,0.93763435,0.85591394,2.9462366,0.52043015,4.167742,0.16774194,3.1096776,1.8043011,0.55698925,0.040860213,0.006451613,0.043010753,4.172043,2.5784945,1.1741935,0.15698925,11.346236,3.5505378,2.7569892,2.8774195,0.3956989,0.6537634,0.89462364,0.025806453,1.0903226,0.07526882,3.180645,0.08817204,1.567742,0.17634408,12.384947,1.8473119,3.8107526,0.38709676,4.632258,3.1333332,0.098924726,1.1548387,0.33333334,0.034408603,0.030107526,0.2,0.14408602,0.058064517,2.772043,0.916129,0.3956989,0.49462366,0.45376346,14.866667,6.6150537,2.8,2.5311828,1.1913979,18.503227,10.350537,1.1956989,1.0752689,1.1892473,1.6301076,2.3032258,0.21935484,1.0215054,0.88387096,0.021505376,0.22365591,0.036559142,0.3139785,0.6666667,1.4451612,0.8043011,1.2215054,1.2129033,0.81935483,1.4860215,2.5698924,0.6494624,schizophrenia
GSM317394,2.5647323,1.1339285,7.6316967,2.21875,2.3125,3.390625,12.616072,1.8281251,0.03794643,2.0691965,1.1852678,0.71875006,2.107143,3.2098215,0.3549107,8.200892,1.7165179,1.0133929,1.7566963,5.522321,3.5491073,0.45535713,1.375,0.95312506,2.0200894,2.3549109,1.1071428,4.245536,0.058035713,1.9665179,2.7723215,0.6294643,0.049107146,0.04017857,0.071428575,3.140625,2.0357141,0.9241072,0.5491072,8.551339,2.9486609,6.417411,4.8125005,0.8660714,1.140625,0.95312506,0.035714287,1.6138394,0.37053573,4.4375,0.051339287,1.2566965,0.03794643,8.245536,1.2522322,2.03125,0.37053573,3.3169644,1.7924109,0.27232143,0.8303572,0.20312501,0.035714287,0.042410716,0.25,0.024553573,0.23883928,2.5044644,0.9285714,0.49107143,0.29017857,0.53348213,14.553572,5.075893,1.8816966,2.5200894,1.7812501,19.75893,15.022322,0.87500006,0.62053573,1.9754465,1.3147322,2.7767859,0.4508929,1.1250001,0.86160713,0.017857144,0.37723213,0.017857144,0.15401787,0.33035716,1.8816966,0.14062501,1.9977679,1.578125,0.49776787,1.375,2.5379465,1.0825893,schizophrenia
GSM317395,4.189979,1.0125262,8.371608,2.7098122,2.7473905,3.3945723,15.286013,2.2588725,0.64926934,0.59498954,1.4050105,0.4676409,2.5448852,3.1753654,0.65344465,7.0375786,1.9728601,1.6576201,2.1816285,4.7620044,2.6075156,0.3736952,1.3006263,1.3549061,0.8392485,3.045929,1.8643007,4.1461377,0.36534446,2.749478,1.4279749,0.55114824,0.05427975,0.073068894,0.035490606,3.254697,2.2964509,1.1858038,0.23590815,11.467641,3.4780796,4.569937,3.6805847,1.045929,0.65762,0.9937369,0.020876827,1.736952,0.08768267,5.0772443,0.08977036,0.82045925,0.10438413,10.175365,1.4425887,1.645094,0.3841336,4.0814195,1.2254697,0.19832985,0.5615866,0.4091858,0.0605428,0.03757829,0.029227557,0.19415449,0.008350731,2.3256786,1.2192067,0.302714,0.36951986,0.39874738,8.636744,5.3173275,3.6534448,2.7327764,0.565762,23.158665,12.820458,1.0208769,0.4947808,1.1795408,1.5093946,2.348643,0.3131524,1.4551147,1.177453,0.029227557,0.3862213,0.07098121,0.31732777,0.75156575,2.1795406,0.54488516,1.3465554,0.43632567,1,0.822547,2.914405,0.87473905,schizophrenia
GSM317400,5.276786,1.3178573,7.226786,2.544643,2.8875,2.5517857,10.980358,2.8035715,0.1,0.74285716,0.9053572,0.9339286,1.5250001,2.9482145,0.6946429,5.158929,1.894643,1.3607143,1.8660715,4.994643,1.7946429,0.62857145,1.1339287,1.325,1.7535715,1.7964287,1.4553572,3.764286,0.13928573,2.0964286,2.1053572,0.75535715,0.07678572,0.08035715,0.13214287,3.9250002,1.3964286,0.69107145,0.08928572,8.325001,2.325,3.0035715,2.9625,0.8607143,0.58214283,1.3000001,0.025,1.9428573,0.17678572,3.671429,0.5517857,1.2857144,0.021428574,6.6607146,2.0964286,1.7946429,0.8214286,3.4982142,1.594643,0.17142859,0.8607143,0.4875,0.042857148,0.019642858,0.34107146,0.47678575,0.28392857,2.5910716,0.9464286,0.33035716,0.2107143,0.15357144,10.501785,4.2803574,2.5035715,1.9678571,1.3732144,17.942858,9.358929,0.9142858,0.30892858,1.2517858,1.3642858,2.3392859,0.41250002,1.0714287,0.80357146,0.12142858,0.3482143,0.030357145,0.11964286,0.40892857,2.575,0.50178576,0.5464286,0.31428573,0.5089286,1.125,2.1053572,0.86428577,schizophrenia
GSM317405,3.9825175,1.7167832,7.9405594,2.409091,2.8391607,3.6433566,19.965034,3.2342658,0.520979,0.6503497,1.5314685,0.67132866,2.132867,3.493007,0.53496504,4.248252,2.1783216,1.1888112,2.2867134,5.7377625,3.7377622,0.6888112,1.6293706,1.1643356,1.7517482,2.339161,1.3671328,3.9475524,0.36363634,2.125874,1.8706293,0.6433566,0.05944056,0.13986014,0.21678321,3.3846154,2.090909,1.0734266,0.37762237,9.716783,3.653846,2.5419579,2.3006995,1.048951,2.1853147,1.3321677,0.03146853,1.3006994,0.37762237,1.965035,0.066433564,0.6433566,0.13986014,6.7272725,1.4545454,2.1993008,0.37062937,4.2202797,1.9580419,0.3881119,0.2027972,0.42657343,0.1013986,0.024475524,0.15734266,0.44405594,0.01048951,2.6013987,1.0734266,0.32517484,0.7832168,0.2062937,11.024475,3.8776224,3.1398602,2.7272727,0.2832168,24.097902,14.702797,0.8496503,0.18881118,1.1678323,1.7587413,2.8846154,0.67832166,1.0559441,0.6433566,0.027972028,0.42307693,0.02097902,0.4055944,0.520979,2.423077,0.43356642,0.986014,0.33566433,0.6433566,1.2832168,2.2167833,0.6678322,schizophrenia
GSM317408,2.4506667,0.89599997,7.2479997,1.9413334,1.6826667,2.536,10.077333,1.5546666,0.21333334,2.1253333,1.3653334,0.35466668,2.28,2.5253334,0.616,5.4506664,1.7253333,1.1520001,1.8773334,6.266667,4.5466666,0.34133336,1.176,1.7733334,2.3893332,2.3706667,0.848,4.5360003,0.010666668,2.5733335,2.1573334,0.55200005,0.064,0.08,0.35733333,3.1226666,2.1200001,0.96266663,0.8906667,8.589334,3.1013334,3.336,4.3333335,0.6986667,0.22133334,0.8586667,0.024,0.784,0.088,3.5413334,0.11466668,1.2186667,0.368,7.4560003,1.488,2.5653334,0.6026667,3.7333333,2.5333333,0.029333334,1,0.38133335,0.064,0.013333334,0.050666668,0.037333332,0.25066665,1.7493334,0.6613333,0.24533333,0.70933336,0.29066667,13.626667,4.408,3.432,2.072,1.1866667,19.837334,9.714666,1.6906668,0.78933334,1.8826667,1.3866667,2.8880002,0.65866673,1.3893334,1.0293334,0.08,0.24266668,0.032,0.33066666,0.9946667,1.6746666,0.184,0.91466665,1.2453334,1.168,0.9386667,1.8373334,1.016,schizophrenia
