ID_REF,GSM317398,GSM317402,GSM317407,GSM317410,GSM317412,GSM317413,GSM317416,GSM317418,GSM317421,GSM317426,GSM317432,GSM317434,GSM317435,GSM317436,GSM317438,GSM317441,GSM317442,GSM317447,GSM317449,GSM317452,GSM317453,GSM317459,GSM317461,GSM317462,GSM317465,GSM317466,GSM317468,GSM317471,GSM317472,GSM317476,GSM317477,GSM317480,GSM317484,GSM317486,GSM317387,GSM317390,GSM317392,GSM317393,GSM317394,GSM317395,GSM317400,GSM317405,GSM317408,GSM317409,GSM317414,GSM317420,GSM317422,GSM317423,GSM317424,GSM317427,GSM317428,GSM317430,GSM317437,GSM317448,GSM317450,GSM317455,GSM317457,GSM317460,GSM317463,GSM317464,GSM317467,GSM317469,GSM317470,GSM317473,GSM317474,GSM317475,GSM317478,GSM317481,GSM317482,Calc
214379_at,0.34497818,0.3761468,0.45845696,0.59660304,0.37869826,0.5294118,0.49047622,0.39201882,0.59322035,0.40361443,0.2708333,0.6666666,0.35679612,0.5315315,0.5374593,0.9268293,0.4127907,0.2716763,0.49282297,0.43167028,0.78770953,0.5287671,0.201373,0.44605806,0.5271318,0.5235732,0.368071,0.4905213,0.55785125,0.48,0.122340426,0.6357143,0.5608108,0.51620364,0.39733332,0.38601822,0.35457066,0.33333334,0.20312501,0.4091858,0.4875,0.42657343,0.38133335,0.3072626,0.34699455,0.42986426,0.25925928,0.4727891,0.28493148,0.42956123,0.27290076,0.13978493,0.34125638,0.4285714,0.19315404,0.11627907,0.28888887,0.37533513,0.50438595,0.22988506,0.39198607,0.35270542,0.42028987,0.2848723,0.29812607,0.31084335,0.4506329,0.41634238,0.44728914,6.163308574
202489_s_at,0.9563319,0.079510696,0.047477745,0.14012739,0.29980275,0.06787331,0.16825399,0.07042254,0.04025424,0.093373485,0.065104164,0.059139784,0.45631066,0.10135135,0.0781759,0.07926829,0.07364341,0.109826595,0.059808612,0.06507592,0.11173185,0.049315065,0.086956516,0.056016594,0.10852713,0.079404466,0.055432376,0.18483412,0.1735537,0.17454545,0.082446806,0.083333336,0.18243243,0.7199074,0.82933336,0.93920964,0.06094183,0.53548384,0.03794643,0.64926934,0.1,0.520979,0.21333334,0.57262576,0.18579237,0.35746607,0.2991453,0.098639466,0.101369865,0.1039261,0.6946565,0.10483871,0.06960951,0.079670325,0.08557457,0.95137423,0.08055556,0.12600535,0.12280702,0.06896552,0.46167248,0.38677353,0.20289856,0.30058938,0.26235092,0.11566265,0.07341772,0.20233461,0.6701807,6.047917505
204047_s_at,0.61572057,0.49541286,0.65578634,0.656051,0.678501,0.300905,0.61111116,0.65023476,0.49152544,0.3885542,0.7317708,0.38709673,0.737864,0.4054054,0.6384365,0.93292683,0.5581395,0.92485553,0.430622,0.7483731,0.5837989,0.8383562,0.7391304,0.5311203,0.6317829,0.67493796,0.64966744,0.39099523,0.59090906,0.45454544,0.6728723,0.7642857,0.9864865,0.4537037,0.34666666,0.27355623,0.62049866,0.39784947,0.3549107,0.65344465,0.6946429,0.53496504,0.616,0.2905028,0.42076504,0.6085973,0.74358976,0.30952382,0.43013698,0.59815246,0.73282444,0.20430106,0.26994905,0.2307692,0.4816626,0.640592,0.55,0.5067024,0.04385965,0.6034483,0.43379793,0.49699396,0.6173913,0.42239684,0.72231686,0.2939759,0.3721519,0.31906614,0.3313253,5.855973566
218454_at,0.15502185,0.039755348,0.33679524,0.21868367,0.092702165,0.24660634,0.5380953,0.41314557,0.7161017,0.5963855,0.9322916,0.053763438,0.4538835,0.6869369,0.42996743,0.51829267,0.5116279,0.81502897,0.46411484,0.106290676,0.19273745,0.91780823,0.51716244,0.22821575,0.5251938,1.0148884,0.54545456,0.33649287,0.38429752,0.09454545,0.84042555,0.33095238,0.121621616,0.08333333,0.6186667,0.21580546,0.61357343,1.0752689,0.62053573,0.4947808,0.30892858,0.18881118,0.78933334,0.5111732,0.61202186,0.64705884,0.3133903,0.49659866,0.4219178,0.6004619,0.7251908,0.4301075,0.5874363,0.3763736,0.75061125,0.71458775,0.47222224,0.9436998,0.7763158,0.73275864,0.47735193,0.8076152,0.60289854,0.28290766,0.62350935,0.74698794,0.3873418,0.9105058,0.86295176,5.372942648
207757_at,0.22270744,1.0519878,0.5504451,0.5456476,0.90729785,0.5565611,0.53968257,0.24413146,0.69491524,0.66566265,0.7578125,0.8333333,0.32038835,0.33783785,0.5537459,0.4390244,0.41666666,0.6473989,0.8444976,0.5900217,0.07821229,0.31780824,0.38215104,0.3838174,0.7131783,0.3870968,0.42572066,0.5094786,0.60743797,0.3490909,0.64893615,0.3,0.09459459,0.6481481,0.40800002,0.3130699,0.54847646,0.55698925,0.6294643,0.55114824,0.75535715,0.6433566,0.55200005,0.6061453,0.8415301,0.7081448,0.49002853,0.6938776,0.46849316,0.67667437,0.8301527,0.81182796,1.0916809,1.0467032,0.55256724,0.8731501,0.8833333,0.9490617,0.79385966,0.5804598,0.5592334,1.0200402,0.53333336,0.6561886,0.59625214,0.60481924,1.0253165,0.38910505,0.39307228,5.253112844
211582_x_at,0.38646293,0.8318043,0.5548961,0.18471338,0.3116371,0.44343895,0.12380953,0.49765262,0.18855932,0.24397591,0.890625,0.77419347,0.78398055,0.18018018,0.21498372,0.17073171,0.91085273,0.7543353,1.1578948,0.15401301,0.08938548,0.13424657,0.1716247,0.36099583,0.29069766,0.7890819,0.5764967,0.26303318,0.98347104,0.20363635,1.0292554,0.3119048,0.36486486,0.1273148,0.111999996,0.082066864,0.28670362,0.07526882,0.37053573,0.08768267,0.17678572,0.37762237,0.088,0.053072628,0.15846996,0.11312217,0.054131053,0.4591837,0.13150686,0.12702079,0.22328244,0.14784946,1.0458404,0.11813187,0.24205378,0.11627907,0.15277778,0.15281501,0.33333334,0.20689654,0.13763067,0.250501,0.21159421,0.91159135,0.13287905,0.89638555,0.18734178,0.105058365,0.68674695,4.973382124
219699_at,1.187773,0.9388379,0.59940654,1.0360935,0.6646943,0.32126698,0.16666667,0.29812208,0.720339,0.22289155,0.5130208,0.4623656,0.342233,0.63738734,0.4136808,0.75609756,0.7635659,0.48554912,0.4712919,1.0173537,0.081005596,0.83013695,0.48741415,1.0746887,0.3527132,0.6253102,0.4079823,0.6113744,0.30578512,0.13090909,0.46542555,0.7857143,1.1689188,0.1736111,0.120000005,0.449848,0.4459834,0.21935484,0.4508929,0.3131524,0.41250002,0.67832166,0.65866673,0.18156426,0.77595633,0.699095,0.16239317,0.207483,0.11232876,0.26097,0.35687023,0.47580644,0.13242784,0.35714284,0.24694377,0.14164905,0.3,0.18230563,0.10087719,0.14367816,0.5209059,0.12825651,0.13333334,0.41257367,0.7955707,0.9445783,0.43797466,0.540856,0.3072289,4.81900966
209788_s_at,0.5786027,0.18960243,0.6231454,0.37579623,0.67061144,0.11764706,0.24126986,0.41079813,0.5677966,0.37349394,0.5989583,0.6129032,0.25,0.16891892,0.5309446,1.25,0.7151163,0.08092486,0.430622,0.38611713,0.56703913,1.060274,0.43935928,0.1825726,0.32364342,0.7444169,0.49445677,0.21800947,0.3305785,0.11636364,0.3643617,0.56904763,0.24324323,0.7222222,0.784,0.8784194,0.35180056,0.3956989,0.8660714,1.045929,0.8607143,1.048951,0.6986667,1.2318436,1.0300547,0.39819005,1.2991453,0.1122449,0.10958904,0.5450347,0.7614504,0.6935483,0.6519525,0.68131864,0.35207823,0.78224105,0.70277774,0.7426274,0.6885965,0.52586204,0.31358886,0.5150301,0.57391304,0.58939093,0.5383305,0.513253,0.47848102,0.78210115,0.79066265,4.399025012
203676_at,1.3296944,1.211009,0.8902077,0.45222932,0.58185405,0.24886878,0.4714286,0.44835684,0.48093224,0.5722891,0.87499994,1.3978494,0.86165047,0.6554054,0.5342019,0.6219512,0.75581396,0.5433526,0.5263158,0.73969626,0.86312854,1.1726027,0.9496567,0.64730287,0.5736434,0.6674938,0.51219517,0.8909952,0.62809914,0.84,0.71010643,0.77142864,1.081081,0.85648143,0.25333333,0.5410334,0.6218837,0.74623656,0.71875006,0.4676409,0.9339286,0.67132866,0.35466668,0.6675978,0.31147543,0.59049773,0.960114,0.19387755,0.14520548,0.5935335,0.70610684,0.06451613,0.05942275,0.11813187,0.04400978,0.33403808,0.4027778,0.8659517,0.3377193,0.94827586,0.728223,0.5450902,0.47246376,0.7229862,0.4020443,0.7012048,0.77215195,1.1361867,0.4834337,4.119604569
220691_at,0.36244544,0.5688073,0.37833828,0.50530785,0.8639053,0.7285068,0.48571432,0.34741786,0.5084746,0.29819274,0.4609375,0.68817204,0.5315534,0.3963964,0.5504886,1.0060976,0.7015504,0.4248555,0.4736842,0.28850326,0.6703911,0.7150685,0.3340961,0.52282155,0.8352713,0.34987596,0.28381377,0.7559241,0.3016529,0.4981818,0.122340426,0.48333332,0.33108106,0.8726852,0.6293334,1.224924,0.9764543,0.6666667,0.33035716,0.75156575,0.40892857,0.520979,0.9946667,1.5223465,0.874317,0.47963804,0.41025642,0.4931973,1.1808219,0.6905312,0.5744275,1.1048386,1.0509338,0.91208786,0.8117359,0.8308668,0.6611111,0.33243966,0.53070176,0.51724136,0.6167248,0.89178354,0.657971,0.8958742,0.737649,0.739759,0.92151904,0.7859922,0.80722886,3.700774627
