ID_REF,GSM317398,GSM317402,GSM317407,GSM317410,GSM317412,GSM317413,GSM317416,GSM317418,GSM317421,GSM317426,GSM317432,GSM317434,GSM317435,GSM317436,GSM317438,GSM317441,GSM317442,GSM317447,GSM317449,GSM317452,GSM317453,GSM317459,GSM317461,GSM317462,GSM317465,GSM317466,GSM317468,GSM317471,GSM317472,GSM317476,GSM317477,GSM317480,GSM317484,GSM317486,GSM317387,GSM317390,GSM317392,GSM317393,GSM317394,GSM317395,GSM317400,GSM317405,GSM317408,GSM317409,GSM317414,GSM317420,GSM317422,GSM317423,GSM317424,GSM317427,GSM317428,GSM317430,GSM317437,GSM317448,GSM317450,GSM317455,GSM317457,GSM317460,GSM317463,GSM317464,GSM317467,GSM317469,GSM317470,GSM317473,GSM317474,GSM317475,GSM317478,GSM317481,GSM317482,Calc
209156_s_at,0.43668124,0.5749235,0.6780415,0.67303616,0.67455626,0.9932127,0.89206356,0.629108,0.5529661,0.65361446,0.30729166,0.77419347,0.71359223,0.8265766,0.8469055,0.9756098,0.80813956,0.699422,0.64593303,0.83947945,0.86592185,1.6876712,0.5652174,0.6867219,0.53100777,1.3275435,0.34589803,0.6611374,0.76033056,0.79272723,0.8111702,0.45238096,1.2905405,1.4930555,0.7546667,0.73860174,0.50415516,0.15698925,0.5491072,0.23590815,0.08928572,0.37762237,0.8906667,0.37150842,0.43169403,0.260181,0.8860399,0.8061225,0.9616438,0.57736725,0.6087786,0.6989247,0.5331069,0.7307692,0.2836186,0.42706135,0.21111111,0.6300268,0.95614034,0.7126437,0.66376305,0.6132265,0.36811593,0.388998,0.8858603,1.1759036,0.17468356,0.66536963,0.0813253,3.36727643
204863_s_at,0.21397382,0.26605502,1.1038575,0.90870494,0.75147927,1.061086,0.58571434,0.6384977,0.059322033,0.71385545,0.8697917,0.58064514,0.89805824,0.6261261,0.6058632,1.7256098,0.9437985,0.69075143,0.6698565,0.362256,0.67877096,1.690411,0.8260869,0.5456431,0.8992248,0.6327543,0.8980045,0.3554502,0.11570247,0.05818182,0.9547873,0.7595238,0.09459459,1.0717592,0.75200003,0.8449847,1.2299169,1.6236559,1.375,1.3006263,1.1339287,1.6293706,1.176,1.0363128,1.1830602,0.77375567,1.0968661,1.0918367,0.9561644,0.8706698,1.0572519,1.0510752,0.9932088,0.8461538,0.71149147,0.7970402,0.9277778,0.53887403,0.6929825,0.61206895,0.78048784,0.76352704,0.6753623,0.83497053,0.66950595,0.7590361,0.8050633,0.8988327,1.0888554,3.314600266
218411_s_at,0.8493451,0.82568806,0.9020771,0.7643313,0.9526627,0.7850679,1.3873017,0.9929578,1.2118645,0.5903614,0.51562494,0.43548387,1.1310679,0.9211712,0.8175896,0.6463415,0.79457366,0.7514451,0.5382775,1.1518438,0.5167598,0.7863014,0.7528604,0.66182566,0.65891474,0.4764268,0.46563196,0.94549763,0.5165289,0.91999996,0.50265956,0.7357143,0.24324323,0.6203703,1.2080001,1.0030395,1.0429363,1.1956989,0.87500006,1.0208769,0.9142858,0.8496503,1.6906668,0.75418997,1.680328,0.7692308,1.1851852,0.81292516,0.9808219,1.2794459,0.86259544,1.0806451,0.99830216,1.3928571,1.2982885,1.1585624,1.138889,0.72922254,0.754386,0.95689654,0.7735192,0.99198395,1.0463768,1.0294696,0.67461663,0.5879518,1.0278481,0.44357973,0.5391566,3.199248111
214283_at,0.5895197,0.9908257,1.1305637,1.0764332,0.8126233,0.73981905,0.7285715,1.3638498,0.5466102,0.93072283,1.1510416,0.6935483,1.4635922,1.0765766,1.2182411,0.5853659,1.0775193,0.6763006,0.8564593,0.29934925,1.3743018,1.3232876,1.7185353,0.5248962,1.5387597,0.83870965,1.044346,0.66587675,0.98760325,1.36,0.57978725,0.9404762,1.1418918,0.49768516,0.464,0.71124613,0.20775624,1.1548387,0.8303572,0.5615866,0.8607143,0.2027972,1,0.53351957,0.19945356,0.8552036,0.55270654,0.20068029,0.6082192,0.2817552,0.7958015,0.7768817,0.7792869,0.36263734,0.3178484,0.8012686,0.7388889,0.7104558,0.25438598,1.2528735,1.1062717,0.71142286,0.28985506,0.7485265,0.7086882,1.626506,1.1772152,1.3229572,0.43975905,3.187212876
203168_at,0.6353712,0.50152904,1.4332343,1.1252655,0.5838264,1.6877828,0.21904764,1.0985916,0.8622882,1.0843374,1.0677083,0.94086015,1.3883495,1.222973,0.78827363,0.6402439,1.0891473,0.92485553,1.2105263,0.8872018,0.8072626,1.1835617,1.2494278,0.75311196,0.75581396,1.0148884,0.8780488,1.2535545,1.3305786,0.9090909,0.5771277,1.1761905,0.5202702,0.57638884,0.44,1.2948327,1.1038781,1.5892473,1.1852678,1.4050105,0.9053572,1.5314685,1.3653334,1.6759777,1.0819672,1.3031675,1.2336183,1.3537415,1.7863013,1.1016167,1.019084,1.6317204,0.69439733,1.304945,1.2249389,1.2325581,0.92222226,1.300268,0.92543864,1.3735632,1.1428572,1.1482966,1.452174,1.2200392,0.85689944,1.4024096,0.7898735,1.3579767,1.191265,3.039140562
216652_s_at,1.6746725,1.4556574,0.97626114,1.0318471,1.285996,0.5701358,0.8063492,1.4389671,1.0805085,0.813253,1.1770834,1.2741935,1.2087379,0.87387383,0.69381106,0.84146345,0.99999994,1.1184971,1.3181818,0.9587853,1.0083799,1.3342466,0.5743707,0.946058,1.2945737,1.1315136,0.86031044,1.4265403,1.4710743,1.2145455,1.0372341,0.9880953,1.3648648,0.724537,0.67733335,0.93920964,1.0083103,0.916129,0.9285714,1.2192067,0.9464286,1.0734266,0.6613333,0.9608939,0.58196723,1.1470588,0.951567,0.7721089,0.539726,0.9607391,0.8454198,0.5618279,0.44312394,1.0604395,1.0880195,0.845666,0.9166667,1.1930295,0.82456136,0.6293103,1.0243902,1.1082164,0.91884065,0.9548133,1.1175468,0.6963855,0.93670887,0.71984434,0.8012048,3.032245614
221967_at,1.2510917,0.9357798,0.9732937,0.7112527,0.84023666,1.0429864,0.97142863,0.96948355,0.7966102,1.2319278,1.1015625,0.7473118,1.0461165,0.81981987,0.9315961,1.7500001,1.0329458,0.7947977,0.92583734,0.7809111,0.9748604,0.5890411,1.1029748,0.66597503,1.0310078,1.1811414,1.044346,0.74170613,0.6694215,1.0727272,0.981383,0.8333334,1.1891892,0.6504629,0.8986667,0.8297872,0.85734075,0.81935483,0.49776787,1,0.5089286,0.6433566,1.168,0.7988827,0.5874317,0.5972851,0.68091166,0.8605442,0.6109589,1.004619,0.97709924,0.59677416,0.58404076,0.5384615,0.7555012,0.9682876,0.89444447,0.53351206,0.85087717,0.9281609,0.85888505,0.7715431,1,0.37131628,1.1056218,1.0289156,0.643038,0.5252918,0.6340361,2.954458284
201219_at,0.7969433,0.79816514,1.15727,0.7940553,1.0493097,0.8552036,1.1206349,0.88967144,1.0360171,0.9096385,0.6666667,0.8333333,0.88349515,1,1.0260587,1.6829269,0.8856589,0.9479769,1.2535886,1.2169198,0.4664805,1.0356164,1.0022882,1.1348547,1.1182171,1.0248139,0.95343685,1.0260663,0.8719008,1.3090909,1.0558511,0.8857143,0.83108103,1.2013888,1.5386667,1.443769,1.3864266,1.5204301,1.1339285,1.0125262,1.3178573,1.7167832,0.89599997,1.1201117,1.6775957,1.1493213,1.0370371,1.2789116,0.63835615,1.5681294,1.2538167,0.95698917,1.4091681,1.304945,1.0684596,1.4587739,1.5694444,0.95174265,1.5307019,0.93390805,0.81533104,1.3887776,0.90724635,1.3575639,1.1652471,1.0313252,1.086076,1.2062256,0.8975903,2.923642272
222217_s_at,1.0960699,1.2691131,0.6854599,1.0743101,0.98224854,1.6583711,0.9603175,0.45070425,0.73093224,1.1837349,1.3307291,0.8870967,1.1359223,0.8490991,0.7850163,1.7743903,0.9011628,0.69653183,0.83253586,0.813449,1.5586593,0.29041097,1.1762013,0.93153524,0.9011628,1,0.89578724,0.91469187,1.0454545,1.4145454,1.1861702,0.7595238,0.99999994,0.56249994,1.2773334,1.8723403,0.6842106,1.4860215,1.375,0.822547,1.125,1.2832168,0.9386667,1.1675978,1.1721313,1.2692307,1.019943,1.1326531,1.3178082,0.97921485,1.0133587,1.0564516,1.5925298,1.1016482,1.0293398,1.1860466,1.2138889,1.0107238,1.7192982,1.4913794,1.2630663,1.2284569,1.2521739,1.1335952,1.374787,0.8,1.521519,1.1906614,1.8945783,2.781568594
52741_at,1.1790394,1.556575,0.80563796,1.2292994,0.8974359,1.142534,0.78095245,0.9929578,1.1144068,1.0301205,1.296875,1.3010752,1.0242718,0.7747748,1.5830618,1.8109757,1.131783,0.79190755,0.64593303,1.1301519,1.5111732,1.5178082,0.8512586,1.3278008,1.1337209,1.0272954,1.1175168,1.5758293,1.2314049,1.5854545,0.8643617,1.2690476,1.4054053,1.7685184,1.2133334,1.5075986,0.7216067,0.6494624,1.0825893,0.87473905,0.86428577,0.6678322,1.016,1.2569833,0.9180328,0.7556562,0.9287749,1.0476191,0.6739726,1.0069284,1.1125954,1.422043,0.93887943,0.70879114,1.0195599,0.9238901,0.68888885,0.6756032,1.0394738,1.1321839,0.72648084,1.0961924,1.1072464,1.3143419,1.0817717,0.9927711,0.77721524,0.84435797,1.5602409,2.567862616
221715_at,0.13537118,0.5045871,0.53857565,0.789809,0.27218935,1.3936652,0.6269842,0.39201882,0.29872882,0.813253,1.1276041,2.2634406,0.40776697,0.4842342,0.47231272,0.9085366,0.6763566,0.56358385,0.34210527,0.4360087,0.19832402,0.36438358,0.68192214,0.16182572,0.7054264,0.91067,0.5166297,0.116113745,0.4628099,0.17454545,0.13031915,1.0380952,1.1756756,1.0462962,0.122666664,0.775076,0.090027705,0.8043011,0.14062501,0.54488516,0.50178576,0.43356642,0.184,0.12569833,0.092896186,0.3122172,0.44159546,0.48299322,0.55342466,0.1039261,0.08396947,0.09946236,0.08998302,0.45604393,0.3789731,0.45877382,0.1388889,0.86058974,0.118421055,0.79885054,0.2543554,0.33466935,0.11884058,0.106090374,0.94548553,0.35421684,0.26329115,0.79766536,0.69578314,2.487383991
220641_at,0.2074236,1.0764526,0.68991095,0.47558388,0.4852071,0.9004525,0.7825397,0.673709,0.95127124,1.2469879,0.13020833,0.47849458,0.70873785,0.6036036,0.8045603,1.9390244,0.78488374,0.46820813,0.3062201,0.5097614,0.31843576,0.8219178,0.36842105,0.67634845,0.8352713,0.7468983,0.3192905,0.3862559,0.80991733,0.76363635,0.3324468,0.8214286,2.4256756,0.5509259,0.08533334,0.32522795,0.24099724,0.3139785,0.15401787,0.31732777,0.11964286,0.4055944,0.33066666,0.49441347,1.6502733,0.16515838,0.10541311,1.112245,0.1780822,0.17321017,0.21183206,0.33602148,0.21901527,0.18131867,1.2469437,0.48837212,0.20277779,1.1447722,0.44298247,0.7385058,0.36585367,0.10621243,0.6,0.4518664,0.13969335,0.4891566,0.2,0.6536964,0.6370482,2.314041836
219731_at,1.2117904,1.4801223,0.9406528,0.9745224,1.2071006,1.0226245,1.3174604,1.5187793,1.1398305,1.1415663,1.3489583,1.8010752,1.1990291,1.259009,1.5276873,1.6158537,1.3178295,1.1791908,1.3923446,1.1301519,1.8798884,1.0465753,1.1693363,1.1887966,1.2926356,1.3176179,1.3614192,1.1800947,1.7892561,1.4727272,1.2180852,1.2380953,1.1756756,1.5416666,1.2346667,1.1033434,1.034626,1.0215054,1.1250001,1.4551147,1.0714287,1.0559441,1.3893334,1.2234638,0.9945356,1.1357466,1.1025641,0.94217694,1.2657534,1.364896,1.0458015,1.048387,1.0220714,1.1181319,1.2469437,0.9492601,1.1861111,1.4772117,1.1929826,0.95977014,0.9773519,0.83767533,1.4666667,1.1178782,1.1294719,1.0457832,0.9746836,1.6420233,0.91867465,2.258309421
218075_at,0.9650656,1.2262996,1.5905043,0.98301494,1.3392506,2.4230769,1.3349206,1.2676057,0.8834746,1.2951807,1.3385416,2.2903223,1.3276699,1.1621621,1.8338763,0.8353659,1.8798449,1.6965319,1.6052631,0.99132323,1.6675979,1.2328767,0.9748283,0.7033195,1.507752,1.7171215,2.0709536,1.2819904,1.838843,1.4399999,1.9893619,1.757143,1.1148648,1.761574,0.25866666,1.012158,1.1163435,1.1913979,1.7812501,0.565762,1.3732144,0.2832168,1.1866667,1.6089386,0.74590164,0.42307696,0.64387465,1.5408163,1.090411,0.5011548,1.3053435,1.0645161,1.6774194,0.5054945,1.4229829,1.6152221,0.81388885,1.233244,1.2938596,1.1005747,1.0853659,1.1482966,0.81159425,1.0589391,0.88415676,1.4433734,0.5822785,1.7976654,1.8313252,2.143281797
219869_s_at,1.048035,1.4954128,0.60979223,1.1507432,1.0118343,0.69004524,1.0714287,0.98356813,0.8368644,0.560241,1.0546875,1.1290323,0.8713592,0.8423424,1.4267101,2.3658538,0.9534884,1.0895954,0.95933014,1.4295012,1.5139666,1.5452055,1.0778031,1.2448132,0.625969,0.9751861,1.1308205,1.0734596,0.6859504,1.9272727,0.5771277,0.7619048,1.1283784,1.7199074,0.7626667,1.0425531,0.95429367,0.88387096,0.86160713,1.177453,0.80357146,0.6433566,1.0293334,0.5055866,1.0136613,0.9162896,1.3675214,0.7755102,0.6356165,1.0877599,0.81870234,1.0107526,0.43293718,0.9560439,0.804401,0.35940805,0.95000005,0.86863273,1.122807,1.0977012,1.0627178,0.73547095,0.9942029,0.77013755,0.48040888,0.6626506,0.5367089,0.80544746,0.4578313,2.100636531
221780_s_at,1.746725,2.330275,0.95845693,1.29724,1.6370809,1.8054299,1.4015875,1.3732395,2.0487287,1.3885541,1.4817709,0.81720424,1.711165,1.2837838,1.237785,1.0487806,1.5116279,1.6416185,1.8779905,1.5075922,1.3882682,1.7479452,1.3867276,1.5497924,1.0174419,1.4615386,1.4966742,1.5853081,1.1528925,1.2654545,1.4627659,1.55,1.5472972,1.5208333,1.3466667,1.4316108,1.0443214,1.2215054,1.9977679,1.3465554,0.5464286,0.986014,0.91466665,1.1033521,1.1502732,1.5226245,0.8689459,1.4319727,0.8383562,0.77598155,1.1774809,0.87903225,2.0509338,1.4697801,1.2689487,1.382664,1.6333333,1.5147454,0.7894737,0.72126436,1.087108,1.3567133,0.9913044,1.7406679,0.923339,1.3108433,0.8582279,1.6536964,1.8599397,1.951176112
205984_at,2.338428,2.3119264,1.5252225,1.8747348,1.6587771,0.581448,1.0920635,2.6079812,1.3665254,1.379518,1.6666666,2.2849462,1.5024272,1.7027026,0.6188925,0.8719512,1.6860465,1.2919075,1.4521532,1.8481561,1.5027933,0.43013698,1.4187642,1.3630704,1.5620154,1.4044665,1.8381376,2.0734596,2.3264463,0.85090905,1.7978723,1.9595239,1.195946,0.5,0.66400003,0.5866261,1.5263158,0.52043015,1.1071428,1.8643007,1.4553572,1.3671328,0.848,1.1005588,0.63114756,1.7533937,1.4586896,1.0068028,0.8328767,1.8591225,0.6087786,0.83870965,0.39898133,1.4285713,1.9046454,1.1057082,0.9472222,1.0402144,0.89912283,1.1781609,1.271777,0.7875751,1.9333333,1.1257367,1.0596253,0.98072284,0.8835444,0.9610895,0.9262048,1.832670424
204557_s_at,1.7336246,1.3486238,1.5934718,1.3651806,1.923077,1.8529413,2.3841271,2.1079814,2.4110172,1.2048192,1.640625,0.091397844,1.4029126,1.7995496,1.3127036,1.1280488,1.0523256,1.2716763,2.0382774,2.373102,1.611732,1.2794521,1.9199084,1.6307052,1.7480619,1.5086849,1.3104213,1.5023696,0.77685946,1.5236363,1.2021277,1.502381,0.44594592,1.1388888,3.144,1.8753799,1.7770084,2.8387096,1.7566963,2.1816285,1.8660715,2.2867134,1.8773334,1.3966482,2.2677598,1.9592761,1.8148149,1.829932,1.5616438,1.8498846,2.3683205,2.4301074,1.7334465,1.576923,1.6063569,2.2071884,2.7305558,1.7640752,1.6754386,1.4022988,1.8728223,2.9819639,1.1884059,2.237721,2.0902896,1.2819277,1.9569621,2.1789882,2.5316265,1.759780852
210210_at,0.8231442,1.211009,0.51186943,0.7961784,0.88757396,1.545249,0.87936515,0.730047,0.9830509,1.0210843,1.25,0.516129,0.6140776,1.2522522,1.0162867,1.3902439,0.8236434,0.7601156,0.9832536,0.99132323,1.0698324,1.969863,0.7002288,1.1265559,0.9709302,0.8039703,1.1906874,0.6445497,1.2024794,0.71636367,0.78723407,1.4404762,0.87837833,1.361111,0.83466667,1.1550151,1.1454294,0.89462364,0.95312506,0.9937369,1.3000001,1.3321677,0.8586667,1.2178771,1.1229508,1.2171946,0.98005706,1.0408164,0.7780822,1.2771363,1.0801526,2.5887096,1.5908319,1.6785713,1.2738385,1.1649048,1.625,0.96514744,1.5833333,1.4281609,1.2108014,1.4509019,1.4666667,0.7229862,0.8415673,1.5807228,1.1088607,1.0155642,1.4759035,1.736395814
219530_at,1.1179041,1.2507645,1.12908,1.3290871,0.94280076,1.5022625,1.352381,1.258216,1.292373,0.9036144,1.0312499,0.7956989,1.2524271,1.3873873,1.1074919,0.93292683,0.9457364,0.92485553,1.5598086,1.1062907,0.7932961,1.2383562,1.5652174,1.5726141,1.242248,1.223325,1.2017739,1.2345971,1.2396694,1.3018181,1.2260638,1.1880953,1.554054,1.800926,1.5653334,1.367781,0.92243767,1.6301076,1.3147322,1.5093946,1.3642858,1.7587413,1.3866667,1.5474862,1.7103826,1.5950227,1.6809118,1.2551022,1.4082192,1.1616628,1.2328244,1.155914,1.6943973,1.4010988,1.2420537,1.139535,2.375,1.1742628,1.385965,1.0172415,1.1933799,1.6452905,0.90434784,1.5599214,1.4957411,1.4361445,1.4126582,1.5330739,1.7183734,1.657274772
219324_at,2.106987,1.5779816,1.4569732,1.6900213,1.4378699,1.5950227,1.6317462,1.5140846,1.5805085,1.2108433,1.046875,1.736559,1.6262136,1.7545046,1.4201955,1.3292683,1.6647288,1.6589596,1.8851676,1.5683298,1.4106146,1.6958904,1.4874141,1.4917012,1.618217,1.6997519,2.2527716,1.6090047,1.5867769,1.9745454,1.4494681,1.4666667,1.5135134,1.4953703,1.5786667,1.3191489,1.4722992,1.1892473,1.9754465,1.1795408,1.2517858,1.1678323,1.8826667,1.0167599,1.6256832,1.6085973,1.0085471,1.1904762,1.230137,1.1362587,1.0858779,1.6532257,1.556876,1.1043955,1.396088,1.8583511,1.1861111,1.5174263,1.4649124,1.5057472,1.2073171,1.5531062,1.1797101,1.4184675,1.7751276,1.5807228,0.929114,1.7315174,1.2936747,1.654417247
204493_at,1.8624456,2.0366971,1.3249258,1.0806795,2.2998028,0.8529412,1.673016,1.0657278,1.9216101,1.6174698,1.71875,1.6827955,1.4368932,1.6306306,1.1661237,1.3780488,1.6492248,1.8872834,1.7392344,1.7613883,1.659218,1.9287672,2.6659038,1.9564315,1.2015504,1.593052,1.6075389,1.3104265,2.0991735,1.1199999,1.125,1.4380953,1.3783783,1.2337962,1.32,0.8297872,1.6606649,1.2903225,1.0133929,1.6576201,1.3607143,1.1888112,1.1520001,0.9636872,0.9234973,1.2850679,1.014245,1.4319727,1.3178082,1.8706698,1.3053435,1.4193548,0.9694397,1.1236264,1.6650366,1.0570825,1.325,1.6246648,1.004386,0.88793105,1.2700349,1.5450901,1.7304349,1.2200392,1.4531517,1.7493975,0.8759493,0.9766537,1.2138554,1.353377031
221966_at,1.3144106,1.7308867,2.0103858,0.50955415,1.6607494,1.3076923,1.5682541,0.77230054,1.0317796,1.0421686,1.3229166,3.892473,1.8373785,2.376126,2.3583062,2.0914633,1.6492248,1.4942198,1.8660288,1.0737528,0.5167598,0.4109589,1.4141876,1.2759335,1.5813953,1.9379653,2.1019957,1.663507,3.2479339,2.1636362,2.0292554,1.4928572,2.2567568,2.4027777,0.30933335,1.8297871,1.6108035,1.2129033,1.578125,0.43632567,0.31428573,0.33566433,1.2453334,0.5363129,1.6612023,0.3280543,0.17094018,0.4931973,0.6821918,0.51732105,1.4770993,2.174731,1.7062818,0.59340656,0.8484108,2.729387,0.39166668,0.6193029,1.3377193,0.4770115,1.7526133,1.9338677,1.0521739,0.7249509,1.5059625,2.33253,1.8835444,2.1050582,2.1069276,1.324280421
204391_x_at,2.0283844,1.53211,1.2893175,1.6157113,1.7455622,1.2466063,2.125397,2.4295776,1.8029661,1.7259035,1.6510416,0.97311825,1.4635922,1.481982,1.9153094,1.7439024,2.261628,1.6300579,1.9976077,1.6399132,1.2513967,1.1150686,1.361556,1.8506222,1.8003876,1.471464,1.1441242,1.6658767,1.177686,2.1490908,1.4521277,1.4404762,1.3243243,1.8541666,1.4773334,2.617021,1.4653741,2.292473,1.7165179,1.9728601,1.894643,2.1783216,1.7253333,1.9832404,2.5601094,2.2285068,1.9601141,1.4115647,1.9315069,1.7043881,2.5610685,1.6989247,2.4516127,2.0494504,2.2542787,2.6194506,1.9527779,1.61126,2.5263157,2.1925287,1.4651568,2.0220442,1.4202899,1.9724951,1.3543441,1.4939759,2.678481,2.1400778,2.1581326,1.199794614
209015_s_at,1.0720525,0.9235474,0.74629074,0.7813164,0.7218935,0.7692308,0.8031746,1.2065729,1.1059322,0.7650602,1.3333334,0.9247312,0.776699,0.759009,1.0716614,1.25,0.7267442,1.3670521,1.0861244,1.438178,0.77653635,3.7506847,1.0137299,0.8049792,0.7616279,0.8263027,0.9933482,1.2156397,1.0454545,1.92,1.0664893,0.5857143,1.0337838,1.4768518,0.49066666,0.793313,1.095568,1.1741935,0.9241072,1.1858038,0.69107145,1.0734266,0.96266663,0.6815643,0.7814208,0.35746607,0.3903134,0.57823133,0.69315064,0.6443418,0.6240458,1.1290323,0.6095077,0.6263736,0.6259169,0.84989434,1.0611111,0.39410186,1.0263158,0.48563218,0.78048784,1.1683366,0.87826085,1.5638506,0.69335604,1.2144579,0.5113924,1.0700389,0.8795181,1.194278821
210639_s_at,2.6637557,3.0458715,1.6913946,1.7961785,1.8737673,0.9638009,1.4507937,2.0845072,1.947034,1.4307228,1.4765625,1.4408602,1.6237864,2.3986485,1.3583062,1.5182927,1.7344961,1.6791908,1.6961724,2.0954447,2.0530727,1.7479452,1.6544622,1.6141078,1.5736433,1.9851117,1.547672,2.0758293,1.698347,0.8727273,1.5079788,1.8928572,1.7229729,0.95138884,1.9066668,1.1337385,1.5844877,1.0903226,1.6138394,1.736952,1.9428573,1.3006994,0.784,0.74860334,0.9617487,1.341629,1.792023,1.2721089,1.1452055,2.0230947,1.6660305,1.3817204,0.8556876,1.7994504,2.1344743,1.2304441,1.4888889,1.7292225,0.96929824,1.5718391,1.5627178,1.3286574,1.3478261,1.5795678,1.2010221,1.3445783,1.5012659,1.1089494,1.1144578,1.162214572
204880_at,1.5611354,1.3119266,1.249258,1.2314225,1.5917159,1.5701358,1.520635,1.4788733,1.6800848,1.0120481,1.5052083,1.8655913,1.6456311,1.5405406,1.6742672,2.9695122,1.507752,1.4624277,1.354067,1.6312364,1.1229051,1.4712329,1.5789473,1.2406638,1.2131783,0.97270477,1.3658537,1.6090047,1.7644628,1.9636363,1.4388298,1.4238095,2.5540538,1.824074,1.5120001,1.5258359,1.1523546,0.93763435,0.95312506,1.3549061,1.325,1.1643356,1.7733334,1.3491621,1.2841531,0.9298642,1.1111112,1.122449,1.079452,1.2124712,1.1068702,1.2661289,0.80475384,1.1428571,1.2860636,1.2917548,1.4555556,1.0777481,1.4692982,1.3678161,1.3658537,1.0661323,1.4173914,1.0039293,1.4531517,1.3783132,1.5443039,2.3774319,1.0271083,1.155199657
211799_x_at,1.8777294,1.6299694,0.86201775,1.101911,1.4930966,1.0588236,1.0492064,0.81690145,0.9364407,1.5331326,3.5963542,0.7580645,2.002427,1.5337837,1.257329,2.5182927,1.7073643,1.7254336,1.9736843,1.5314534,1.3631285,1.6273973,1.6979403,1.3609958,0.89728683,2.126551,1.6230599,1.4478672,1.5619835,2.6545453,1.675532,1.395238,2.2364862,3.6203701,0.8640001,2.1641335,1.2243768,1.567742,1.2566965,0.82045925,1.2857144,0.6433566,1.2186667,1.6452515,1.5983608,0.58371043,1.3504274,0.48299322,1.9917808,0.45958433,0.769084,1.0725806,1.6315789,0.49725273,0.9657702,0.64482033,1.2361112,1.4209116,1.1096491,0.7586207,1.1027875,1.1282564,1.2144928,1.5520629,2.1788757,1.7879517,1.121519,0.922179,1.7665663,1.148015352
204846_at,0.34061137,0.16207951,0.33531156,0.5414013,0.17159763,0.17420815,0.104761906,0.15023474,0.27118644,0.14759035,0.5104167,0.037634406,0.368932,0.3671171,0.39413682,4.9939027,0.21705426,0.50867057,0.1770335,0.54013014,0.10055866,1.3369863,0.07322654,0.23029046,1.1724806,0.121588096,0.34811532,0.13981043,0.057851236,0.3090909,0.18617022,0.41190475,0.28378376,0.2708333,0.3866667,1.0334346,0.367036,0.9247312,0.45535713,0.3736952,0.62857145,0.6888112,0.34133336,0.91340786,0.63387984,0.42081448,0.12535614,0.27551022,0.6356165,0.6466513,1.4694656,0.42741933,1.229202,0.68131864,0.2176039,0.11205075,0.82500005,1.3726542,0.50438595,0.5603448,1.0034844,0.2785571,0.10144928,0.3104126,1.3662691,0.3566265,1.7468355,1.5642023,0.7665663,1.127807968
205404_at,2.0982533,2.2201834,2.689911,1.1380043,1.6232742,1.0429864,1.4761906,1.9741784,1.6525424,1.7259035,1.25,1.1774193,1.6650485,2.3175676,2.8175895,1.042683,2.8585272,2.82948,1.7464116,1.6420823,1.8603352,3.7315068,2.1693363,2.0207467,1.3062016,1.8833747,1.9844791,1.9170616,2.7024794,4.2181816,2.069149,2.1904762,2.2229729,2.9675925,0.26933336,1.2340424,1.9681442,0.85591394,2.0200894,0.8392485,1.7535715,1.7517482,2.3893332,1.4189944,2.363388,1.1764706,2.4529915,1.5680273,1,1.4711317,0.5896946,1.3010752,0.73344654,1.381868,1.7163813,0.871036,1.7222222,2.0643432,0.82017547,2.224138,1.433798,0.6132265,2.1855073,1.4361492,2.3049405,1.5518072,1.2911392,1.4980544,0.9698795,1.110433177
206989_s_at,1.7554586,1.0061163,2.2284865,1.5244163,2.504931,1.4977375,2.9952383,1.9835682,2.4512713,1.5240963,1.7734374,1.1612903,1.2791262,1.6644144,1.1693811,1.6829269,1.75,1.632948,2.3803828,1.7939262,1.9189944,3.0739725,1.7070937,1.9585061,2.0174417,1.8684864,1.7317073,2.0521326,0.80165285,2.0945454,2.2154257,1.3690476,1.2094594,1.4907408,1.2720001,2.100304,2.2686982,3.1096776,1.9665179,2.749478,2.0964286,2.125874,2.5733335,2.8212292,2.5382516,2.1085973,2.3874645,1.7142859,2.1616437,2.556582,1.648855,1.5940859,2.4448218,2.3406591,1.96088,1.8118393,2.325,2.0563002,1.6666666,1.4051725,2.2125435,2.9699397,2.5478263,1.935167,1.971039,1.8433734,1.7772151,1.5175097,2.6204817,1.069957834
209959_at,1.7772927,2.058104,1.8353114,1.6921444,1.8461539,1.719457,5.246032,1.7558687,1.4661016,1.8132529,0.27604166,2.6505375,1.6674756,1.5067568,0.7296417,0.41463417,1.2441859,0.8526012,2.3732057,1.6420823,0.77653635,2.2219179,1.0526315,1.6286306,0.7151163,0.9454094,1.8625278,1.8151658,1.4132231,0.17818181,1.7154256,0.53571427,0.6283784,1.2824074,1.2373334,0.6291793,0.7631579,0.6537634,1.140625,0.65762,0.58214283,2.1853147,0.22133334,0.8324022,0.98360664,1.1176472,0.85470086,1.3367348,0.34794518,0.92147815,0.16793893,1.4892473,0.49915108,0.36263734,1.3349633,1.5877379,0.22222222,0.2680965,2.377193,1.7068965,0.17247386,0.98998,0.6724638,0.87033397,0.71550256,1.1084337,0.2987342,0.6459144,0.6129518,0.941491173
