216334_s_at,215516_at,AFFX-ThrX-5_at,208538_at,206488_s_at,201882_x_at,205699_at,218186_at,207656_s_at,220876_at,220766_at,216498_at,215943_at,215653_at,202608_s_at,216905_s_at,221380_at,209821_at,212769_at,213098_at,204014_at,214826_at,214441_at,209035_at,47105_at,209698_at,206102_at,220082_at,211966_at,217617_at,207571_x_at,215977_x_at,220323_at,206721_at,221581_s_at,213523_at,47530_at,212589_at,210127_at,209542_x_at,207172_s_at,219231_at,214785_at,208893_s_at,207180_s_at,219260_s_at,220335_x_at,214686_at,216375_s_at,221249_s_at,201354_s_at,202414_at,201363_s_at,208894_at,209688_s_at,202867_s_at,217981_s_at,205695_at,216457_s_at,219377_at,Group
0.12416107,0.16442953,0.2818792,0.08724832,0.077181205,0.0704698,0.2852349,0.32885906,0.08389261,0.05033557,0.590604,0.23489933,0.2818792,0.3154362,0.13087249,0.37248322,0.10067114,0.40604028,0.3758389,0.6308724,0.27516776,0.6409396,0.5872483,0.5637584,1.090604,0.6140939,0.69798654,1.2583892,0.7483221,0.80536914,0.8590604,0.64765096,1.6442952,1.0201342,0.09731544,1.1644295,1.3154362,1.2281878,1.2248322,0.053691275,0.32885906,0.93624157,2.0503354,0.27181208,1.466443,1.8355705,1.7818791,1.8456376,2.261745,1.885906,1.5503355,1.8825502,2.0973153,1.0067114,2.1174495,1.7214764,1.5838926,1.4127516,1.9261745,2.9832215,bipolar
0.01986755,0.2615894,0.13576159,0.026490066,0.07284768,0.5033112,0.205298,0.27814567,0.052980132,0.026490066,0.31456953,0.10927152,0.31456953,0.26821193,0.29801324,0.49337745,0.08609271,0.37417218,0.28145695,0.81125826,0.64238405,0.13907284,0.15562913,0.6192053,0.8907284,0.78807944,0.7615894,1.4337747,0.75496686,0.8245033,0.8543046,0.5397351,1.0430464,1.4139073,0.9569536,1.3509933,1.0695363,1.0463576,1.0298012,0.39735097,0.6192053,1.0860927,1.2715232,0.90066224,1.0033112,1.7715231,1.6390728,2.0596025,1.7880794,1.8973509,1.5298012,1.9701986,1.678808,1.9569535,1.7483443,2.2350993,2.281457,1.2748344,1.7218542,1.9470198,bipolar
0.022222223,0.21851853,0.044444446,0.29259259,0.14074074,0.33703706,0.24814814,0.08148149,0.074074075,0.11481481,0.15925927,0.23703705,0.15925927,0.24444444,0.15555555,0.4666667,0.6666667,0.2962963,0.37777779,0.37777779,0.5777778,0.8185185,0.15555555,1.6703703,0.6740741,0.8444444,0.9481482,1.1555556,0.8148148,1.6148148,0.9888889,0.4,1.2259259,1.488889,0.3814815,1.3074074,1.0407407,1.5962963,0.937037,0.27407408,0.22962962,1.1333333,1.7481482,0.7777778,1.1629629,0.8333333,2.0148149,2.5592592,1.2777778,2.0222223,3.5962963,3.2962964,1.3518518,1.1666666,2.0259259,1.9962964,1.337037,1.3481482,1.2222222,2.0037036,bipolar
0.042222224,0.10666668,0.08888889,0.05111111,0.097777784,0.37333333,0.14222223,0.29111114,0.060000002,0.042222224,0.6622222,0.21555556,0.32666668,0.3688889,0.12444445,0.26222223,0.46666667,0.4,0.3466667,0.68222225,0.21555556,0.42,0.12444445,1.14,0.6266667,1.08,1.0177778,1.3533334,0.46000004,0.31777778,1.1844444,0.7666667,0.9533334,1.4866667,0.7911111,1.1222223,0.6622222,1.3244444,1.34,0.5822223,1.2377778,1.3777778,1.5422223,0.6666667,1.8088889,1.0111111,1.0511111,2.1311111,2.1933334,2.06,2.1244445,2.728889,1.4511112,1.0200001,1.9666667,1.5622224,2.02,1.2755556,1.9555556,2.7822223,bipolar
0.035989713,0.07969151,0.19794343,0.113110535,0.31362465,0.071979426,0.5758354,0.51156807,0.09511568,0.05398457,0.19280204,0.28534704,0.37532133,0.4241645,0.08226221,0.34961438,0.056555267,0.28277633,0.52956295,0.41645244,0.09511568,1.1850898,0.5912596,0.48843184,0.6041131,0.5938303,0.61439586,1.3007711,0.92544985,0.6735218,1.0514139,0.8123393,1.3110539,1.3419023,0.3470437,1.0771208,1.0642673,0.6426735,1.4884318,0.089974284,0.8354755,1.4473007,1.3059125,0.18251927,1.2879176,1.763496,1.7660667,2.125964,1.6143957,2.0514138,2.215938,2.5758352,2.1799486,1.6169665,2.1516707,1.5655526,2.082262,1.1645243,1.7069408,2.1131103,bipolar
0.008528785,0.09168444,0.03411514,0.053304903,0.10660981,0.08955224,0.25799575,0.13219616,0.3944563,0.031982943,0.03411514,0.042643923,0.15138593,0.21748401,0.26652452,0.08955224,0.09808102,0.15351813,0.16204691,0.52665246,1.0852879,0.55650324,0.60554373,0.36460555,0.7953091,0.80383795,0.9339019,0.8550106,0.52238804,1.3176972,1.0895522,0.5159915,0.72281456,0.90191895,0.6012793,1.3944563,1.1364605,1.0511727,1.0277185,0.9936034,0.793177,1.1876333,1.859275,1.6673774,1.4754797,1.4733475,1.7270789,2.9594884,2.5671642,1.8422176,1.9211087,2.5522387,2.3283582,0.91684437,1.7185501,2.0362473,2.0788913,1.2196162,3.326226,2.82516,bipolar
0.20111732,0.20111732,0.04469274,0.027932962,0.027932962,0.37430167,0.41899443,0.35195532,0.106145255,0.06145252,0.5921788,0.027932962,0.083798885,0.150838,0.54748607,0.9162012,0.106145255,0.41340786,0.2290503,0.71508384,0.06145252,0.2960894,0.98882693,0.2178771,0.70391065,1.5418996,0.64245814,0.64804476,0.7709498,1.0335196,0.97206706,1.055866,0.83798885,1.3743018,0.18435755,0.98882693,0.726257,1.4078213,1.1899441,0.13407822,0.5139665,1.2793297,1.4916202,0.18435755,0.76536316,1.3519554,1.5530727,1.452514,1.5865922,2.290503,1.3743018,2.7597768,2.4189944,0.25139666,2.2569835,1.5586593,2.2569835,1.0446929,2.0055869,1.5977654,bipolar
0.011173185,0.09776537,0.039106146,0.03072626,0.11731844,0.1480447,0.4441341,0.31284916,0.12569833,0.025139665,0.4581006,0.05027933,0.35754192,0.31284916,0.10055866,0.15921788,0.16759777,0.5,0.40223464,0.7011174,0.033519555,0.28491622,0.6871509,1.5111732,0.9162012,1.5083799,0.8882682,0.9748604,0.5055866,1.6703911,1.0167599,0.5139665,0.54469275,1.3491621,0.61731845,0.8184358,1.865922,1.3826816,1.3296089,0.3687151,0.55307263,1.206704,1.1564246,0.06983241,1.8351955,1.659218,1.877095,2.1256983,1.4776537,1.7178771,2.2122905,3.5279331,1.9357544,0.42178774,1.4469274,2.1424582,1.5251397,2.0111732,2.3910615,2.726257,bipolar
0.019607842,0.019607842,0.032679737,0.22222222,0.010893246,0.1503268,0.1590414,0.18736385,0.119825706,0.35729846,0.16993465,0.061002176,0.30718955,0.19825709,0.26797387,0.16557734,0.05664488,0.40958604,0.3093682,0.4880174,1.1546841,0.57516336,0.6296296,0.5163399,0.62309366,0.62091506,0.72549015,1.1808279,0.6165577,0.90631807,1.0108932,0.6383442,0.7276689,1.1895424,0.7320261,1.0718955,1.3594772,1.4836601,0.5185185,0.6056645,1.2222222,0.90631807,0.993464,2.372549,1.9346405,2.2875817,1.2461873,2.5163398,3.3703704,1.7973856,2.43573,2.4553375,2.3376906,0.708061,1.9215685,1.875817,2.0479302,1.1808279,2.1960785,3.0544662,bipolar
0.15413533,0.34962404,0.13909774,0.086466156,0.12030075,0.07142857,0.59774435,0.16917293,0.09022556,0.052631576,0.06390978,0.04511278,0.13157894,0.46992478,0.10150376,0.27067667,0.2406015,0.481203,0.33834586,0.47744358,0.056390975,0.5488722,0.78947365,0.5451127,0.7180451,1.1541353,1.1992481,0.924812,1.1578946,0.83834577,0.09398496,0.97368413,0.9586466,1.1428571,0.15789472,1.3120301,1.0338346,1.6842104,0.73308265,0.06390978,1.2255638,2.1240602,2.3195488,0.09398496,1.7067668,0.8458646,2.7706764,2.3759398,1.3646616,3.0451126,2.3571427,2.9398494,1.8796991,1.1503758,2.0037594,1.6428571,2.218045,2.142857,2.086466,1.3270676,bipolar
0.055999998,0.04,0.252,0.136,0.22,0.28,0.372,0.592,0.12399999,0.036,0.18399999,0.048,0.188,0.212,0.08399999,0.39599997,0.19999999,0.408,0.32799998,1.16,0.072,0.31599998,0.96,0.77199996,1.5799999,1.2759999,0.684,1.132,0.664,0.7,1.7919999,0.50799996,0.204,0.57199997,0.74,1.54,1.048,1.0919999,1.024,0.308,0.98800004,1.0719999,0.67199993,0.864,1.828,2.448,1.436,2.8799999,2.1239998,2.096,2.156,2.456,1.188,1.104,2.4199998,2.156,2.04,1.436,2.816,3.024,bipolar
0.015337424,0.121165656,0.16104296,0.088957064,0.121165656,0.27300614,0.17177916,0.19631903,0.2131902,0.01840491,0.16564418,0.16871166,0.2852761,0.22239265,0.08588958,0.26226997,0.25,0.42177916,0.4371166,0.964724,0.83282214,0.41104296,0.5567485,0.6349694,0.4877301,0.8435583,0.9907976,0.57668716,0.43558285,0.85429454,1.0858897,0.58435583,1.5153376,1.185583,0.23312885,1.1763804,0.7254602,1.4493866,1.559816,0.5935583,1.27454,1.1180983,1.7438651,2.555215,1.5690186,2.483129,1.888037,2.9509203,1.834356,2.1395707,2.7070553,2.0828223,2.2730062,1.9861964,2.381902,2.4984663,2.4616566,1.6303682,3.1119633,2.650307,bipolar
0.021897811,0.11678833,0.2189781,0.43065697,0.047445256,0.310219,0.27372265,0.29562047,0.076642334,0.025547447,0.17518249,0.2591241,0.49270076,0.48540148,0.25182483,0.1240876,0.40510952,0.6094891,0.42700732,0.54379565,0.20437957,0.17518249,0.4562044,0.86131394,0.79562044,1.321168,1.3321168,0.850365,0.6788322,1.0766424,0.86131394,0.3248175,0.8686132,1.4270073,0.55474454,1.1131388,1.1459855,1.970803,0.660584,0.26277372,0.45985407,1.2518249,2,0.21167885,1.1240876,0.7591241,2.2408762,2.6277373,1.2518249,2.5693433,3.4160585,2.551095,2.1678834,0.6131387,3.613139,1.1970804,1.5182482,2.1934307,1.7262775,2.1532848,bipolar
0.019650655,0.13318779,0.026200876,0.030567687,0.12227075,0.07641922,0.27729258,0.4257642,0.050218344,0.25764194,0.10262009,0.061135374,0.2467249,0.16157207,0.55895203,0.06331878,0.02838428,0.23580788,0.037117906,0.95851535,1.1353712,0.054585155,1.1703057,0.65065503,0.6593887,0.57641923,0.75327516,0.7139739,0.28602624,0.8449782,1.6266377,0.89737993,1.128821,1.478166,0.38646293,0.80567694,0.6724891,1.0633188,1.5938866,0.97379917,1.268559,1.1703057,1.1899564,3.5174675,1.8427949,1.9061137,1.1462883,2.0458515,3.2838428,1.1637555,1.7030568,2.7314413,3.2205243,0.72270745,1.7423582,2.956332,2.4192142,0.78602624,3.0742362,3.3449783,control
0.015290519,0.021406727,0.033639144,0.25993884,0.08562691,0.10703363,0.20795107,0.27828747,0.064220175,0.6911315,0.28746176,0.25076452,0.027522935,0.20489295,0.051987767,0.17737003,0.05810397,0.23853211,0.07033639,0.66360855,0.68501526,0.09174311,1.149847,0.24464831,0.77370024,0.20489295,0.9388379,0.9510703,0.50764525,0.29357797,1.2201835,0.795107,0.9510703,0.98470944,0.4831804,1.562691,0.9357798,0.94189596,1.0214068,1.3944952,2.3975534,0.53211004,0.81345564,2.5871558,1.5076451,2.1314983,1.0795107,2.795107,2.7828746,1.9847095,1.8990824,1.2324158,2.5137613,1.6636086,1.9021406,2.4525993,2.889908,0.9755351,5.3577976,1.9541284,control
0.03264095,0.2240356,0.15727003,0.028189909,0.2818991,0.39762607,0.21513352,0.23293768,0.043026704,0.062314536,0.19732937,0.02670623,0.08456973,0.18842728,0.3308605,0.115727,0.068249255,0.347181,0.17655785,0.8916913,0.5074184,0.3234421,0.7551929,0.45697325,0.48961422,0.29080117,0.7670623,0.615727,0.23738872,0.7893175,1.0727003,0.82047474,0.60089016,1.1172106,0.8605341,0.76557857,1.4272996,0.96735895,1.7997032,0.56973296,1.2744807,1.087537,1.2759644,0.73145396,1.9896142,2.0994065,0.9955489,1.3620178,1.9421363,1.5474777,1.9272995,2.037092,2.6246288,1.3175074,1.5074183,2.3887239,2.2715135,1.0637982,2.2566767,3.0534124,control
