ID_REF,200048_s_at,200766_at,200987_x_at,201145_at,201274_at,201354_s_at,201363_s_at,201386_s_at,201394_s_at,201551_s_at,201853_s_at,201882_x_at,201898_s_at,201998_at,202313_at,202414_at,202608_s_at,202857_at,202867_s_at,203197_s_at,203637_s_at,204014_at,204493_at,205404_at,205695_at,205699_at,205984_at,206102_at,206245_s_at,206488_s_at,206721_at,207172_s_at,207180_s_at,207571_x_at,207656_s_at,208503_s_at,208538_at,208726_s_at,208893_s_at,208894_at,208996_s_at,209035_at,209542_x_at,209688_s_at,209698_at,209821_at,210127_at,210136_at,210338_s_at,210639_s_at,211582_x_at,211890_x_at,211966_at,212496_s_at,212589_at,212769_at,212866_at,213098_at,213523_at,213594_x_at,213921_at,214441_at,214686_at,214785_at,214826_at,215516_at,215653_at,215943_at,215977_x_at,216334_s_at,216375_s_at,216457_s_at,216498_at,216905_s_at,217617_at,217932_at,217981_s_at,217984_at,218034_at,218186_at,218200_s_at,218281_at,218495_at,219231_at,219260_s_at,219377_at,219798_s_at,220082_at,220323_at,220335_x_at,220691_at,220766_at,220876_at,221249_s_at,221380_at,221581_s_at,221780_s_at,47105_at,47530_at,AFFX-ThrX-5_at,Group
GSM317440,14.63245,2.4039733,3.6721854,9.125828,4.201987,1.5298012,1.678808,6.63245,5.5298014,3.7715232,3.5695364,0.5033112,2.178808,6.284768,8.980133,1.9701986,0.29801324,13.625828,2.2350993,3.9271522,2.4834437,0.64238405,0.75496686,2.642384,1.2748344,0.205298,1.3245033,0.7615894,2.6059601,0.07284768,1.4139073,0.6192053,1.0033112,0.8543046,0.052980132,2.9271524,0.026490066,13.556291,0.90066224,1.9569535,7.566225,0.6192053,0.39735097,1.7483443,0.78807944,0.37417218,1.0298012,18.238409,78.70199,1.4470198,0.08940397,3.5993376,0.75496686,3.8907285,1.0463576,0.28145695,1.281457,0.81125826,1.3509933,3.7516556,12.059603,0.15562913,2.0596025,1.2715232,0.13907284,0.2615894,0.26821193,0.31456953,0.5397351,0.01986755,1.7880794,1.7218542,0.10927152,0.49337745,0.8245033,4.814569,2.281457,4.029801,16.172184,0.27814567,51.149002,5.92053,3.7582781,1.0860927,1.7715231,1.9470198,2.6059601,1.4337747,1.0430464,1.6390728,0.78145695,0.31456953,0.026490066,1.8973509,0.08609271,0.9569536,0.67549664,0.8907284,1.0695363,0.13576159,bipolar
GSM317443,7.1259255,1.3851852,1.9296296,6.5222225,3.151852,3.5962963,1.3518518,4.1666665,3.4185185,4.2777777,2.4,0.33703706,1.6296296,2.4851851,6.0814815,3.2962964,0.15555555,7.4407406,1.9962964,2.5481484,1.7370371,0.5777778,0.6555556,2.4851851,1.3481482,0.24814814,0.7814815,0.9481482,1.6481482,0.14074074,1.488889,0.22962962,1.1629629,0.9888889,0.074074075,2.4592593,0.29259259,7.0666666,0.7777778,1.1666666,5.296296,1.6703703,0.27407408,2.0259259,0.8444444,0.2962963,0.937037,24.47778,19.762962,0.7037037,0.14814815,6.5851855,0.8148148,7.4740744,1.5962963,0.37777779,2.3037038,0.37777779,1.3074074,1.8185185,5.92963,0.15555555,2.5592592,1.7481482,0.8185185,0.21851853,0.24444444,0.15925927,0.4,0.022222223,1.2777778,1.2222222,0.23703705,0.4666667,1.6148148,3.6333332,1.337037,3.251852,14.633333,0.08148149,25.444445,4.674074,2.7222223,1.1333333,0.8333333,2.0037036,3.9814816,1.1555556,1.2259259,2.0148149,0.6074074,0.15925927,0.11481481,2.0222223,0.6666667,0.3814815,1.8703704,0.6740741,1.0407407,0.044444446,bipolar
GSM317444,9.997778,3.3155556,3.9644444,8.900001,4.46,2.1244445,1.4511112,6.5333333,5.146667,3.7955558,3.0800002,0.37333333,2.3266666,4.442222,8.577778,2.728889,0.12444445,8.268889,1.5622224,3.76,2.26,0.21555556,1.1177778,1.108889,1.2755556,0.14222223,0.8577778,1.0177778,1.8155556,0.097777784,1.4866667,1.2377778,1.8088889,1.1844444,0.060000002,2.9622223,0.05111111,10.72,0.6666667,1.0200001,7.493334,1.14,0.5822223,1.9666667,1.08,0.4,1.34,16.355556,60.675556,1.7333333,0.06666667,2.8555555,0.46000004,3.2755556,1.3244444,0.3466667,1.988889,0.68222225,1.1222223,2.9955556,4.106667,0.12444445,2.1311111,1.5422223,0.42,0.10666668,0.3688889,0.32666668,0.7666667,0.042222224,2.1933334,1.9555556,0.21555556,0.26222223,0.31777778,4.324445,2.02,3.5622225,14.220001,0.29111114,35.024445,5.217778,3.6488888,1.3777778,1.0111111,2.7822223,2.6777778,1.3533334,0.9533334,1.0511111,0.6244445,0.6622222,0.042222224,2.06,0.46666667,0.7911111,0.6844444,0.6266667,0.6622222,0.08888889,bipolar
GSM317445,13.403599,2.6452441,3.9305909,7.0668373,4.1542416,2.215938,2.1799486,10.311053,5.7146525,4.2030845,4.8020563,0.071979426,2.3547556,3.881748,10.305912,2.5758352,0.08226221,9.03856,1.5655526,3.974293,1.1902313,0.09511568,1.6812339,2.8251927,1.1645243,0.5758354,1.2133676,0.61439586,2.81491,0.31362465,1.3419023,0.8354755,1.2879176,1.0514139,0.09511568,2.9023135,0.113110535,11.172236,0.18251927,1.6169665,6.5886884,0.48843184,0.089974284,2.1516707,0.5938303,0.28277633,1.4884318,14.377891,83.712074,1.8997428,0.11568123,3.7275062,0.92544985,4.200514,0.6426735,0.52956295,2.218509,0.41645244,1.0771208,2.437018,3.737789,0.5912596,2.125964,1.3059125,1.1850898,0.07969151,0.4241645,0.37532133,0.8123393,0.035989713,1.6143957,1.7069408,0.28534704,0.34961438,0.6735218,5.1362467,2.082262,5.526992,16.915167,0.51156807,34.334187,4.699229,4.8560405,1.4473007,1.763496,2.1131103,3.0976863,1.3007711,1.3110539,1.7660667,0.73521847,0.19280204,0.05398457,2.0514138,0.056555267,0.3470437,0.69922876,0.6041131,1.0642673,0.19794343,bipolar
GSM317446,15.304904,2.8763325,5.272921,9.353945,5.206823,1.9211087,2.3283582,9.594883,6.2452025,5.10661,5.5181236,0.08955224,2.6993604,3.673774,10.481876,2.5522387,0.26652452,10.420043,2.0362473,4.5692964,2.098081,1.0852879,1.4115138,1.6162047,1.2196162,0.25799575,1.2729211,0.9339019,3.3901918,0.10660981,0.90191895,0.793177,1.4754797,1.0895522,0.3944563,4.191898,0.053304903,12.641791,1.6673774,0.91684437,7.5650315,0.36460555,0.9936034,1.7185501,0.80383795,0.15351813,1.0277185,7.974414,92.9936,1.5565032,0.19402985,3.9850745,0.52238804,4.716418,1.0511727,0.16204691,3.2686567,0.52665246,1.3944563,2.8720682,15.7675905,0.60554373,2.9594884,1.859275,0.55650324,0.09168444,0.21748401,0.15138593,0.5159915,0.008528785,2.5671642,3.326226,0.042643923,0.08955224,1.3176972,4.8187633,2.0788913,5.0767593,16.411514,0.13219616,44.452026,5.3027716,4.4648185,1.1876333,1.4733475,2.82516,5.1215353,0.8550106,0.72281456,1.7270789,1.0127932,0.03411514,0.031982943,1.8422176,0.09808102,0.6012793,1.3752666,0.7953091,1.1364605,0.03411514,bipolar
GSM317451,17.558659,3.2625701,4.9385476,9.743017,6.6983247,1.3743018,2.4189944,8.642458,7.1061454,3.251397,3.6648047,0.37430167,3.2960896,5.223464,8.905028,2.7597768,0.54748607,11.525141,1.5586593,3.8715088,1.6648045,0.06145252,1.1731844,1.9106147,1.0446929,0.41899443,1.1061453,0.64245814,2.9553075,0.027932962,1.3743018,0.5139665,0.76536316,0.97206706,0.106145255,2.7374303,0.027932962,14.994414,0.18435755,0.25139666,8.011173,0.2178771,0.13407822,2.2569835,1.5418996,0.41340786,1.1899441,12.98324,113.60894,1.8994415,0.19553074,2.0223465,0.7709498,3.9664807,1.4078213,0.2290503,3.8379889,0.71508384,0.98882693,3.497207,8.575419,0.98882693,1.452514,1.4916202,0.2960894,0.20111732,0.150838,0.083798885,1.055866,0.20111732,1.5865922,2.0055869,0.027932962,0.9162012,1.0335196,4.6424584,2.2569835,4.044693,18.675978,0.35195532,56.87151,6.128492,5.932961,1.2793297,1.3519554,1.5977654,3.0000002,0.64804476,0.83798885,1.5530727,0.5363129,0.5921788,0.06145252,2.290503,0.106145255,0.18435755,1.027933,0.70391065,0.726257,0.04469274,bipolar
GSM317454,13.37151,3.5111732,3.337989,10.142459,5.215084,2.2122905,1.9357544,5.3184357,6.536313,3.4525142,4.9804473,0.1480447,2.0502794,2.969274,8.76257,3.5279331,0.10055866,10.452515,2.1424582,4.586592,2.2094972,0.033519555,0.9608939,1.9385476,2.0111732,0.4441341,0.6536313,0.8882682,2.064246,0.11731844,1.3491621,0.55307263,1.8351955,1.0167599,0.12569833,3.2541902,0.03072626,10.2905035,0.06983241,0.42178774,8.315643,1.5111732,0.3687151,1.4469274,1.5083799,0.5,1.3296089,22.745811,49.086597,0.9692738,0.17318437,4.312849,0.5055866,4.874302,1.3826816,0.40223464,3.405028,0.7011174,0.8184358,1.9748603,4.365922,0.6871509,2.1256983,1.1564246,0.28491622,0.09776537,0.31284916,0.35754192,0.5139665,0.011173185,1.4776537,2.3910615,0.05027933,0.15921788,1.6703911,4.3296094,1.5251397,3.8798883,17.430168,0.31284916,40.7514,3.8407824,4.9720674,1.206704,1.659218,2.726257,3.4832404,0.9748604,0.54469275,1.877095,0.7206704,0.4581006,0.025139665,1.7178771,0.16759777,0.61731845,1.0977654,0.9162012,1.865922,0.039106146,bipolar
GSM317456,15.529411,2.0479302,5.143791,9.830066,5.664488,2.43573,2.3376906,7.2897606,5.769063,5.3551197,4.409586,0.1503268,2.583878,3.8104575,9.148148,2.4553375,0.26797387,10.640523,1.875817,4.4814816,1.7843138,1.1546841,1.1154684,1.2897604,1.1808279,0.1590414,1.5882354,0.72549015,3.2396514,0.010893246,1.1895424,1.2222222,1.9346405,1.0108932,0.119825706,3.010893,0.22222222,14.694989,2.372549,0.708061,8.019608,0.5163399,0.6056645,1.9215685,0.62091506,0.40958604,0.5185185,20.610022,76.588234,1.6688453,0.18518518,3.858388,0.6165577,4.7429194,1.4836601,0.3093682,3.5642703,0.4880174,1.0718955,2.7625272,12.411765,0.6296296,2.5163398,0.993464,0.57516336,0.019607842,0.19825709,0.30718955,0.6383442,0.019607842,3.3703704,2.1960785,0.061002176,0.16557734,0.90631807,4.385621,2.0479302,6.540305,16.342047,0.18736385,41.843136,6.041394,4.2766886,0.90631807,2.2875817,3.0544662,2.3747277,1.1808279,0.7276689,1.2461873,1.5468409,0.16993465,0.35729846,1.7973856,0.05664488,0.7320261,1.4771242,0.62309366,1.3594772,0.032679737,bipolar
GSM317458,6.590225,1.6992481,2.1353383,8.428571,2.18797,2.3571427,1.8796991,3.5676692,3.7142856,2.6503758,2.3421052,0.07142857,2.3270676,5.699248,5.1353383,2.9398494,0.10150376,8.804511,1.6428571,2.3533833,2.6616542,0.056390975,1.1090225,1.5902255,2.142857,0.59774435,0.49999997,1.1992481,1.3834585,0.12030075,1.1428571,1.2255638,1.7067668,0.09398496,0.09022556,2.2255638,0.086466156,7.8609023,0.09398496,1.1503758,5.887218,0.5451127,0.06390978,2.0037594,1.1541353,0.481203,0.73308265,7.7142854,22.943607,0.7706767,0.16165413,2.7218044,1.1578946,4.2368417,1.6842104,0.33834586,2.1127818,0.47744358,1.3120301,1.793233,2.9323306,0.78947365,2.3759398,2.3195488,0.5488722,0.34962404,0.46992478,0.13157894,0.97368413,0.15413533,1.3646616,2.086466,0.04511278,0.27067667,0.83834577,3.075188,2.218045,2.8759396,10.515038,0.16917293,22.357141,3.879699,2.4398496,2.1240602,0.8458646,1.3270676,3.755639,0.924812,0.9586466,2.7706764,1.4586465,0.06390978,0.052631576,3.0451126,0.2406015,0.15789472,0.8421052,0.7180451,1.0338346,0.13909774,bipolar
GSM317479,19.551998,3.9879997,5.0239997,11.988,8.98,2.156,1.188,8.148,7.16,9.832,5.272,0.28,2.268,5.38,11.784,2.456,0.08399999,10.331999,2.156,5.976,1.268,0.072,0.664,2.316,1.436,0.372,1.7839999,0.684,1.5919999,0.22,0.57199997,0.98800004,1.828,1.7919999,0.12399999,3.044,0.136,12.628,0.864,1.104,10.651999,0.77199996,0.308,2.4199998,1.2759999,0.408,1.024,19.844,97.048,1.64,0.308,6.544,0.664,4.7879996,1.0919999,0.32799998,3.1039999,1.16,1.54,2.112,7.672,0.96,2.8799999,0.67199993,0.31599998,0.04,0.212,0.188,0.50799996,0.055999998,2.1239998,2.816,0.048,0.39599997,0.7,6.332,2.04,6.54,28.208,0.592,56.564,6.648,6.8840003,1.0719999,2.448,3.024,6.088,1.132,0.204,1.436,1.308,0.18399999,0.036,2.096,0.19999999,0.74,1.236,1.5799999,1.048,0.252,bipolar
GSM317483,13.4800625,3.5153377,3.745399,9.961658,7.067485,2.7070553,2.2730062,6.61043,6.703988,4.7070556,3.4708593,0.27300614,2.685583,4.61043,8.2361965,2.0828223,0.08588958,9.019938,2.4984663,4.429448,1.9156443,0.83282214,0.96012276,1.5812885,1.6303682,0.17177916,1.4785278,0.9907976,2.6472394,0.121165656,1.185583,1.27454,1.5690186,1.0858897,0.2131902,3.5828223,0.088957064,12.881903,2.555215,1.9861964,10.013804,0.6349694,0.5935583,2.381902,0.8435583,0.42177916,1.559816,10.736197,69.757675,1.2423314,0.50766873,2.8374236,0.43558285,5.7745404,1.4493866,0.4371166,2.9693255,0.964724,1.1763804,4.030675,11.590491,0.5567485,2.9509203,1.7438651,0.41104296,0.121165656,0.22239265,0.2852761,0.58435583,0.015337424,1.834356,3.1119633,0.16871166,0.26226997,0.85429454,4.794479,2.4616566,4.4447856,19.349693,0.19631903,45.657978,4.3665648,5.2116566,1.1180983,2.483129,2.650307,4.055215,0.57668716,1.5153376,1.888037,1.0475461,0.16564418,0.01840491,2.1395707,0.25,0.23312885,1.6042945,0.4877301,0.7254602,0.16104296,bipolar
GSM317485,9.729928,1.3357664,2.1642337,5.8649635,2.7299273,3.4160585,2.1678834,5.565694,3.9306571,2.9452555,3.733577,0.310219,2.2408762,3.620438,7.1131387,2.551095,0.25182483,9.642337,1.1970804,3.372263,3.0145986,0.20437957,1.0912409,0.5583942,2.1934307,0.27372265,0.3394161,1.3321168,2.0255475,0.047445256,1.4270073,0.45985407,1.1240876,0.86131394,0.076642334,2.3357666,0.43065697,5.5583944,0.21167885,0.6131387,5.7080293,0.86131394,0.26277372,3.613139,1.321168,0.6094891,0.660584,22.937958,20.229927,0.6058395,0.28467155,2.4562047,0.6788322,7.9452558,1.970803,0.42700732,2.6605842,0.54379565,1.1131388,1.9014599,4.8868613,0.4562044,2.6277373,2,0.17518249,0.11678833,0.48540148,0.49270076,0.3248175,0.021897811,1.2518249,1.7262775,0.2591241,0.1240876,1.0766424,2.9854016,1.5182482,4.4051094,10.062045,0.29562047,32.383213,3.281022,2.6788323,1.2518249,0.7591241,2.1532848,3.0401464,0.850365,0.8686132,2.2408762,0.08394161,0.17518249,0.025547447,2.5693433,0.40510952,0.55474454,0.79197085,0.79562044,1.1459855,0.2189781,bipolar
GSM317398,15.131005,3.3668125,5.8078604,11.617904,5.7969437,1.7030568,3.2205243,11.111354,9.246725,7.9890833,3.9497817,0.07641922,3.2423582,4.8275113,8.735808,2.7314413,0.55895203,11.945415,2.956332,6.1310043,1.0917032,1.1353712,1.8624456,2.0982533,0.78602624,0.27729258,2.338428,0.75327516,4.9039307,0.12227075,1.478166,1.268559,1.8427949,1.6266377,0.050218344,3.482533,0.030567687,13.462882,3.5174675,0.72270745,10.002184,0.65065503,0.97379917,1.7423582,0.57641923,0.23580788,1.5938866,29.072054,127.04586,2.6637557,0.38646293,6.368996,0.28602624,4.155022,1.0633188,0.037117906,4.707424,0.95851535,0.80567694,3.8253276,19.353714,1.1703057,2.0458515,1.1899564,0.054585155,0.13318779,0.16157207,0.2467249,0.89737993,0.019650655,3.2838428,3.0742362,0.061135374,0.06331878,0.8449782,4.8056774,2.4192142,4.3930135,25.299128,0.4257642,49.213978,6.2794766,6.2576423,1.1703057,1.9061137,3.3449783,3.740175,0.7139739,1.128821,1.1462883,0.36244544,0.10262009,0.25764194,1.1637555,0.02838428,0.38646293,1.746725,0.6593887,0.6724891,0.026200876,control
GSM317402,20.507643,3.969419,7.1957183,13.516819,10.944954,1.8990824,2.5137613,17.171253,7.5321097,4.6972475,6.2599382,0.10703363,3.883792,8.49847,13.051987,1.2324158,0.051987767,14.727828,2.4525993,7.336391,0.6269113,0.68501526,2.0366971,2.2201834,0.9755351,0.20795107,2.3119264,0.9388379,2.740061,0.08562691,0.98470944,2.3975534,1.5076451,1.2201835,0.064220175,2.119266,0.25993884,25.012232,2.5871558,1.6636086,11.400611,0.24464831,1.3944952,1.9021406,0.20489295,0.23853211,1.0214068,10.807339,115.532104,3.0458715,0.8318043,3.7492352,0.50764525,4.3180428,0.94189596,0.07033639,4.0886846,0.66360855,1.562691,2.8165135,14.905198,1.149847,2.795107,0.81345564,0.09174311,0.021406727,0.20489295,0.027522935,0.795107,0.015290519,2.7828746,5.3577976,0.25076452,0.17737003,0.29357797,7.6269107,2.889908,4.2874613,28.253822,0.27828747,67.88379,7.0550456,6.513761,0.53211004,2.1314983,1.9541284,3.9327216,0.9510703,0.9510703,1.0795107,0.5688073,0.28746176,0.6911315,1.9847095,0.05810397,0.4831804,2.330275,0.77370024,0.9357798,0.033639144,control
GSM317407,13.507419,3.1839762,3.864985,8.149851,4.715133,1.9272995,2.6246288,7.62908,6.6913943,6.7344213,4.617211,0.39762607,3.2997031,4.416914,9.786349,2.037092,0.3308605,9.540059,2.3887239,4.7922845,2.2225518,0.5074184,1.3249258,2.689911,1.0637982,0.21513352,1.5252225,0.7670623,3.5712163,0.2818991,1.1172106,1.2744807,1.9896142,1.0727003,0.043026704,4.8961425,0.028189909,14.086053,0.73145396,1.3175074,7.8694363,0.45697325,0.56973296,1.5074183,0.29080117,0.347181,1.7997032,21.771513,75.04896,1.6913946,0.5548961,5.6038575,0.23738872,4.7181005,0.96735895,0.17655785,2.8456972,0.8916913,0.76557857,2.7373886,15.967358,0.7551929,1.3620178,1.2759644,0.3234421,0.2240356,0.18842728,0.08456973,0.82047474,0.03264095,1.9421363,2.2566767,0.02670623,0.115727,0.7893175,3.7462907,2.2715135,5.283383,18.712164,0.23293768,35.03709,5.648368,4.5341244,1.087537,2.0994065,3.0534124,4.2537093,0.615727,0.60089016,0.9955489,0.37833828,0.19732937,0.062314536,1.5474777,0.068249255,0.8605341,0.95845693,0.48961422,1.4272996,0.15727003,control
GSM317410,12.252654,2.416136,3.666667,7.3673043,4.2399154,2.0191083,2.2717624,7.7048836,4.7112527,3.4607222,3.4670916,0.09766455,2.9320598,3.8067944,7.044586,2.7452233,0.31847137,8.430999,2.161359,4.131635,0.7685776,0.715499,1.0806795,1.1380043,0.7940553,0.25902337,1.8747348,0.8216561,3.6539283,0.35244164,1.2420382,0.90445864,1.4033971,1.2866243,0.09341827,3.4522297,0.033970278,10.414014,1.6581742,1.0318471,7.9830155,0.46496817,0.58174103,2.0360937,0.64755845,0.08280256,2.0106158,21.93206,86.38642,1.7961785,0.18471338,2.7473462,0.8237792,3.679406,0.92569005,0.34819534,2.8110404,0.7261147,1.1443738,2.787686,12.380043,0.92993635,1.5583866,1.3014863,0.087048836,0.021231424,0.2144374,0.07855627,0.9171975,0.010615712,2.203822,1.819533,0.059447985,0.11677283,1.0297241,4.656051,2.0509555,3.0828028,13.736732,0.20806795,37.575375,4.2250533,3.0042465,1.1698514,2.0106158,2.29724,3.4968154,1.0382167,0.6602973,1.4033971,0.50530785,0.16772825,0.084925696,1.4394906,0.10191084,0.57961786,1.29724,0.66242045,0.8917198,0.057324845,control
GSM317412,14.023669,2.56213,5.0493097,8.282051,6.193294,1.9447732,3.1045363,8.808679,5.44576,5.775148,3.8737671,0.11439843,3.0927024,5.076923,9.451677,2.4201183,0.2504931,9.684419,1.8086785,3.7475345,1.8836292,1.0650887,2.2998028,1.6232742,0.71005917,0.2820513,1.6587771,0.8106509,3.846154,0.19132149,1.1459566,1.7100592,1.5798817,1.1696253,0.18343195,3.8323472,0.06311637,14.652861,1.923077,1.7061144,8.483235,0.4852071,1.3155818,1.6666667,0.9191321,0.2820513,1.6291913,24.512821,86.62722,1.8737673,0.3116371,3.627219,0.3846154,4.6134124,1.0276134,0.09664695,2.8856018,0.8461539,0.83629197,3.2011836,12.856016,0.9270217,2.270217,1.1972387,0.54043394,0.027613413,0.25641027,0.16568047,0.5424063,0.011834321,3.035503,2.366864,0.039447732,0.055226825,0.58579886,5.341223,2.5285995,4.684418,15.976332,0.2524655,42.353058,5.096647,4.189349,0.87376726,2.861933,3.4260354,4.001972,0.3688363,0.68441814,1.0019724,0.8639053,0.2071006,0.041420117,1.5029585,0.05325444,0.83629197,1.6370809,0.5029586,1.5088757,0.013806706,control
GSM317413,11.115385,2.2579186,3.5113122,7.699095,3.8733032,2.6312218,1.7692307,4.2624435,4.540724,3.504525,4.350679,0.042986427,1.8574661,3.4705882,7.176471,1.617647,0.5045249,9.524887,2.3642535,3.6606336,2.1945703,1.3280543,0.8529412,1.0429864,2.1153846,0.022624435,0.581448,0.71040726,2.2692308,0.23981902,1.0701357,0.8438914,0.9253394,0.8642534,0.03167421,3.1855204,0.07013574,8.391403,0.8936652,0.88235295,7.549774,0.42081448,0.14027148,1.7873304,1.1108598,0.520362,1.4457015,13.895928,41.73077,0.9638009,0.44343895,2.4660635,0.48190045,6.047511,1.2262443,0.28733033,3.4095023,0.94570136,0.9751131,2.1651583,7.60181,0.40950227,2.199095,1.6380091,0.33710408,0.013574662,0.46832582,0.29185522,0.21719459,0.015837105,1.8371041,2.5769231,0.027149323,0.07692308,1.1515838,4.479638,1.7579185,4.959276,12.361992,0.10859729,35.011314,3.3280544,3.8574662,0.5972851,1.5384616,3.6244345,3.1832578,0.44117647,1.1945702,1.5067873,0.7285068,0.26244345,0.21266969,1.6764706,0.08597285,0.4479638,1.8054299,0.5520362,0.93891406,0.19683258,control
GSM317416,13.350794,2.5603178,4.471429,8.585715,5.573016,1.8111112,2.477778,7.325397,6.536508,4.638096,4.2333336,0.114285715,2.5809526,4.1126986,7.92381,3.509524,0.4015873,9.934921,1.368254,4.2761908,2.0841272,0.6238096,1.673016,1.4761906,1.1444445,0.21904764,1.0920635,1.0253968,3.7539685,0.031746034,1.8873017,1.1190476,1.2952381,1.4222223,0.0984127,3.4063494,0.08095238,11.384128,1.8079367,0.5539683,7.284127,0.10158731,0.6333334,2.0857143,0.5253968,0.41746032,1.6095239,13.393651,64.3127,1.4507937,0.12380953,3.1269844,0.45238099,3.9523811,1.5000001,0.26825398,2.8063495,1.2222223,1.020635,2.5904763,8.268255,0.4555556,1.7428573,2.630159,0.25714287,0.0920635,0.60634923,0.23809525,0.6619048,0.007936508,1.1809524,2.4190476,0.17777778,0.23492065,0.69682544,4.3238096,1.8428572,4.4333334,16.444445,0.21746033,35.67778,4.6873016,4.2380953,1.4920635,1.2746032,2.888889,4.663492,0.6396826,0.16666667,1.6095239,0.48571432,0.031746034,0.29682544,1.909524,0.052380953,0.4793651,1.4015875,0.5190477,1.3317461,0.19206351,control
GSM317418,15.913147,2.3051643,4.7253523,11.795775,8.0422535,1.8098592,3.5140846,13.298122,6.7300477,4.4342723,4.779343,0.079812214,3.3403757,5.8615026,9.220657,1.6455399,0.22065727,11.859156,1.5399061,4.830986,2.741784,0.99061036,1.0657278,1.9741784,1.185446,0.21361504,2.6079812,0.8239437,4.4225354,0.09859155,1.2558686,1.4272301,2.5140846,1.2065729,0.14553991,3.6384978,0.12910798,18.19249,1.3568076,1.2511737,9.389671,0.94366205,0.9788733,1.8521128,0.15023474,0.3826291,1.9553992,23.514086,84.3216,2.0845072,0.49765262,3.5938969,0.3028169,5.232394,1.2910799,0.29812208,2.7323945,0.65023476,0.96948355,3.4319248,22.03756,0.5187794,3.056338,1.3943663,0.09859155,0.08920188,0.35211268,0.037558686,0.43896717,0.016431926,2.57277,3.2793427,0.009389672,0.20657279,0.5258216,4.887324,2.0985916,4.089202,19.805164,0.039906107,47.171364,6.492958,5.093897,1.0821596,2.1549296,3.1807513,2.8732395,0.63615024,0.7323944,1.3450705,0.34741786,0.14788733,0.24413146,1.8192489,0.030516433,1.0516433,1.3732395,0.52347416,1.3896714,0.02347418,control
GSM317421,16.097458,2.0381355,4.2033896,9.93856,4.9788136,2.2733052,2.92161,8.862288,6.0720344,2.7351696,5.4025426,0.13135593,3.3241525,4.440678,8.669492,3.0254238,0.31567797,10.900424,1.1737288,4.71822,2.197034,0.4131356,1.9216101,1.6525424,0.90466106,0.13135593,1.3665254,0.5444915,4.423729,0.038135592,1.1716102,1.3008475,1.9957627,1.1165254,0.06144068,2.8855932,0.038135592,14.305085,1.8241526,0.99788135,7.5635595,0.51059324,0.4894068,2.2394068,0.940678,0.24152543,1.4237288,9.597458,85.631355,1.947034,0.18855932,3.6525424,0.4088983,3.8368647,1.0381356,0.21398306,2.7182205,0.5423729,1.0338984,4.038136,11.264831,0.5572034,1.6906781,1.4618645,0.565678,0.038135592,0.39618647,0.036016952,0.7711865,0.016949153,1.881356,3.118644,0.1292373,0.06991526,0.470339,5.4555087,2.2817798,5.625,17.894068,0.012711865,47.523308,5.8135595,5.0826273,1.2436441,2.3432205,3.17161,3.4088984,0.5148305,1.1843221,1.5911016,0.5084746,0.08898305,0.084745765,1.8093221,0.22457628,0.57627124,2.0487287,0.5805085,1.720339,0.059322033,control
GSM317426,13.951807,2.8042166,4.3795176,9.084337,5.1596384,1.4518071,1.6746987,7.2409635,4.933735,5.9548187,3.822289,0.15361445,2.4849396,2.870482,8.41265,1.8072288,0.10843373,10.391566,2.0873494,3.8704817,1.1686746,0.71385545,1.6174698,1.7259035,0.560241,0.21385542,1.379518,0.71385545,2.5542169,0.07831325,0.93674695,1.4066265,1.5783132,0.95481926,0.036144577,3.3855422,0.0873494,14.265059,1.1385541,1.4186746,9.039157,0.66566265,0.5391566,1.7740964,0.8102409,0.2379518,1.5210843,9.632529,85.677704,1.4307228,0.24397591,5.900602,0.43373492,3.695783,0.9096385,0.30421686,3.2891564,0.48795182,1.4277109,3.5572288,14.28012,1.4126506,1.8042169,1.3584336,0.25903615,0.14457831,0.21987952,0.03313253,0.105421685,0.024096385,2.3915663,3.2198794,0.027108433,0.036144577,0.4457831,6.14759,1.7349397,5.0361443,20.084335,0.11445782,50.978912,5.2228913,4.6596384,0.9909639,2.810241,3.0602407,4.394578,0.83433735,0.98192763,1.5030121,0.29819274,0.12349397,0.045180723,1.4879518,0.19277108,0.61746985,1.3885541,0.53614455,1.0903615,0.042168673,control
GSM317432,14.7786455,2.0390625,4.2942705,8.239583,5.552083,2.2083333,2.2395833,11.4869795,5.8489585,5.606771,3.5703125,0.041666668,3.4921875,4.8567705,9.822917,1.5416666,0.072916664,10.346354,3.0234375,3.3255208,1.0859375,0.5078125,1.71875,1.25,1.0130209,0.25260416,1.6666666,0.6848958,2.5572915,0.3828125,0.9244791,1.1093749,1.21875,1.5286459,0.015625,2.1197917,0.052083332,17.354166,1.2734375,7.4375,9.6276045,0.3671875,0.7786458,1.5989584,0.1796875,0.3515625,2.1406248,11.213542,86.05469,1.4765625,0.890625,2.0572915,0.9895833,2.9401042,0.9791666,0.3645833,3.0703125,0.7994792,0.6276042,4.0625,12.3828125,0.6223958,2.328125,1.2838541,0.140625,0.005208334,0.24739583,0.140625,0.6067708,0.010416667,2.3359373,2.440104,0.25520834,0.054687496,0.6432292,4.973958,1.7083333,10.2109375,13.2838545,0.203125,37,5.4453125,3.7265625,1.7291666,1.640625,1.9791666,3.3072915,1.1067708,0.6848958,1.015625,0.4609375,0.06770833,0.065104164,1.4791666,0.052083332,2.205729,1.4817709,0.39322916,1.3880208,0.14583333,control
