ID_REF,215219_at,208245_at,210506_at,220418_at,220622_at,214565_s_at,214244_s_at,207899_at,216373_at,217166_at,206925_at,208601_s_at,211904_x_at,220433_at,217380_s_at,211794_at,217536_x_at,215814_at,213680_at,215663_at,214379_at,202489_s_at,204047_s_at,218454_at,207757_at,219699_at,209788_s_at,203676_at,209156_s_at,204863_s_at,218411_s_at,214283_at,203168_at,216652_s_at,221967_at,201219_at,222217_s_at,52741_at,221715_at,220641_at,219731_at,218075_at,219869_s_at,204557_s_at,210210_at,219530_at,219324_at,221966_at,204391_x_at,209015_s_at,204880_at,211799_x_at,204846_at,206989_s_at,209959_at,222273_at,212238_at,202688_at,209523_at,201866_s_at,202479_s_at,217863_at,205726_at,213900_at,203874_s_at,217961_at,203851_at,209735_at,Group
GSM317477,0.05585106,0.14361703,0.061170213,0.082446806,0.21010639,0.077127665,0.05319149,0.1356383,0.32978722,0.22606383,0.13031915,0.058510642,0.3138298,0.21808511,0.5,0.2712766,0.09574468,0.16489361,0.4920213,0.13297872,0.122340426,0.082446806,0.6728723,0.84042555,0.64893615,0.46542555,0.3643617,0.71010643,0.8111702,0.9547873,0.50265956,0.57978725,0.5771277,1.0372341,0.981383,1.0558511,1.1861702,0.8643617,0.13031915,0.3324468,1.2180852,1.9893619,0.5771277,1.2021277,0.78723407,1.2260638,1.4494681,2.0292554,1.4521277,1.0664893,1.4388298,1.675532,0.18617022,2.2154257,1.7154256,2.0292554,1.787234,1.0638298,2.0744681,1.9920213,2.4468086,2.2606382,1.9069148,2.4787233,3.2127662,2.4547873,1.9547873,3.0851064,control
GSM317480,0.014285715,0.17857143,0.07619048,0.05714286,0.061904762,0.0952381,0.15476191,0.1904762,0.13571428,0.092857145,0.104761906,0.6452381,0.2904762,0.34285715,0.3404762,0.20238096,0.19761905,0.06904762,0.3357143,0.37142858,0.6357143,0.083333336,0.7642857,0.33095238,0.3,0.7857143,0.56904763,0.77142864,0.45238096,0.7595238,0.7357143,0.9404762,1.1761905,0.9880953,0.8333334,0.8857143,0.7595238,1.2690476,1.0380952,0.8214286,1.2380953,1.757143,0.7619048,1.502381,1.4404762,1.1880953,1.4666667,1.4928572,1.4404762,0.5857143,1.4238095,1.395238,0.41190475,1.3690476,0.53571427,2.0928571,2.2214286,2.6785715,2.4904761,2.3214285,1.9023811,2.3690476,2.2619047,1.1190476,2.904762,1.9452381,3.2666667,4.354762,control
GSM317484,0.18918918,0.02027027,0.027027026,0.10135135,0.04054054,0.13513513,0.033783782,0.45270267,0.33783782,0.64189184,0.5405405,0.5135135,0.47297296,0.074324325,0.24324323,0.3716216,0.16216215,0.13513513,0.121621616,0.49324325,0.5608108,0.18243243,0.9864865,0.121621616,0.09459459,1.1689188,0.24324323,1.081081,1.2905405,0.09459459,0.24324323,1.1418918,0.5202702,1.3648648,1.1891892,0.83108103,0.99999994,1.4054053,1.1756756,2.4256756,1.1756756,1.1148648,1.1283784,0.44594592,0.87837833,1.554054,1.5135134,2.2567568,1.3243243,1.0337838,2.5540538,2.2364862,0.28378376,1.2094594,0.6283784,0.9189189,2.3175673,1.027027,1.2094594,2.52027,2.8175676,0.93918914,1.5337838,1.4391891,1.7297297,2.6756754,3.5337837,5.027027,control
GSM317486,0.018518519,0.013888889,0.032407407,0.08333333,0.04861111,0.05787037,0.1412037,0.03472222,0.12268519,0.5393518,0.13888888,0.5810185,0.6782407,0.15277778,0.4212963,0.14583333,0.8055555,0.3726852,0.7615741,0.21527778,0.51620364,0.7199074,0.4537037,0.08333333,0.6481481,0.1736111,0.7222222,0.85648143,1.4930555,1.0717592,0.6203703,0.49768516,0.57638884,0.724537,0.6504629,1.2013888,0.56249994,1.7685184,1.0462962,0.5509259,1.5416666,1.761574,1.7199074,1.1388888,1.361111,1.800926,1.4953703,2.4027777,1.8541666,1.4768518,1.824074,3.6203701,0.2708333,1.4907408,1.2824074,2.101852,2.085648,3.0324073,3.1203704,1.6759259,2.3634257,1.2453703,1.486111,4.4560184,2.5648148,1.8958333,2.4953704,11.958332,control
GSM317387,0.034666665,0.208,0.018666666,0.026666667,0.034666665,0.15466668,0.23733333,0.055999998,0.30666667,0.2,0.29333335,0.034666665,0.25066665,0.192,0.5466667,0.79733336,0.09866667,0.050666668,0.4826667,0.061333332,0.39733332,0.82933336,0.34666666,0.6186667,0.40800002,0.120000005,0.784,0.25333333,0.7546667,0.75200003,1.2080001,0.464,0.44,0.67733335,0.8986667,1.5386667,1.2773334,1.2133334,0.122666664,0.08533334,1.2346667,0.25866666,0.7626667,3.144,0.83466667,1.5653334,1.5786667,0.30933335,1.4773334,0.49066666,1.5120001,0.8640001,0.3866667,1.2720001,1.2373334,1.5306667,1.904,0.7866667,3.0106668,1.5013334,2.7706668,3.104,3.9786668,2.832,2.5226667,2.512,2.104,1.4986668,schizophrenia
GSM317390,0.018237082,0.012158054,0.05471124,0.04255319,0.045592703,0.13677812,0.3525836,0.04255319,0.015197568,0.3161094,0.115501516,0.17325227,0.06382978,0.21276595,0.38905773,0.18844983,0.16413373,0.045592703,0.57750756,0.012158054,0.38601822,0.93920964,0.27355623,0.21580546,0.3130699,0.449848,0.8784194,0.5410334,0.73860174,0.8449847,1.0030395,0.71124613,1.2948327,0.93920964,0.8297872,1.443769,1.8723403,1.5075986,0.775076,0.32522795,1.1033434,1.012158,1.0425531,1.8753799,1.1550151,1.367781,1.3191489,1.8297871,2.617021,0.793313,1.5258359,2.1641335,1.0334346,2.100304,0.6291793,1.7082067,1.8966565,0.44376898,2.9817626,1.7325227,1.911854,2.4012158,3.006079,5.2887535,3.3890576,2.9574468,1.9604862,1.6048632,schizophrenia
GSM317392,0.020775624,0.088642664,0.037396125,0.033241,0.16481994,0.06786704,0.02631579,0.029085873,0.02493075,0.17867036,0.11634349,0.01800554,0.2534626,0.49030474,0.40443215,0.12465374,0.32963988,0.009695292,0.5180056,0.07479225,0.35457066,0.06094183,0.62049866,0.61357343,0.54847646,0.4459834,0.35180056,0.6218837,0.50415516,1.2299169,1.0429363,0.20775624,1.1038781,1.0083103,0.85734075,1.3864266,0.6842106,0.7216067,0.090027705,0.24099724,1.034626,1.1163435,0.95429367,1.7770084,1.1454294,0.92243767,1.4722992,1.6108035,1.4653741,1.095568,1.1523546,1.2243768,0.367036,2.2686982,0.7631579,1.9515235,2.0872576,1.398892,2.296399,2.9168978,3.023546,2.7174516,1.9252079,2.2908587,3.4058173,2.094183,1.7271469,3.4182827,schizophrenia
GSM317393,0.030107526,0.006451613,0.025806453,0.021505376,0.036559142,0.034408603,0.098924726,0.040860213,0.058064517,0.3956989,0.16774194,0.043010753,0.17634408,0.22365591,0.49462366,0.08817204,0.45376346,0.14408602,0.38709676,0.2,0.33333334,0.53548384,0.39784947,1.0752689,0.55698925,0.21935484,0.3956989,0.74623656,0.15698925,1.6236559,1.1956989,1.1548387,1.5892473,0.916129,0.81935483,1.5204301,1.4860215,0.6494624,0.8043011,0.3139785,1.0215054,1.1913979,0.88387096,2.8387096,0.89462364,1.6301076,1.1892473,1.2129033,2.292473,1.1741935,0.93763435,1.567742,0.9247312,3.1096776,0.6537634,2.5698924,1.8473119,1.1677419,3.5505378,1.5741935,1.6494623,2.8,2.9462366,3.1333332,3.5612905,2.5311828,1.5655915,2.8774195,schizophrenia
GSM317394,0.042410716,0.04017857,0.035714287,0.017857144,0.017857144,0.035714287,0.27232143,0.049107146,0.23883928,0.49107143,0.058035713,0.071428575,0.03794643,0.37723213,0.29017857,0.051339287,0.53348213,0.024553573,0.37053573,0.25,0.20312501,0.03794643,0.3549107,0.62053573,0.6294643,0.4508929,0.8660714,0.71875006,0.5491072,1.375,0.87500006,0.8303572,1.1852678,0.9285714,0.49776787,1.1339285,1.375,1.0825893,0.14062501,0.15401787,1.1250001,1.7812501,0.86160713,1.7566963,0.95312506,1.3147322,1.9754465,1.578125,1.7165179,0.9241072,0.95312506,1.2566965,0.45535713,1.9665179,1.140625,2.5379465,1.2522322,2.0691965,2.9486609,2.21875,1.8281251,1.8816966,2.3549109,1.7924109,3.2098215,2.5200894,2.107143,4.8125005,schizophrenia
GSM317395,0.03757829,0.073068894,0.020876827,0.029227557,0.07098121,0.0605428,0.19832985,0.05427975,0.008350731,0.302714,0.36534446,0.035490606,0.10438413,0.3862213,0.36951986,0.08977036,0.39874738,0.19415449,0.3841336,0.029227557,0.4091858,0.64926934,0.65344465,0.4947808,0.55114824,0.3131524,1.045929,0.4676409,0.23590815,1.3006263,1.0208769,0.5615866,1.4050105,1.2192067,1,1.0125262,0.822547,0.87473905,0.54488516,0.31732777,1.4551147,0.565762,1.177453,2.1816285,0.9937369,1.5093946,1.1795408,0.43632567,1.9728601,1.1858038,1.3549061,0.82045925,0.3736952,2.749478,0.65762,2.914405,1.4425887,0.59498954,3.4780796,2.7098122,2.2588725,3.6534448,3.045929,1.2254697,3.1753654,2.7327764,2.5448852,3.6805847,schizophrenia
GSM317400,0.019642858,0.08035715,0.025,0.12142858,0.030357145,0.042857148,0.17142859,0.07678572,0.28392857,0.33035716,0.13928573,0.13214287,0.021428574,0.3482143,0.2107143,0.5517857,0.15357144,0.47678575,0.8214286,0.34107146,0.4875,0.1,0.6946429,0.30892858,0.75535715,0.41250002,0.8607143,0.9339286,0.08928572,1.1339287,0.9142858,0.8607143,0.9053572,0.9464286,0.5089286,1.3178573,1.125,0.86428577,0.50178576,0.11964286,1.0714287,1.3732144,0.80357146,1.8660715,1.3000001,1.3642858,1.2517858,0.31428573,1.894643,0.69107145,1.325,1.2857144,0.62857145,2.0964286,0.58214283,2.1053572,2.0964286,0.74285716,2.325,2.544643,2.8035715,2.5035715,1.7964287,1.594643,2.9482145,1.9678571,1.5250001,2.9625,schizophrenia
GSM317405,0.024475524,0.13986014,0.03146853,0.027972028,0.02097902,0.1013986,0.3881119,0.05944056,0.01048951,0.32517484,0.36363634,0.21678321,0.13986014,0.42307693,0.7832168,0.066433564,0.2062937,0.44405594,0.37062937,0.15734266,0.42657343,0.520979,0.53496504,0.18881118,0.6433566,0.67832166,1.048951,0.67132866,0.37762237,1.6293706,0.8496503,0.2027972,1.5314685,1.0734266,0.6433566,1.7167832,1.2832168,0.6678322,0.43356642,0.4055944,1.0559441,0.2832168,0.6433566,2.2867134,1.3321677,1.7587413,1.1678323,0.33566433,2.1783216,1.0734266,1.1643356,0.6433566,0.6888112,2.125874,2.1853147,2.2167833,1.4545454,0.6503497,3.653846,2.409091,3.2342658,3.1398602,2.339161,1.9580419,3.493007,2.7272727,2.132867,2.3006995,schizophrenia
GSM317408,0.013333334,0.08,0.024,0.08,0.032,0.064,0.029333334,0.064,0.25066665,0.24533333,0.010666668,0.35733333,0.368,0.24266668,0.70933336,0.11466668,0.29066667,0.037333332,0.6026667,0.050666668,0.38133335,0.21333334,0.616,0.78933334,0.55200005,0.65866673,0.6986667,0.35466668,0.8906667,1.176,1.6906668,1,1.3653334,0.6613333,1.168,0.89599997,0.9386667,1.016,0.184,0.33066666,1.3893334,1.1866667,1.0293334,1.8773334,0.8586667,1.3866667,1.8826667,1.2453334,1.7253333,0.96266663,1.7733334,1.2186667,0.34133336,2.5733335,0.22133334,1.8373334,1.488,2.1253333,3.1013334,1.9413334,1.5546666,3.432,2.3706667,2.5333333,2.5253334,2.072,2.28,4.3333335,schizophrenia
GSM317409,0.033519555,0.18156426,0.03631285,0.32960895,0.05027933,0.12569833,0.23463687,0.09776537,0.005586593,0.4469274,0.083798885,0.05027933,0.39106148,0.37709498,0.301676,0.17318437,0.56983244,0.055865925,0.8072626,0.41899443,0.3072626,0.57262576,0.2905028,0.5111732,0.6061453,0.18156426,1.2318436,0.6675978,0.37150842,1.0363128,0.75418997,0.53351957,1.6759777,0.9608939,0.7988827,1.1201117,1.1675978,1.2569833,0.12569833,0.49441347,1.2234638,1.6089386,0.5055866,1.3966482,1.2178771,1.5474862,1.0167599,0.5363129,1.9832404,0.6815643,1.3491621,1.6452515,0.91340786,2.8212292,0.8324022,2.5586593,1.8184358,0.5837989,2.6648047,2.0614526,1.5391061,1.7374303,2.1731846,2.405028,3.1620111,2.3128493,1.4581007,3.2681565,schizophrenia
GSM317414,0.010928962,0.101092905,0.024590164,0.024590164,0.019125683,0.04371585,0.41530058,0.046448093,0.23224045,0.36065575,0.065573774,0.035519127,0.027322406,0.32513663,0.39890712,0.07923498,0.27322406,0.010928962,0.521858,0.010928962,0.34699455,0.18579237,0.42076504,0.61202186,0.8415301,0.77595633,1.0300547,0.31147543,0.43169403,1.1830602,1.680328,0.19945356,1.0819672,0.58196723,0.5874317,1.6775957,1.1721313,0.9180328,0.092896186,1.6502733,0.9945356,0.74590164,1.0136613,2.2677598,1.1229508,1.7103826,1.6256832,1.6612023,2.5601094,0.7814208,1.2841531,1.5983608,0.63387984,2.5382516,0.98360664,3.169399,1.3633881,0.9180328,3.65847,1.5519127,1.3087432,3.9207652,3.1721313,2.6065576,3.1065574,3.0491805,1.6775957,2.9344265,schizophrenia
GSM317420,0.018099548,0.10859729,0.020361992,0.04751131,0.15837105,0.056561086,0.17420815,0.03846154,0.024886878,0.24886878,0.056561086,0.036199097,0.06787331,0.3529412,0.37556562,0.15158372,0.2963801,0.011312217,0.35520363,0.3484163,0.42986426,0.35746607,0.6085973,0.64705884,0.7081448,0.699095,0.39819005,0.59049773,0.260181,0.77375567,0.7692308,0.8552036,1.3031675,1.1470588,0.5972851,1.1493213,1.2692307,0.7556562,0.3122172,0.16515838,1.1357466,0.42307696,0.9162896,1.9592761,1.2171946,1.5950227,1.6085973,0.3280543,2.2285068,0.35746607,0.9298642,0.58371043,0.42081448,2.1085973,1.1176472,1.9389141,1.9162896,0.40497738,3.2375567,1.6877828,2.6900454,3.0633483,2.459276,2.1402714,3.2330315,2.7285068,1.780543,1.7714933,schizophrenia
GSM317422,0.011396012,0.12250713,0.06552707,0.011396012,0.11111112,0.022792025,0.051282052,0.04558405,0.022792025,0.5099715,0.025641026,0.06267807,0.03988604,0.47008547,0.4615385,0.042735044,0.1823362,0.037037037,0.41310543,0.025641026,0.25925928,0.2991453,0.74358976,0.3133903,0.49002853,0.16239317,1.2991453,0.960114,0.8860399,1.0968661,1.1851852,0.55270654,1.2336183,0.951567,0.68091166,1.0370371,1.019943,0.9287749,0.44159546,0.10541311,1.1025641,0.64387465,1.3675214,1.8148149,0.98005706,1.6809118,1.0085471,0.17094018,1.9601141,0.3903134,1.1111112,1.3504274,0.12535614,2.3874645,0.85470086,1.6581197,1.6153847,0.8860399,2.6039886,2.6980057,2.5213675,2.891738,2.2250712,2.0883193,3.042735,2.7378917,1.846154,3.1396012,schizophrenia
GSM317423,0.020408165,0.16666667,0.034013607,0.08163266,0.034013607,0.06462585,0.04081633,0.08163266,0.013605443,0.28231293,0.05102041,0.057823133,0.24149661,0.5850341,0.27891156,0.09183674,0.3537415,0.07142857,0.70408165,0.3877551,0.4727891,0.098639466,0.30952382,0.49659866,0.6938776,0.207483,0.1122449,0.19387755,0.8061225,1.0918367,0.81292516,0.20068029,1.3537415,0.7721089,0.8605442,1.2789116,1.1326531,1.0476191,0.48299322,1.112245,0.94217694,1.5408163,0.7755102,1.829932,1.0408164,1.2551022,1.1904762,0.4931973,1.4115647,0.57823133,1.122449,0.48299322,0.27551022,1.7142859,1.3367348,1.9217688,1.8537415,1.2244898,3.1360545,2.2278912,2.261905,2.0816329,3.1054423,2.4013605,2.3231294,2.2006803,2.5680273,3.5408163,schizophrenia
GSM317424,0.024657533,0.043835618,0.049315065,0.043835618,0.36712328,0.13150686,0.37260276,0.101369865,0.008219179,0.24657534,0.01369863,0.07945206,0.24931508,0.13972603,0.539726,0.05479452,0.30958906,0.09589041,0.7205479,0.021917809,0.28493148,0.101369865,0.43013698,0.4219178,0.46849316,0.11232876,0.10958904,0.14520548,0.9616438,0.9561644,0.9808219,0.6082192,1.7863013,0.539726,0.6109589,0.63835615,1.3178082,0.6739726,0.55342466,0.1780822,1.2657534,1.090411,0.6356165,1.5616438,0.7780822,1.4082192,1.230137,0.6821918,1.9315069,0.69315064,1.079452,1.9917808,0.6356165,2.1616437,0.34794518,1.6054794,1.6356164,1.210959,2.9068491,2.079452,1.9397261,2.2684932,1.5369862,3.2547946,2.980822,1.5178082,1.7205479,2.3123288,schizophrenia
GSM317427,0.02078522,0.09237876,0.030023096,0.039260972,0.1039261,0.09468822,0.15242495,0.06466513,0.011547345,0.32101616,0.09468822,0.15011548,0.24018477,0.1709007,0.2309469,0.090069294,0.24249424,0.3117783,0.6859123,0.036951505,0.42956123,0.1039261,0.59815246,0.6004619,0.67667437,0.26097,0.5450347,0.5935335,0.57736725,0.8706698,1.2794459,0.2817552,1.1016167,0.9607391,1.004619,1.5681294,0.97921485,1.0069284,0.1039261,0.17321017,1.364896,0.5011548,1.0877599,1.8498846,1.2771363,1.1616628,1.1362587,0.51732105,1.7043881,0.6443418,1.2124712,0.45958433,0.6466513,2.556582,0.92147815,1.4665128,2.1847575,1.1778291,2.3163974,3.2263281,3,2.5196307,2.4503465,2.2286375,3.5034642,2.5242496,1.9491918,3.9815242,schizophrenia
GSM317428,0.017175572,0.19656488,0.047709923,0.04389313,0.27862597,0.091603056,0.28435114,0.08778626,0.030534351,0.055343512,0.15076336,0.1793893,0.026717557,0.11832061,0.3053435,0.16603053,0.28053436,0.22137405,0.4980916,0.03816794,0.27290076,0.6946565,0.73282444,0.7251908,0.8301527,0.35687023,0.7614504,0.70610684,0.6087786,1.0572519,0.86259544,0.7958015,1.019084,0.8454198,0.97709924,1.2538167,1.0133587,1.1125954,0.08396947,0.21183206,1.0458015,1.3053435,0.81870234,2.3683205,1.0801526,1.2328244,1.0858779,1.4770993,2.5610685,0.6240458,1.1068702,0.769084,1.4694656,1.648855,0.16793893,2.591603,2.0229008,0.28816795,2.0973282,1.7652671,1.7270992,3.4580152,1.8187023,4.4942746,3.7290075,2.5305345,2.110687,1.2557253,schizophrenia
GSM317430,0.021505376,0.12365591,0.06451613,0.06451613,0.24193548,0.10215053,0.3548387,0.0672043,0.01344086,0.17473118,0.24999999,0.059139784,0.07526881,0.6182795,0.3548387,0.09677418,0.34677416,0.01344086,0.5268817,0.037634406,0.13978493,0.10483871,0.20430106,0.4301075,0.81182796,0.47580644,0.6935483,0.06451613,0.6989247,1.0510752,1.0806451,0.7768817,1.6317204,0.5618279,0.59677416,0.95698917,1.0564516,1.422043,0.09946236,0.33602148,1.048387,1.0645161,1.0107526,2.4301074,2.5887096,1.155914,1.6532257,2.174731,1.6989247,1.1290323,1.2661289,1.0725806,0.42741933,1.5940859,1.4892473,1.9596773,1.4623655,0.4677419,2.973118,1.8575268,1.5672042,2.0483868,2.8494623,2.9354837,2.317204,2.5403225,1.846774,2.8091397,schizophrenia
GSM317437,0.015280135,0.07640068,0.02886248,0.027164686,0.21222411,0.08658744,0.21731749,0.052631576,0.020373516,0.2393888,0.06451613,0.16298813,0.24617997,0.27164686,0.237691,0.17147708,0.20203735,0.23429541,0.3599321,0.22920203,0.34125638,0.06960951,0.26994905,0.5874363,1.0916809,0.13242784,0.6519525,0.05942275,0.5331069,0.9932088,0.99830216,0.7792869,0.69439733,0.44312394,0.58404076,1.4091681,1.5925298,0.93887943,0.08998302,0.21901527,1.0220714,1.6774194,0.43293718,1.7334465,1.5908319,1.6943973,1.556876,1.7062818,2.4516127,0.6095077,0.80475384,1.6315789,1.229202,2.4448218,0.49915108,4.2003393,2.4957554,0.77249575,3.9134126,1.5993208,1.0186757,3.312394,2.3225806,3.9626484,3.222411,3.4634974,1.8421053,0.66213924,schizophrenia
GSM317448,0.019230768,0.25274724,0.030219778,0.07692307,0.13736263,0.1565934,0.07142857,0.10714285,0.101648346,0.22802196,0.2664835,0.06593406,0.038461536,0.13461538,0.45329666,0.15934065,0.14560439,0.25274724,0.48901093,0.0576923,0.4285714,0.079670325,0.2307692,0.3763736,1.0467032,0.35714284,0.68131864,0.11813187,0.7307692,0.8461538,1.3928571,0.36263734,1.304945,1.0604395,0.5384615,1.304945,1.1016482,0.70879114,0.45604393,0.18131867,1.1181319,0.5054945,0.9560439,1.576923,1.6785713,1.4010988,1.1043955,0.59340656,2.0494504,0.6263736,1.1428571,0.49725273,0.68131864,2.3406591,0.36263734,1.5412086,1.653846,1.0357143,1.8928571,2.4093404,2.4230766,2.304945,2.6153843,2.1263735,2.8681316,2.6620877,2.4835165,3.3434062,schizophrenia
GSM317450,0.012224939,0.31295845,0.019559903,0.058679707,0.112469435,0.06601467,0.20782396,0.10024449,0.007334963,0.23716381,0.19804402,0.080684595,0.2591687,0.3007335,0.36674815,0.16381417,0.25183374,0.034229826,0.68215156,0.056234717,0.19315404,0.08557457,0.4816626,0.75061125,0.55256724,0.24694377,0.35207823,0.04400978,0.2836186,0.71149147,1.2982885,0.3178484,1.2249389,1.0880195,0.7555012,1.0684596,1.0293398,1.0195599,0.3789731,1.2469437,1.2469437,1.4229829,0.804401,1.6063569,1.2738385,1.2420537,1.396088,0.8484108,2.2542787,0.6259169,1.2860636,0.9657702,0.2176039,1.96088,1.3349633,2.1051345,2.1882641,1.4400978,2.9242053,2.4303179,2.572127,2.374083,3.0880196,1.5427872,2.6992664,2.1198044,2.0929096,3.1246943,schizophrenia
GSM317455,0.010570825,0.09725159,0.025369981,0.32980976,0.061310787,0.09725159,0.25158563,0.06342495,0.048625793,0.21353067,0.07610994,0.061310787,0.38689217,0.03382664,0.39534888,0.12262157,0.31501058,0.3509514,0.5327696,0.35306558,0.11627907,0.95137423,0.640592,0.71458775,0.8731501,0.14164905,0.78224105,0.33403808,0.42706135,0.7970402,1.1585624,0.8012686,1.2325581,0.845666,0.9682876,1.4587739,1.1860466,0.9238901,0.45877382,0.48837212,0.9492601,1.6152221,0.35940805,2.2071884,1.1649048,1.139535,1.8583511,2.729387,2.6194506,0.84989434,1.2917548,0.64482033,0.11205075,1.8118393,1.5877379,2.7843552,1.4228331,0.28752646,3.1057084,1.577167,1.8985202,2.8245246,2.727273,2.17759,3.3805497,3.2579284,1.5581396,1.7188163,schizophrenia
GSM317457,0.022222223,0.06944445,0.025,0.07777778,0.2,0.15833333,0.2388889,0.03611111,0.005555556,0.41944447,0.06111111,0.044444446,0.019444445,0.11944445,0.4,0.11388889,0.18888889,0.31666666,0.6,0.28611112,0.28888887,0.08055556,0.55,0.47222224,0.8833333,0.3,0.70277774,0.4027778,0.21111111,0.9277778,1.138889,0.7388889,0.92222226,0.9166667,0.89444447,1.5694444,1.2138889,0.68888885,0.1388889,0.20277779,1.1861111,0.81388885,0.95000005,2.7305558,1.625,2.375,1.1861111,0.39166668,1.9527779,1.0611111,1.4555556,1.2361112,0.82500005,2.325,0.22222222,2.2583334,1.8000001,1.8083333,3.8277779,2,1.3527778,4.1916666,2.7055557,2.6777778,4.1694446,2.6111112,2.2361112,4.802778,schizophrenia
GSM317460,0.042895444,0.3163539,0.06702413,0.056300264,0.053619303,0.11260053,0.24664879,0.053619303,0.024128685,0.28150135,0.06970509,0.04825737,0.018766755,0.6809651,0.38605896,0.14209116,0.23056301,0.034852546,0.58176947,0.04557641,0.37533513,0.12600535,0.5067024,0.9436998,0.9490617,0.18230563,0.7426274,0.8659517,0.6300268,0.53887403,0.72922254,0.7104558,1.300268,1.1930295,0.53351206,0.95174265,1.0107238,0.6756032,0.86058974,1.1447722,1.4772117,1.233244,0.86863273,1.7640752,0.96514744,1.1742628,1.5174263,0.6193029,1.61126,0.39410186,1.0777481,1.4209116,1.3726542,2.0563002,0.2680965,1.5254692,1.8873996,0.7587131,1.9731903,2.6997318,2.3431635,1.9758712,2.455764,2.3967829,2.8284183,2.2412868,1.6541555,3.1126006,schizophrenia
GSM317463,0.01754386,0.13596492,0.039473683,0.105263166,0.039473683,0.078947365,0.039473683,0.06140351,0.030701755,0.20614034,0.5964913,0.07456141,0.07017544,0.55701756,0.7017544,0.20614034,0.28070176,0.057017542,0.6973684,0.27192983,0.50438595,0.12280702,0.04385965,0.7763158,0.79385966,0.10087719,0.6885965,0.3377193,0.95614034,0.6929825,0.754386,0.25438598,0.92543864,0.82456136,0.85087717,1.5307019,1.7192982,1.0394738,0.118421055,0.44298247,1.1929826,1.2938596,1.122807,1.6754386,1.5833333,1.385965,1.4649124,1.3377193,2.5263157,1.0263158,1.4692982,1.1096491,0.50438595,1.6666666,2.377193,1.9912281,1.9342104,0.7631579,2.885965,0.75,0.97807014,2.5964913,1.6666666,2.4780703,2.0394738,2.6973684,1.872807,3.3289475,schizophrenia
GSM317464,0.020114942,0.17528735,0.048850577,0.03448276,0.025862068,0.06896552,0.33333334,0.04597701,0.048850577,0.21551724,0.08908046,0.09195402,0.31896552,0.6149425,0.07183908,0.13793103,0.28448275,0.15804598,0.59195405,0.04597701,0.22988506,0.06896552,0.6034483,0.73275864,0.5804598,0.14367816,0.52586204,0.94827586,0.7126437,0.61206895,0.95689654,1.2528735,1.3735632,0.6293103,0.9281609,0.93390805,1.4913794,1.1321839,0.79885054,0.7385058,0.95977014,1.1005747,1.0977012,1.4022988,1.4281609,1.0172415,1.5057472,0.4770115,2.1925287,0.48563218,1.3678161,0.7586207,0.5603448,1.4051725,1.7068965,1.387931,1.8017242,1.4597701,2.2327585,2.4425287,2.3994253,2.0201151,2.2270114,1.2758621,2.5,2.3563218,2.5804598,2.913793,schizophrenia
GSM317467,0.013937282,0.20383276,0.040069688,0.022648083,0.04181185,0.2804878,0.108013935,0.071428575,0.087108016,0.2996516,0.2909408,0.040069688,0.20034844,0.20905924,0.3205575,0.08885018,0.1585366,0.031358887,0.5313589,0.071428575,0.39198607,0.46167248,0.43379793,0.47735193,0.5592334,0.5209059,0.31358886,0.728223,0.66376305,0.78048784,0.7735192,1.1062717,1.1428572,1.0243902,0.85888505,0.81533104,1.2630663,0.72648084,0.2543554,0.36585367,0.9773519,1.0853659,1.0627178,1.8728223,1.2108014,1.1933799,1.2073171,1.7526133,1.4651568,0.78048784,1.3658537,1.1027875,1.0034844,2.2125435,0.17247386,2.6567945,1.8519164,1.2247387,2.2560976,2.2891986,1.6968641,3.1393728,3.0958188,4.0034842,3.3344948,2.8292682,2.28223,2.4703834,schizophrenia
GSM317469,0.014028056,0.09418837,0.018036071,0.024048097,0.046092182,0.036072142,0.13827655,0.03807615,0.26853707,0.34068137,0.042084165,0.042084165,0.3026052,0.5290581,0.39478958,0.21643287,0.33266532,0.024048097,0.2985972,0.18436873,0.35270542,0.38677353,0.49699396,0.8076152,1.0200402,0.12825651,0.5150301,0.5450902,0.6132265,0.76352704,0.99198395,0.71142286,1.1482966,1.1082164,0.7715431,1.3887776,1.2284569,1.0961924,0.33466935,0.10621243,0.83767533,1.1482966,0.73547095,2.9819639,1.4509019,1.6452905,1.5531062,1.9338677,2.0220442,1.1683366,1.0661323,1.1282564,0.2785571,2.9699397,0.98998,2.6533065,1.3126253,1.5110221,4.3607216,2.1963928,1.2805611,4.346693,2.224449,2.6533065,3.719439,2.8436873,2.0701404,3.1763527,schizophrenia
GSM317470,0.020289855,0.17681159,0.028985508,0.08695652,0.07536232,0.1884058,0.17391305,0.46086955,0.060869563,0.34492752,0.07536232,0.089855075,0.14202899,0.22608696,0.3362319,0.19130436,0.4405797,0.060869563,0.8028986,0.023188407,0.42028987,0.20289856,0.6173913,0.60289854,0.53333336,0.13333334,0.57391304,0.47246376,0.36811593,0.6753623,1.0463768,0.28985506,1.452174,0.91884065,1,0.90724635,1.2521739,1.1072464,0.11884058,0.6,1.4666667,0.81159425,0.9942029,1.1884059,1.4666667,0.90434784,1.1797101,1.0521739,1.4202899,0.87826085,1.4173914,1.2144928,0.10144928,2.5478263,0.6724638,1.9913043,2.0057971,1.0463768,1.5333334,2.4985507,2.0637681,1.4956522,1.947826,2.1797101,3,2.2086957,1.6376812,3.5594203,schizophrenia
