ID_REF,201354_s_at,201363_s_at,201882_x_at,202414_at,202608_s_at,202867_s_at,204014_at,204493_at,205404_at,205695_at,205699_at,205984_at,206102_at,206488_s_at,206721_at,207172_s_at,207180_s_at,207571_x_at,207656_s_at,208538_at,208893_s_at,208894_at,209035_at,209542_x_at,209688_s_at,209698_at,209821_at,210127_at,210639_s_at,211582_x_at,211966_at,212589_at,212769_at,213098_at,213523_at,214441_at,214686_at,214785_at,214826_at,215516_at,215653_at,215943_at,215977_x_at,216334_s_at,216375_s_at,216457_s_at,216498_at,216905_s_at,217617_at,217981_s_at,218186_at,219231_at,219260_s_at,219377_at,220082_at,220323_at,220335_x_at,220691_at,220766_at,220876_at,221249_s_at,221380_at,221581_s_at,221780_s_at,47105_at,47530_at,AFFX-ThrX-5_at,Group
GSM317483,2.7070553,2.2730062,0.27300614,2.0828223,0.08588958,2.4984663,0.83282214,0.96012276,1.5812885,1.6303682,0.17177916,1.4785278,0.9907976,0.121165656,1.185583,1.27454,1.5690186,1.0858897,0.2131902,0.088957064,2.555215,1.9861964,0.6349694,0.5935583,2.381902,0.8435583,0.42177916,1.559816,1.2423314,0.50766873,0.43558285,1.4493866,0.4371166,0.964724,1.1763804,0.5567485,2.9509203,1.7438651,0.41104296,0.121165656,0.22239265,0.2852761,0.58435583,0.015337424,1.834356,3.1119633,0.16871166,0.26226997,0.85429454,2.4616566,0.19631903,1.1180983,2.483129,2.650307,0.57668716,1.5153376,1.888037,1.0475461,0.16564418,0.01840491,2.1395707,0.25,0.23312885,1.6042945,0.4877301,0.7254602,0.16104296,bipolar
GSM317485,3.4160585,2.1678834,0.310219,2.551095,0.25182483,1.1970804,0.20437957,1.0912409,0.5583942,2.1934307,0.27372265,0.3394161,1.3321168,0.047445256,1.4270073,0.45985407,1.1240876,0.86131394,0.076642334,0.43065697,0.21167885,0.6131387,0.86131394,0.26277372,3.613139,1.321168,0.6094891,0.660584,0.6058395,0.28467155,0.6788322,1.970803,0.42700732,0.54379565,1.1131388,0.4562044,2.6277373,2,0.17518249,0.11678833,0.48540148,0.49270076,0.3248175,0.021897811,1.2518249,1.7262775,0.2591241,0.1240876,1.0766424,1.5182482,0.29562047,1.2518249,0.7591241,2.1532848,0.850365,0.8686132,2.2408762,0.08394161,0.17518249,0.025547447,2.5693433,0.40510952,0.55474454,0.79197085,0.79562044,1.1459855,0.2189781,bipolar
GSM317398,1.7030568,3.2205243,0.07641922,2.7314413,0.55895203,2.956332,1.1353712,1.8624456,2.0982533,0.78602624,0.27729258,2.338428,0.75327516,0.12227075,1.478166,1.268559,1.8427949,1.6266377,0.050218344,0.030567687,3.5174675,0.72270745,0.65065503,0.97379917,1.7423582,0.57641923,0.23580788,1.5938866,2.6637557,0.38646293,0.28602624,1.0633188,0.037117906,0.95851535,0.80567694,1.1703057,2.0458515,1.1899564,0.054585155,0.13318779,0.16157207,0.2467249,0.89737993,0.019650655,3.2838428,3.0742362,0.061135374,0.06331878,0.8449782,2.4192142,0.4257642,1.1703057,1.9061137,3.3449783,0.7139739,1.128821,1.1462883,0.36244544,0.10262009,0.25764194,1.1637555,0.02838428,0.38646293,1.746725,0.6593887,0.6724891,0.026200876,control
GSM317402,1.8990824,2.5137613,0.10703363,1.2324158,0.051987767,2.4525993,0.68501526,2.0366971,2.2201834,0.9755351,0.20795107,2.3119264,0.9388379,0.08562691,0.98470944,2.3975534,1.5076451,1.2201835,0.064220175,0.25993884,2.5871558,1.6636086,0.24464831,1.3944952,1.9021406,0.20489295,0.23853211,1.0214068,3.0458715,0.8318043,0.50764525,0.94189596,0.07033639,0.66360855,1.562691,1.149847,2.795107,0.81345564,0.09174311,0.021406727,0.20489295,0.027522935,0.795107,0.015290519,2.7828746,5.3577976,0.25076452,0.17737003,0.29357797,2.889908,0.27828747,0.53211004,2.1314983,1.9541284,0.9510703,0.9510703,1.0795107,0.5688073,0.28746176,0.6911315,1.9847095,0.05810397,0.4831804,2.330275,0.77370024,0.9357798,0.033639144,control
GSM317407,1.9272995,2.6246288,0.39762607,2.037092,0.3308605,2.3887239,0.5074184,1.3249258,2.689911,1.0637982,0.21513352,1.5252225,0.7670623,0.2818991,1.1172106,1.2744807,1.9896142,1.0727003,0.043026704,0.028189909,0.73145396,1.3175074,0.45697325,0.56973296,1.5074183,0.29080117,0.347181,1.7997032,1.6913946,0.5548961,0.23738872,0.96735895,0.17655785,0.8916913,0.76557857,0.7551929,1.3620178,1.2759644,0.3234421,0.2240356,0.18842728,0.08456973,0.82047474,0.03264095,1.9421363,2.2566767,0.02670623,0.115727,0.7893175,2.2715135,0.23293768,1.087537,2.0994065,3.0534124,0.615727,0.60089016,0.9955489,0.37833828,0.19732937,0.062314536,1.5474777,0.068249255,0.8605341,0.95845693,0.48961422,1.4272996,0.15727003,control
GSM317410,2.0191083,2.2717624,0.09766455,2.7452233,0.31847137,2.161359,0.715499,1.0806795,1.1380043,0.7940553,0.25902337,1.8747348,0.8216561,0.35244164,1.2420382,0.90445864,1.4033971,1.2866243,0.09341827,0.033970278,1.6581742,1.0318471,0.46496817,0.58174103,2.0360937,0.64755845,0.08280256,2.0106158,1.7961785,0.18471338,0.8237792,0.92569005,0.34819534,0.7261147,1.1443738,0.92993635,1.5583866,1.3014863,0.087048836,0.021231424,0.2144374,0.07855627,0.9171975,0.010615712,2.203822,1.819533,0.059447985,0.11677283,1.0297241,2.0509555,0.20806795,1.1698514,2.0106158,2.29724,1.0382167,0.6602973,1.4033971,0.50530785,0.16772825,0.084925696,1.4394906,0.10191084,0.57961786,1.29724,0.66242045,0.8917198,0.057324845,control
GSM317412,1.9447732,3.1045363,0.11439843,2.4201183,0.2504931,1.8086785,1.0650887,2.2998028,1.6232742,0.71005917,0.2820513,1.6587771,0.8106509,0.19132149,1.1459566,1.7100592,1.5798817,1.1696253,0.18343195,0.06311637,1.923077,1.7061144,0.4852071,1.3155818,1.6666667,0.9191321,0.2820513,1.6291913,1.8737673,0.3116371,0.3846154,1.0276134,0.09664695,0.8461539,0.83629197,0.9270217,2.270217,1.1972387,0.54043394,0.027613413,0.25641027,0.16568047,0.5424063,0.011834321,3.035503,2.366864,0.039447732,0.055226825,0.58579886,2.5285995,0.2524655,0.87376726,2.861933,3.4260354,0.3688363,0.68441814,1.0019724,0.8639053,0.2071006,0.041420117,1.5029585,0.05325444,0.83629197,1.6370809,0.5029586,1.5088757,0.013806706,control
GSM317413,2.6312218,1.7692307,0.042986427,1.617647,0.5045249,2.3642535,1.3280543,0.8529412,1.0429864,2.1153846,0.022624435,0.581448,0.71040726,0.23981902,1.0701357,0.8438914,0.9253394,0.8642534,0.03167421,0.07013574,0.8936652,0.88235295,0.42081448,0.14027148,1.7873304,1.1108598,0.520362,1.4457015,0.9638009,0.44343895,0.48190045,1.2262443,0.28733033,0.94570136,0.9751131,0.40950227,2.199095,1.6380091,0.33710408,0.013574662,0.46832582,0.29185522,0.21719459,0.015837105,1.8371041,2.5769231,0.027149323,0.07692308,1.1515838,1.7579185,0.10859729,0.5972851,1.5384616,3.6244345,0.44117647,1.1945702,1.5067873,0.7285068,0.26244345,0.21266969,1.6764706,0.08597285,0.4479638,1.8054299,0.5520362,0.93891406,0.19683258,control
GSM317416,1.8111112,2.477778,0.114285715,3.509524,0.4015873,1.368254,0.6238096,1.673016,1.4761906,1.1444445,0.21904764,1.0920635,1.0253968,0.031746034,1.8873017,1.1190476,1.2952381,1.4222223,0.0984127,0.08095238,1.8079367,0.5539683,0.10158731,0.6333334,2.0857143,0.5253968,0.41746032,1.6095239,1.4507937,0.12380953,0.45238099,1.5000001,0.26825398,1.2222223,1.020635,0.4555556,1.7428573,2.630159,0.25714287,0.0920635,0.60634923,0.23809525,0.6619048,0.007936508,1.1809524,2.4190476,0.17777778,0.23492065,0.69682544,1.8428572,0.21746033,1.4920635,1.2746032,2.888889,0.6396826,0.16666667,1.6095239,0.48571432,0.031746034,0.29682544,1.909524,0.052380953,0.4793651,1.4015875,0.5190477,1.3317461,0.19206351,control
GSM317418,1.8098592,3.5140846,0.079812214,1.6455399,0.22065727,1.5399061,0.99061036,1.0657278,1.9741784,1.185446,0.21361504,2.6079812,0.8239437,0.09859155,1.2558686,1.4272301,2.5140846,1.2065729,0.14553991,0.12910798,1.3568076,1.2511737,0.94366205,0.9788733,1.8521128,0.15023474,0.3826291,1.9553992,2.0845072,0.49765262,0.3028169,1.2910799,0.29812208,0.65023476,0.96948355,0.5187794,3.056338,1.3943663,0.09859155,0.08920188,0.35211268,0.037558686,0.43896717,0.016431926,2.57277,3.2793427,0.009389672,0.20657279,0.5258216,2.0985916,0.039906107,1.0821596,2.1549296,3.1807513,0.63615024,0.7323944,1.3450705,0.34741786,0.14788733,0.24413146,1.8192489,0.030516433,1.0516433,1.3732395,0.52347416,1.3896714,0.02347418,control
GSM317421,2.2733052,2.92161,0.13135593,3.0254238,0.31567797,1.1737288,0.4131356,1.9216101,1.6525424,0.90466106,0.13135593,1.3665254,0.5444915,0.038135592,1.1716102,1.3008475,1.9957627,1.1165254,0.06144068,0.038135592,1.8241526,0.99788135,0.51059324,0.4894068,2.2394068,0.940678,0.24152543,1.4237288,1.947034,0.18855932,0.4088983,1.0381356,0.21398306,0.5423729,1.0338984,0.5572034,1.6906781,1.4618645,0.565678,0.038135592,0.39618647,0.036016952,0.7711865,0.016949153,1.881356,3.118644,0.1292373,0.06991526,0.470339,2.2817798,0.012711865,1.2436441,2.3432205,3.17161,0.5148305,1.1843221,1.5911016,0.5084746,0.08898305,0.084745765,1.8093221,0.22457628,0.57627124,2.0487287,0.5805085,1.720339,0.059322033,control
GSM317426,1.4518071,1.6746987,0.15361445,1.8072288,0.10843373,2.0873494,0.71385545,1.6174698,1.7259035,0.560241,0.21385542,1.379518,0.71385545,0.07831325,0.93674695,1.4066265,1.5783132,0.95481926,0.036144577,0.0873494,1.1385541,1.4186746,0.66566265,0.5391566,1.7740964,0.8102409,0.2379518,1.5210843,1.4307228,0.24397591,0.43373492,0.9096385,0.30421686,0.48795182,1.4277109,1.4126506,1.8042169,1.3584336,0.25903615,0.14457831,0.21987952,0.03313253,0.105421685,0.024096385,2.3915663,3.2198794,0.027108433,0.036144577,0.4457831,1.7349397,0.11445782,0.9909639,2.810241,3.0602407,0.83433735,0.98192763,1.5030121,0.29819274,0.12349397,0.045180723,1.4879518,0.19277108,0.61746985,1.3885541,0.53614455,1.0903615,0.042168673,control
GSM317432,2.2083333,2.2395833,0.041666668,1.5416666,0.072916664,3.0234375,0.5078125,1.71875,1.25,1.0130209,0.25260416,1.6666666,0.6848958,0.3828125,0.9244791,1.1093749,1.21875,1.5286459,0.015625,0.052083332,1.2734375,7.4375,0.3671875,0.7786458,1.5989584,0.1796875,0.3515625,2.1406248,1.4765625,0.890625,0.9895833,0.9791666,0.3645833,0.7994792,0.6276042,0.6223958,2.328125,1.2838541,0.140625,0.005208334,0.24739583,0.140625,0.6067708,0.010416667,2.3359373,2.440104,0.25520834,0.054687496,0.6432292,1.7083333,0.203125,1.7291666,1.640625,1.9791666,1.1067708,0.6848958,1.015625,0.4609375,0.06770833,0.065104164,1.4791666,0.052083332,2.205729,1.4817709,0.39322916,1.3880208,0.14583333,control
GSM317434,1.9301075,1.3172042,0.053763438,0.9032257,0.5053763,2.7096775,0.6612903,1.6827955,1.1774193,1.672043,0.23655914,2.2849462,0.48387095,0.091397844,0.5053763,2.3064516,2.3010752,1.3064516,0.6397849,0.032258064,2.5322578,2.344086,0.14516129,2.5591395,1.6182795,0.12903225,0.33870968,1.8118279,1.4408602,0.77419347,0.45698923,1.2473118,0.16129032,0.89784944,1.4838709,0.5107527,2.112903,0.7365591,0.9516129,0.069892466,0.12365591,0.12903225,0.5268817,0.07526881,2.8225806,3.0376341,0.032258064,0.037634406,0.27956986,2.844086,0.016129032,1.1505376,3.4516125,3.1827955,0.55376345,0.27956986,1.7150537,0.68817204,0.107526876,0.021505376,1.5967741,0.069892466,0.6290322,0.81720424,0.80645156,0.89784944,0.032258064,control
GSM317435,1.5995146,2.9538834,0.087378636,1.6213592,0.114077665,2.684466,0.64320385,1.4368932,1.6650485,0.8082524,0.21359223,1.5024272,0.7597087,0.3859223,1.0703883,1.5364077,1.3640777,1.42233,0.029126214,0.029126214,1.487864,1.7330097,0.5970874,1.0800971,2.012136,0.32038835,0.27427185,1.7063107,1.6237864,0.78398055,0.26456308,1.0509708,0.26456308,0.711165,0.72330093,0.8907767,1.776699,0.97330093,0.0461165,0.012135922,0.27184466,0.08252427,0.6359223,0.012135922,2.461165,3.0242717,0.036407765,0.25,0.7014563,2.143204,0.1699029,0.8398058,2.3592231,2.514563,0.9053398,0.106796116,1.5849515,0.5315534,0.24514563,0.036407765,1.4587377,0.12864077,0.5436893,1.711165,0.58252424,1.2597088,0.06310679,control
GSM317436,0.8783784,2.9369369,0.123873875,2.054054,0.7072072,2.6036036,0.5382883,1.6306306,2.3175676,0.6801802,0.37837836,1.7027026,0.7094594,0.22747748,0.8986487,1.382883,1.2815316,0.9504505,0.06081081,0.033783782,0.5135135,0.5878378,0.8378378,0.9932432,1.8198198,0.2027027,0.17792793,2.1013515,2.3986485,0.18018018,0.3648649,0.7477478,0.38963962,0.5518018,0.7657657,0.8108108,2.5315316,1.0923424,0.40765765,0.009009009,0.074324325,0.33783785,0.5563063,0.018018018,2.2635136,2.1193693,0.022522522,0.22972973,0.6644144,2.009009,0.286036,1.1463964,2.6554053,2.4572072,0.7905405,0.36036035,1.4234234,0.3963964,0.09684685,0.04054054,1.4887387,0.072072074,0.16666667,1.2837838,0.7387387,1.385135,0.02027027,control
GSM317438,2.348534,2.2345276,0.1237785,2.247557,0.22801304,1.8501629,0.4820847,1.1661237,2.8175895,1.4071661,0.016286645,0.6188925,0.78175896,0.14006515,1.1986971,1.1791531,2.0781758,0.9381107,0.06840391,0.03583062,0.9055374,1.4723127,0.54723126,0.6319218,2.2638438,0.80130297,0.23127036,0.9381107,1.3583062,0.21498372,0.84039086,1.2149837,0.042345274,0.7068404,1.0814333,0.6579805,1.325733,1.7719871,0.052117266,0.026058633,0.42996743,0.42996743,0.64169383,0.006514658,2.3452768,2.175896,0.06514658,0.3387622,1.6026059,1.7882737,0.055374596,1.1172638,0.990228,4.019544,0.4495114,0.247557,1.2052118,0.5504886,0.06514658,0.03583062,1.7719871,0.09120521,0.37459284,1.237785,0.6775244,1.6449511,0.247557,control
GSM317441,1.3414634,1.2804878,0.085365854,2.682927,0.8963415,1.6707318,0.11585366,1.3780488,1.042683,2.640244,0.018292684,0.8719512,0.45731708,0.07926829,0.74390244,1.5853659,1.6280489,0.51829267,0.12195122,0.18902439,0.09146342,1.4634147,1.2439024,0.20731708,1.347561,1.2012196,0.5731707,0.7378049,1.5182927,0.17073171,0.39634147,0.9390244,0.22560976,0.6585366,0.38414636,0.8231708,2.5548782,0.99390244,0.2987805,0.030487806,0.43292683,0.57926834,0.39634147,0.07317074,1.6585367,2.2500002,0.57926834,0.12195122,1.9024391,2.042683,0.20731708,1.4512196,1.2621952,1.4390244,1.1097561,0.4695122,2.0060978,1.0060976,0.03658537,0.030487806,1.890244,0.42073172,0.66463417,1.0487806,0.31707317,0.9207317,0.03658537,control
GSM317442,1.9282945,2.8914728,0.046511628,1.9050388,0.116279066,1.9302325,0.57751936,1.6492248,2.8585272,0.79457366,0.03875969,1.6860465,0.9612403,0.19573644,1.2112403,0.6492248,2.3275194,1.3488371,0.029069766,0.027131783,0.875969,1.1976744,0.5697674,1.1046512,1.9244187,0.7732558,0.22286822,1.2325581,1.7344961,0.91085273,0.627907,0.8410853,0.2984496,0.57751936,0.91085273,0.5542636,2.4089148,1.2790698,0.37984496,0.01744186,0.18217054,0.10271318,0.6705426,0.02131783,1.9108527,2.7558138,0.09689923,0.046511628,0.8255814,1.9670542,0.12790698,0.8333333,1.9127907,2.5717053,0.9224806,0.14147288,1.4089147,0.7015504,0.125969,0.11821705,1.3197674,0.036821704,0.3468992,1.5116279,0.36627907,1.0562016,0.04069767,control
GSM317447,1.4450867,2.0057805,0.11560694,1.7514452,0.08959538,1.7832371,0.6127168,1.8872834,2.82948,0.6763006,0.0982659,1.2919075,0.66184974,0.3063584,0.73988444,1.2745665,1.7369943,1.0057803,0.043352604,0.054913297,2.2254336,2.150289,0.109826595,1.1965319,1.6531793,0.6271677,0.24855493,1.5924855,1.6791908,0.7543353,0.58092487,1.0924855,0.32947978,0.51445085,0.8728324,0.60693645,1.3583815,1.2514452,0.10404625,0.28034684,0.15606937,0.04046243,0.16184972,0.008670521,2.7109828,1.8034683,0.037572253,0.21387285,0.7861272,2.5780346,0.124277465,1.2080926,2.2745664,2.9277458,0.9884394,1.2138729,0.76589596,0.4248555,0.08381504,0.046242777,1.7109828,0.106936425,0.97109824,1.6416185,0.9739885,0.9393064,0.20231214,control
GSM317449,1.5430622,3.0047848,0.13636364,2.4186604,0.6148326,2.4258375,0.8684211,1.7392344,1.7464116,0.90909094,0.1985646,1.4521532,0.784689,0.1076555,1.409091,1.3875599,1.2535886,1.1315789,0.09569378,0.0430622,2.9545455,0.7344498,0.54066986,1.0143541,1.8277513,0.90909094,0.35167465,1.0550239,1.6961724,1.1578948,0.7344498,1.3229666,0.3110048,0.67942584,0.6100479,0.8636364,2.8349283,1.65311,0.354067,0.0215311,0.15311006,0.1555024,0.5909091,0.016746411,2.2129188,3.755981,0.026315792,0.24401914,0.9880383,1.8995216,0.0861244,1.5598086,2.2177033,3.2846892,0.5909091,0.5191388,1.6459332,0.4736842,0.03588517,0.23444977,1.4066986,0.04784689,0.56937796,1.8779905,0.7631579,1.3875599,0.04784689,control
GSM317452,1.3817787,2.4728851,0.1713666,1.570499,0.4229935,1.2017354,0.4143167,1.7613883,1.6420823,0.7223427,0.44034708,1.8481561,0.8286334,0.1713666,1.1952277,1.5878525,1.5010846,1.0759219,0.052060742,0.052060742,1.6550977,0.73969626,1.1019523,0.44902387,1.0715835,0.7635575,0.21691975,1.0954447,2.0954447,0.15401301,0.7505423,0.91540134,0.23210412,0.56832975,0.79175705,0.91540134,1.6117138,1.8156182,0.14967462,0.06941432,0.0824295,0.37310198,0.8004339,0.028199565,1.8893709,3.7483733,0.13232104,0.047722343,0.64859,3.1713665,0.060737528,1.1800435,2.5878525,2.4967463,0.55748373,0.483731,1.8416487,0.28850326,0.04338395,0.04338395,1.835141,0.05639913,0.24078092,1.5075922,0.46420825,1.0824295,0.106290676,control
GSM317453,2.4608939,1.6061454,0.09217878,2.4217877,0.57262576,2.1675978,0.86871517,1.659218,1.8603352,0.55586594,0.033519555,1.5027933,0.7458101,0.48882684,0.91061455,1.3910615,1.849162,1.1536313,0.16201119,0.04469274,0.37430167,1.1675978,0.12849163,0.27374303,1.5083799,0.15921788,0.23463687,2.3212292,2.0530727,0.08938548,0.6983241,0.7597766,0.0726257,1.0335196,0.8715084,0.61731845,1.7849163,1.5027933,0.05865922,0.019553073,0.11173185,0.053072628,0.932961,0.053072628,3.0391064,5.103352,0.13966481,0.19273745,0.3547486,2.5167599,0.31843576,1.1061453,2.3798883,2.980447,0.4385475,0.76815647,1.4106146,0.6703911,0.05027933,0.055865925,1.3938549,0.11452515,0.575419,1.3882682,0.77653635,1.9329609,0.2206704,control
GSM317459,1.4164383,2.5808218,0.12054795,2.1890411,0.12876712,1.2849315,0.66027397,1.9287672,3.7315068,2.1972601,0.3452055,0.43013698,0.4712329,0.21917808,0.8438356,1.5013698,3.0630138,1.3397261,0.057534244,0.035616435,1.3671234,1.2547945,0.8931506,0.25753424,1.6465753,0.21643835,0.52328765,1.1123288,1.7479452,0.13424657,1.8246574,1.369863,0.18356164,1.1424657,0.48493153,0.7616438,1.7643836,1.2465754,0.31780824,0.21917808,0.057534244,0.08219178,0.69863015,0.057534244,2.2246575,2.6027398,0.04109589,0.1890411,0.22739726,2.5150685,0.26849315,1.4520547,1.2958903,4.1424656,0.8356164,0.9205479,1.2328767,0.7150685,0.038356163,0.09315069,2.8246574,0.05479452,2.2465754,1.7479452,0.34246576,1.2465754,0.12602739,control
GSM317461,1.729977,2.7780318,0.33867276,1.3867276,0.597254,2.2631578,0.27002287,2.6659038,2.1693363,1.1647598,0.27688786,1.4187642,0.6864988,0.27688786,1.2151029,0.9610984,1.8558351,1.2242563,0.07551487,0.0389016,0.76659036,0.7597254,0.34096107,0.6842105,1.535469,0.26773453,0.40732262,1.2379862,1.6544622,0.1716247,0.41418764,0.8192219,0.28146452,0.49427918,0.83295196,0.6750572,1.7391304,1.7208236,0.61784893,0.09153318,0.33180776,0.21510296,0.5423341,0.013729977,2.208238,2.6064072,0.1716247,0.0938215,0.36384436,2.231121,0.27231118,1.1350113,2.3913043,2.299771,1.0343249,1.0091532,1.3729976,0.3340961,0.10526315,0.027459955,1.8032037,0.082379855,0.13501143,1.3867276,0.4965675,0.9771167,0.011441647,control
GSM317462,2.039419,2.6078837,0.08921162,2.033195,0.32157674,1.6556016,1.1141078,1.9564315,2.0207467,0.5103734,0.3879668,1.3630704,0.6244813,0.20331949,0.6431535,0.8091286,1.9356846,1.0228215,0.08091286,0.029045641,2.4813275,1.0269709,0.5788381,0.74273854,1.5663899,1.0933609,0.26763484,1.5705392,1.6141078,0.36099583,0.659751,0.8360995,0.15352696,0.9896265,0.92116183,0.66804975,2.0373442,0.95228213,0.43360993,0.1286307,0.15975103,0.051867217,0.3858921,0.035269707,2.6369293,2.5290456,0.08091286,0.04564315,0.9377593,1.9585061,0.085062236,1.0311203,2.4273858,2.877593,0.5497925,0.719917,1.6244813,0.52282155,0.056016594,0.039419085,1.4937758,0.10580912,0.65145224,1.5497924,0.76970947,1.1286306,0.035269707,control
GSM317465,1.4302326,3.403101,0.062015504,1.6744186,0.29457363,1.6782945,0.25968993,1.2015504,1.3062016,1.0910852,0.20736434,1.5620154,0.8023256,0.31976745,1.2267442,0.9224806,1.9186046,1.9573643,0.031007752,0.029069766,1.6492248,0.7015504,0.16860464,0.74418604,1.6046512,0.41472867,0.30813953,1.2674419,1.5736433,0.29069766,0.46705428,1.2228682,0.2771318,0.87403095,0.92635655,0.5484496,1.8217055,0.9612403,0.16085272,0.06395349,0.2364341,0.29069766,0.29651162,0.015503876,1.507752,2.9612403,0.027131783,0.3391473,0.8624031,2.3372092,0.08139534,1.1705427,1.622093,3.7693799,0.6356589,0.40697673,1.1143411,0.8352713,0.031007752,0.029069766,1.6879845,0.032945737,0.58914727,1.0174419,0.58914727,1.9748062,0.03875969,control
GSM317466,1.394541,3.325062,0.099255584,2.2307694,0.50124073,2.5210917,0.24813896,1.593052,1.8833747,1.2109181,0.2853598,1.4044665,0.5210918,0.21339951,1.2084367,1.1960298,1.5707196,1.2258065,0.034739453,0.05210918,0.20843671,2.8610423,0.42183623,0.6501241,1.394541,0.19602978,0.19602978,1.7990074,1.9851117,0.7890819,0.4540943,1.1091812,0.3101737,0.764268,0.98263025,0.55583125,1.4367247,1.3225807,0.4565757,0.027295286,0.28039703,0.22828785,0.46898264,0.032258064,3.240695,2.1364765,0.079404466,0.2828784,0.6476427,2.6451614,0.084367245,1.0942928,2.08933,2.2952855,0.9429281,0.99751866,1.0024815,0.34987596,0.2878412,0.3076923,1.9404466,0.034739453,0.83870965,1.4615386,0.3622829,0.9702233,0.044665013,control
GSM317468,1.1995566,3.742794,0.23946786,2.660754,0.3525499,2.179601,0.6940133,1.6075389,1.9844791,0.6119734,0.33481157,1.8381376,0.64745015,0.082039915,0.86917967,1.1219512,2.337029,1.5742794,0.07538803,0.20177385,1.7760533,2.2815967,0.60310423,0.751663,1.5742794,0.81152993,0.1396896,1.1485589,1.547672,0.5764967,0.5609756,0.67184037,0.29046565,0.68292683,0.45454547,0.46341464,2.6186254,1.1064303,0.60310423,0.11973393,0.08647451,0.059866965,0.37028828,0.03547672,2.5099778,2.6186254,0.033259425,0.028824834,0.69844794,1.8403549,0.23503327,1.2439024,1.9512196,3.277162,0.47893572,0.18181819,1.4345899,0.28381377,0.15077606,0.06873614,1.3170732,0.09534369,1.2749447,1.4966742,0.6208426,1.3547672,0.028824834,control
GSM317471,2.0142179,3.5331755,0.32464454,1.5450236,0.17298578,1.9597155,0.81990516,1.3104265,1.9170616,1.0189573,0.2085308,2.0734596,0.5663507,0.20379147,1.5213269,1.4241705,2.2417061,0.9502369,0.030805685,0.06398104,1.8056871,1.0900474,0.1042654,1.3578198,1.5236967,0.76066345,0.25592417,1.514218,2.0758293,0.26303318,0.56872034,1.1042653,0.27251184,0.5734597,0.5094786,0.56161135,1.549763,1.0758294,0.39099523,0.011848341,0.13507108,0.36492887,0.91469187,0.021327013,2.779621,2.5592415,0.101895735,0.16824643,1.1018957,2.5971563,0.059241705,0.8436018,1.9715638,3.5331755,0.43838862,0.02606635,0.92890996,0.7559241,0.25118482,0.07109004,1.8056871,0.23933649,0.53317535,1.5853081,0.5094786,1.2867298,0.021327013,control
GSM317472,1.8636363,1.8595041,0.057851236,1.1900826,0.18181819,3.0785124,0.6776859,2.0991735,2.7024794,0.95454544,0.012396694,2.3264463,0.3966942,0.29338843,0.8471074,0.9421487,2.3347106,1.5991735,0.028925618,0.028925618,2.198347,1.3140495,0.2231405,1.6528926,1.5950413,1.107438,0.29752064,1.785124,1.698347,0.98347104,0.93801653,0.78512394,0.13636363,0.80991733,0.74380165,0.88842976,2.231405,0.58677685,0.07024793,0.24793388,0.041322313,0.03305785,0.041322313,0.012396694,4.1115704,4.049587,0.020661157,0.07851239,0.4504132,3.2479339,0.012396694,0.9256198,2.7561982,5.392562,0.35537192,0.2644628,1.0495868,0.3016529,0.09504132,0.08264463,1.3966942,0.016528925,0.9958678,1.1528925,0.4504132,1.0123967,0.016528925,control
GSM317476,1.7963636,2.712727,0.09454545,3.3163633,0.15636364,1.8145454,0.46909088,1.1199999,4.2181816,1.9781818,0.014545455,0.85090905,0.5672727,0.20363635,0.96363634,1.3672726,2.5636363,1.6581817,0.08363636,0.03272727,0.3090909,0.9490909,0.24727273,0.11636364,2.3054545,0.52363634,0.40363637,0.9309091,0.8727273,0.20363635,0.47636363,1.08,0.29090908,0.7309091,1.1927272,0.71636367,1.6181818,0.79272723,0.11272726,0.21818182,0.59272724,0.23272727,0.58181816,0.09454545,2.2072728,3.5927272,0.0690909,0.087272726,0.4109091,1.8654544,0.5272727,1.3127272,0.93454546,3.810909,0.54181814,1.4218181,1.9381818,0.4981818,0.047272723,0.02909091,2.0545454,0.03272727,0.31272727,1.2654545,0.9418181,1.0036364,0.03272727,control
GSM317477,1.8005319,2.5345745,0.042553194,1.4361702,0.13031915,1.4627659,1.0026596,1.125,2.069149,1.5159575,0.19414894,1.7978723,1.0265957,0.20744681,0.9787234,1.2180852,1.268617,1.6117021,0.050531916,0.03989362,2.0452127,1.4813831,0.5611702,0.13829787,1.3643618,0.8164894,0.3856383,0.60372347,1.5079788,1.0292554,0.69414896,1.1117021,0.23404257,0.9175532,1.0292554,0.5505319,1.9893619,1.3351064,0.27925533,0.17819148,0.2925532,0.034574468,0.6356383,0.013297873,2.5398936,2.6462767,0.02393617,0.061170213,1.1622341,1.925532,0.19414894,1.1356384,2.0957448,3.3776596,0.8590425,0.92287236,1.1702127,0.122340426,0.4175532,0.045212768,1.5372341,0.042553194,0.7819149,1.4627659,0.57446814,1.0797873,0.1356383,control
